,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,90s,Performance - GA,Performance - GA90,Performance - SoTA,Performance - Saves,Performance - Save%,Performance - W,Performance - D,Performance - L,Performance - CS,Performance - CS%,Penalty Kicks - PKatt,Penalty Kicks - PKA,Penalty Kicks - PKsv,Penalty Kicks - PKm,Penalty Kicks - Save%
36,Andrea Consigli,it ITA,GK,Sassuolo,Serie A,32.0,1987.0,31.0,31.0,2790.0,31.0,55.0,1.77,145.0,92.0,66.9,12.0,5.0,14.0,5.0,16.1,8.0,7.0,1.0,0.0,12.5
37,Angelo da Costa Júnior,br BRA,GK,Bologna,Serie A,35.0,1983.0,1.0,1.0,90.0,1.0,1.0,1.0,2.0,1.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
38,Benoît Costil,fr FRA,GK,Bordeaux,Ligue 1,32.0,1987.0,28.0,28.0,2520.0,28.0,34.0,1.21,108.0,74.0,70.4,9.0,10.0,9.0,6.0,21.4,3.0,2.0,1.0,0.0,33.3
39,Thibaut Courtois,be BEL,GK,Real Madrid,La Liga,27.0,1992.0,34.0,34.0,3060.0,34.0,20.0,0.59,96.0,76.0,79.2,23.0,8.0,3.0,18.0,52.9,0.0,0.0,0.0,0.0,
40,Alessio Cragno,it ITA,GK,Cagliari,Serie A,25.0,1994.0,16.0,16.0,1440.0,16.0,21.0,1.31,89.0,68.0,77.5,2.0,6.0,8.0,3.0,18.8,2.0,1.0,1.0,0.0,50.0
41,Iván Cuéllar,es ESP,GK,Leganés,La Liga,35.0,1984.0,27.0,27.0,2429.0,27.0,33.0,1.22,99.0,65.0,67.7,7.0,9.0,11.0,7.0,25.9,2.0,1.0,1.0,0.0,50.0
42,Paul Delecroix,gw GNB,GK,Metz,Ligue 1,30.0,1988.0,2.0,1.0,135.0,1.5,4.0,2.67,6.0,2.0,50.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
43,Lucas Dias,fr FRA,GK,Nîmes,Ligue 1,20.0,1999.0,4.0,3.0,316.0,3.5,6.0,1.71,19.0,13.0,68.4,0.0,2.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,
44,Marko Dmitrović,rs SRB,GK,Eibar,La Liga,27.0,1992.0,35.0,35.0,3150.0,35.0,51.0,1.46,122.0,71.0,61.5,9.0,9.0,17.0,10.0,28.6,5.0,4.0,1.0,0.0,20.0
45,Jaume Doménech,es ESP,GK,Valencia,La Liga,28.0,1990.0,15.0,14.0,1324.0,14.7,23.0,1.56,81.0,58.0,72.8,4.0,4.0,6.0,3.0,21.4,1.0,1.0,0.0,0.0,0.0
46,Gianluigi Donnarumma,it ITA,GK,Milan,Serie A,20.0,1999.0,36.0,36.0,3201.0,35.6,42.0,1.18,141.0,96.0,73.0,18.0,9.0,9.0,12.0,33.3,8.0,4.0,4.0,0.0,50.0
47,Bartłomiej Drągowski,pl POL,GK,Fiorentina,Serie A,21.0,1997.0,31.0,31.0,2790.0,31.0,43.0,1.39,139.0,94.0,73.4,7.0,12.0,12.0,8.0,25.8,8.0,6.0,2.0,0.0,25.0
48,Martin Dúbravka,sk SVK,GK,Newcastle Utd,Premier League,30.0,1989.0,38.0,38.0,3420.0,38.0,58.0,1.53,195.0,139.0,71.3,11.0,11.0,16.0,11.0,28.9,2.0,2.0,0.0,0.0,0.0
49,Ederson,br BRA,GK,Manchester City,Premier League,25.0,1993.0,35.0,35.0,3071.0,34.1,28.0,0.82,95.0,68.0,73.7,24.0,3.0,8.0,16.0,45.7,3.0,3.0,0.0,0.0,0.0
50,Aarón Escandell,es ESP,GK,Granada,La Liga,23.0,1995.0,3.0,3.0,270.0,3.0,3.0,1.0,14.0,11.0,78.6,1.0,0.0,2.0,1.0,33.3,0.0,0.0,0.0,0.0,
52,Łukasz Fabiański,pl POL,GK,West Ham,Premier League,34.0,1985.0,25.0,25.0,2117.0,23.5,34.0,1.45,104.0,71.0,70.2,8.0,7.0,10.0,5.0,20.0,4.0,3.0,1.0,0.0,25.0
53,Fabricio,es ESP,GK,Mallorca,La Liga,31.0,1987.0,2.0,2.0,90.0,1.0,3.0,3.0,6.0,3.0,66.7,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
54,Ralf Fährmann,de GER,GK,Norwich City,Premier League,30.0,1988.0,1.0,1.0,21.0,0.2,1.0,4.29,2.0,1.0,100.0,,,1.0,,,,1.0,,,
55,Wladimiro Falcone,it ITA,GK,Sampdoria,Serie A,24.0,1995.0,2.0,2.0,180.0,2.0,5.0,2.5,13.0,8.0,69.2,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
56,Aitor Fernández,es ESP,GK,Levante,La Liga,28.0,1991.0,36.0,36.0,3240.0,36.0,51.0,1.42,205.0,153.0,76.6,12.0,7.0,17.0,5.0,13.9,5.0,3.0,2.0,0.0,40.0
57,Andrés Fernández,es ESP,GK,Villarreal,La Liga,32.0,1986.0,4.0,4.0,360.0,4.0,8.0,2.0,19.0,12.0,73.7,1.0,2.0,1.0,1.0,25.0,3.0,3.0,0.0,0.0,0.0
58,Mark Flekken,nl NED,GK,Freiburg,Bundesliga,26.0,1993.0,10.0,10.0,900.0,10.0,14.0,1.4,69.0,55.0,79.7,4.0,3.0,3.0,3.0,30.0,1.0,0.0,0.0,1.0,
59,Ben Foster,eng ENG,GK,Watford,Premier League,36.0,1983.0,38.0,38.0,3420.0,38.0,64.0,1.68,178.0,116.0,68.5,8.0,10.0,20.0,9.0,23.7,9.0,8.0,1.0,0.0,11.1
60,Daniel Fuzato,br BRA,GK,Roma,Serie A,22.0,1997.0,1.0,1.0,90.0,1.0,1.0,1.0,2.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
61,Gabriel,br BRA,GK,Lecce,Serie A,26.0,1992.0,34.0,34.0,2997.0,33.3,76.0,2.28,227.0,152.0,70.9,6.0,8.0,20.0,2.0,5.9,12.0,10.0,2.0,0.0,16.7
62,Paulo Gazzaniga,ar ARG,GK,Tottenham,Premier League,27.0,1992.0,18.0,17.0,1613.0,17.9,26.0,1.45,82.0,56.0,72.0,5.0,5.0,7.0,2.0,11.8,4.0,3.0,1.0,0.0,25.0
63,David de Gea,es ESP,GK,Manchester Utd,Premier League,28.0,1990.0,38.0,38.0,3420.0,38.0,36.0,0.95,131.0,96.0,74.8,18.0,12.0,8.0,13.0,34.2,3.0,3.0,0.0,0.0,0.0
64,Rafał Gikiewicz,pl POL,GK,Union Berlin,Bundesliga,31.0,1987.0,33.0,33.0,2970.0,33.0,54.0,1.64,159.0,105.0,67.9,12.0,5.0,16.0,8.0,24.2,4.0,3.0,1.0,0.0,25.0
65,Mauro Goicoechea,uy URU,GK,Toulouse,Ligue 1,31.0,1988.0,2.0,2.0,180.0,2.0,5.0,2.5,13.0,8.0,61.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
66,Pierluigi Gollini,it ITA,GK,Atalanta,Serie A,24.0,1995.0,33.0,33.0,2884.0,32.0,42.0,1.31,120.0,81.0,70.0,19.0,9.0,5.0,8.0,24.2,6.0,6.0,0.0,0.0,0.0
67,Alfred Gomis,sn SEN,GK,Dijon,Ligue 1,25.0,1993.0,19.0,19.0,1620.0,18.0,20.0,1.11,81.0,62.0,76.5,6.0,7.0,6.0,6.0,31.6,1.0,1.0,0.0,0.0,0.0
68,Vicente Guaita,es ESP,GK,Crystal Palace,Premier League,32.0,1987.0,35.0,35.0,3150.0,35.0,42.0,1.2,149.0,109.0,71.8,11.0,9.0,15.0,10.0,28.6,1.0,0.0,0.0,1.0,
69,Péter Gulácsi,hu HUN,GK,RB Leipzig,Bundesliga,29.0,1990.0,32.0,32.0,2880.0,32.0,34.0,1.06,116.0,82.0,72.4,16.0,12.0,4.0,10.0,31.3,2.0,2.0,0.0,0.0,0.0
70,Angus Gunn,sct SCO,GK,Southampton,Premier League,23.0,1996.0,10.0,10.0,900.0,10.0,25.0,2.5,55.0,30.0,58.2,2.0,2.0,6.0,2.0,20.0,2.0,2.0,0.0,0.0,0.0
71,Régis Gurtner,fr FRA,GK,Amiens,Ligue 1,32.0,1986.0,28.0,28.0,2520.0,28.0,50.0,1.79,142.0,93.0,65.5,4.0,11.0,13.0,5.0,17.9,1.0,1.0,0.0,0.0,0.0
72,Samir Handanović,si SVN,GK,Inter,Serie A,35.0,1984.0,35.0,35.0,3150.0,35.0,32.0,0.91,110.0,78.0,72.7,22.0,10.0,3.0,13.0,37.1,3.0,2.0,1.0,0.0,33.3
73,Tom Heaton,eng ENG,GK,Aston Villa,Premier League,33.0,1986.0,20.0,20.0,1794.0,19.9,35.0,1.76,102.0,68.0,68.6,6.0,3.0,11.0,4.0,20.0,3.0,3.0,0.0,0.0,0.0
74,Dean Henderson,eng ENG,GK,Sheffield Utd,Premier League,22.0,1997.0,36.0,36.0,3240.0,36.0,33.0,0.92,128.0,94.0,75.0,14.0,11.0,11.0,13.0,36.1,3.0,1.0,1.0,1.0,50.0
75,Wayne Hennessey,wls WAL,GK,Crystal Palace,Premier League,32.0,1987.0,3.0,3.0,270.0,3.0,8.0,2.67,23.0,15.0,65.2,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
76,Sergio Herrera,es ESP,GK,Osasuna,La Liga,26.0,1993.0,19.0,18.0,1655.0,18.4,27.0,1.47,80.0,53.0,67.5,7.0,3.0,8.0,7.0,38.9,1.0,1.0,0.0,0.0,0.0
78,Iago Herrerín,es ESP,GK,Athletic Club,La Liga,31.0,1988.0,5.0,4.0,425.0,4.7,9.0,1.91,19.0,10.0,52.6,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
79,Marwin Hitz,ch SUI,GK,Dortmund,Bundesliga,31.0,1987.0,4.0,3.0,290.0,3.2,1.0,0.31,7.0,6.0,85.7,2.0,1.0,0.0,3.0,100.0,0.0,0.0,0.0,0.0,
80,Timo Horn,de GER,GK,Köln,Bundesliga,26.0,1993.0,34.0,34.0,3060.0,34.0,69.0,2.03,156.0,87.0,58.3,10.0,6.0,18.0,6.0,17.6,6.0,4.0,2.0,0.0,33.3
81,Lukáš Hrádecký,fi FIN,GK,Leverkusen,Bundesliga,29.0,1989.0,34.0,34.0,3060.0,34.0,44.0,1.29,143.0,99.0,70.6,19.0,6.0,9.0,10.0,29.4,2.0,2.0,0.0,0.0,0.0
82,Jannik Huth,de GER,GK,Paderborn 07,Bundesliga,25.0,1994.0,6.0,6.0,540.0,6.0,17.0,2.83,33.0,16.0,51.5,0.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
83,Rune Jarstein,no NOR,GK,Hertha BSC,Bundesliga,34.0,1984.0,29.0,29.0,2547.0,28.3,46.0,1.63,143.0,99.0,72.7,11.0,5.0,13.0,9.0,31.0,7.0,7.0,0.0,0.0,0.0
84,Jesse Joronen,fi FIN,GK,Brescia,Serie A,26.0,1993.0,29.0,29.0,2610.0,29.0,59.0,2.03,181.0,124.0,72.4,5.0,6.0,18.0,5.0,17.2,10.0,9.0,1.0,0.0,10.0
85,Lovre Kalinić,hr CRO,GK,Toulouse,Ligue 1,29.0,1990.0,4.0,4.0,306.0,3.4,4.0,1.18,15.0,11.0,73.3,0.0,1.0,3.0,1.0,25.0,0.0,0.0,0.0,0.0,
86,Stefanos Kapino,gr GRE,GK,Werder Bremen,Bundesliga,25.0,1994.0,1.0,1.0,90.0,1.0,2.0,2.0,5.0,3.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
87,Florian Kastenmeier,de GER,GK,Düsseldorf,Bundesliga,22.0,1997.0,17.0,17.0,1530.0,17.0,31.0,1.82,78.0,49.0,62.8,2.0,9.0,6.0,2.0,11.8,3.0,2.0,1.0,0.0,33.3
88,Tomáš Koubek,cz CZE,GK,Augsburg,Bundesliga,26.0,1992.0,24.0,24.0,2160.0,24.0,51.0,2.12,122.0,72.0,58.2,6.0,6.0,12.0,4.0,16.7,1.0,0.0,1.0,0.0,100.0
89,Thomas Kraft,de GER,GK,Hertha BSC,Bundesliga,31.0,1988.0,4.0,4.0,360.0,4.0,9.0,2.25,19.0,10.0,52.6,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
90,Tim Krul,nl NED,GK,Norwich City,Premier League,31.0,1988.0,36.0,36.0,3240.0,36.0,68.0,1.89,195.0,128.0,66.7,5.0,6.0,25.0,5.0,13.9,5.0,3.0,2.0,0.0,40.0
91,Alban Lafont,fr FRA,GK,Nantes,Ligue 1,20.0,1999.0,27.0,27.0,2430.0,27.0,29.0,1.07,95.0,64.0,72.6,11.0,4.0,12.0,10.0,37.0,6.0,3.0,2.0,1.0,40.0
92,Gautier Larsonneur,fr FRA,GK,Brest,Ligue 1,22.0,1997.0,27.0,27.0,2398.0,26.6,34.0,1.28,132.0,96.0,76.5,7.0,10.0,10.0,7.0,25.9,5.0,3.0,2.0,0.0,40.0
93,Benjamin Lecomte,fr FRA,GK,Monaco,Ligue 1,28.0,1991.0,28.0,28.0,2520.0,28.0,44.0,1.57,134.0,91.0,71.6,11.0,7.0,10.0,7.0,25.0,6.0,6.0,0.0,0.0,0.0
94,Nicolas Lemaître,fr FRA,GK,Reims,Ligue 1,22.0,1997.0,1.0,1.0,90.0,1.0,3.0,3.0,4.0,1.0,50.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
95,Bernd Leno,de GER,GK,Arsenal,Premier League,27.0,1992.0,30.0,30.0,2649.0,29.4,39.0,1.33,151.0,111.0,78.1,9.0,13.0,8.0,7.0,23.3,7.0,6.0,1.0,0.0,14.3
96,Donovan Léon,gf GUF,GK,Brest,Ligue 1,26.0,1992.0,2.0,1.0,122.0,1.4,3.0,2.21,11.0,8.0,81.8,1.0,0.0,0.0,1.0,100.0,1.0,1.0,0.0,0.0,0.0
97,Karlo Letica,hr CRO,GK,SPAL,Serie A,22.0,1997.0,10.0,10.0,900.0,10.0,29.0,2.9,65.0,36.0,55.4,0.0,1.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0
98,Hugo Lloris,fr FRA,GK,Tottenham,Premier League,32.0,1986.0,21.0,21.0,1807.0,20.1,21.0,1.05,99.0,78.0,80.8,11.0,6.0,4.0,6.0,28.6,3.0,2.0,1.0,0.0,33.3
99,Anthony Lopes,pt POR,GK,Lyon,Ligue 1,28.0,1990.0,26.0,26.0,2340.0,26.0,25.0,0.96,86.0,64.0,73.3,10.0,7.0,9.0,8.0,30.8,3.0,2.0,0.0,1.0,0.0
100,Diego López,es ESP,GK,Espanyol,La Liga,37.0,1981.0,36.0,36.0,3232.0,35.9,58.0,1.62,160.0,103.0,67.5,4.0,9.0,23.0,4.0,11.1,7.0,6.0,1.0,0.0,14.3
101,Pau López,es ESP,GK,Roma,Serie A,24.0,1994.0,32.0,32.0,2880.0,32.0,45.0,1.41,132.0,86.0,72.0,18.0,6.0,8.0,5.0,15.6,9.0,8.0,1.0,0.0,11.1
102,Andreas Luthe,de GER,GK,Augsburg,Bundesliga,32.0,1987.0,10.0,10.0,900.0,10.0,12.0,1.2,33.0,22.0,63.6,3.0,3.0,4.0,3.0,30.0,0.0,0.0,0.0,0.0,
104,Mike Maignan,fr FRA,GK,Lille,Ligue 1,24.0,1995.0,28.0,28.0,2520.0,28.0,27.0,0.96,83.0,58.0,72.3,15.0,4.0,9.0,12.0,42.9,6.0,4.0,1.0,1.0,20.0
105,Steve Mandanda,fr FRA,GK,Marseille,Ligue 1,34.0,1985.0,27.0,27.0,2371.0,26.3,27.0,1.02,92.0,67.0,75.0,15.0,8.0,4.0,11.0,40.7,4.0,4.0,0.0,0.0,0.0
106,Daniel Martín,es ESP,GK,Betis,La Liga,21.0,1998.0,6.0,5.0,531.0,5.9,12.0,2.03,24.0,12.0,50.0,1.0,0.0,4.0,1.0,20.0,0.0,0.0,0.0,0.0,
107,David Martin,eng ENG,GK,West Ham,Premier League,33.0,1986.0,5.0,4.0,436.0,4.8,6.0,1.24,21.0,15.0,71.4,2.0,0.0,2.0,2.0,50.0,0.0,0.0,0.0,0.0,
108,Emiliano Martínez,ar ARG,GK,Arsenal,Premier League,26.0,1992.0,9.0,8.0,771.0,8.6,9.0,1.05,42.0,33.0,81.0,5.0,1.0,2.0,3.0,37.5,1.0,1.0,0.0,0.0,0.0
109,Jordi Masip,es ESP,GK,Valladolid,La Liga,30.0,1989.0,35.0,35.0,3150.0,35.0,39.0,1.11,125.0,85.0,73.6,8.0,15.0,12.0,11.0,31.4,7.0,6.0,1.0,0.0,14.3
110,Alex McCarthy,eng ENG,GK,Southampton,Premier League,29.0,1989.0,28.0,28.0,2520.0,28.0,35.0,1.25,113.0,78.0,69.9,13.0,5.0,10.0,7.0,25.0,2.0,1.0,1.0,0.0,50.0
111,Michael McGovern,nir NIR,GK,Norwich City,Premier League,35.0,1984.0,2.0,1.0,159.0,1.8,6.0,3.4,13.0,6.0,53.8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0
112,Edouard Mendy,sn SEN,GK,Rennes,Ligue 1,27.0,1992.0,24.0,24.0,2160.0,24.0,19.0,0.79,79.0,60.0,79.7,13.0,5.0,6.0,9.0,37.5,4.0,3.0,1.0,0.0,25.0
113,Alex Meret,it ITA,GK,Napoli,Serie A,22.0,1997.0,22.0,21.0,1951.0,21.7,33.0,1.52,84.0,51.0,66.7,9.0,5.0,7.0,3.0,14.3,6.0,5.0,1.0,0.0,16.7
114,Antonio Mirante,it ITA,GK,Roma,Serie A,36.0,1983.0,5.0,5.0,450.0,5.0,5.0,1.0,24.0,19.0,83.3,2.0,1.0,2.0,2.0,40.0,1.0,1.0,0.0,0.0,0.0
115,Simon Moore,eng ENG,GK,Sheffield Utd,Premier League,29.0,1990.0,2.0,2.0,180.0,2.0,6.0,3.0,11.0,5.0,45.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
116,Jessy Moulin,fr FRA,GK,Saint-Étienne,Ligue 1,33.0,1986.0,5.0,5.0,450.0,5.0,4.0,0.8,23.0,19.0,91.3,2.0,2.0,1.0,2.0,40.0,2.0,2.0,0.0,0.0,0.0
117,Florian Müller,de GER,GK,Mainz 05,Bundesliga,21.0,1997.0,13.0,12.0,1125.0,12.5,25.0,2.0,66.0,40.0,65.2,3.0,2.0,7.0,2.0,16.7,3.0,2.0,1.0,0.0,33.3
118,Juan Musso,ar ARG,GK,Udinese,Serie A,25.0,1994.0,38.0,38.0,3420.0,38.0,51.0,1.34,194.0,141.0,77.8,12.0,9.0,17.0,14.0,36.8,10.0,8.0,2.0,0.0,20.0
119,Yvon Mvogo,ch SUI,GK,RB Leipzig,Bundesliga,25.0,1994.0,2.0,2.0,180.0,2.0,3.0,1.5,5.0,2.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
120,Keylor Navas,cr CRC,GK,Paris S-G,Ligue 1,32.0,1986.0,21.0,21.0,1890.0,21.0,18.0,0.86,66.0,49.0,72.7,17.0,2.0,2.0,11.0,52.4,0.0,0.0,0.0,0.0,
