,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA - SCA,SCA - SCA90,SCA Types - PassLive,SCA Types - PassDead,SCA Types - TO,SCA Types - Sh,SCA Types - Fld,SCA Types - Def,GCA - GCA,GCA - GCA90,GCA Types - PassLive,GCA Types - PassDead,GCA Types - TO,GCA Types - Sh,GCA Types - Fld,GCA Types - Def
16,Claud Adjapong,it ITA,"DF,FW",Sassuolo,Serie A,19.0,1998.0,13.6,25.0,1.84,17.0,0.0,1.0,2.0,3.0,2.0,2.0,0.15,1.0,0.0,0.0,0.0,1.0,0.0
17,René Adler,de GER,GK,Mainz 05,Bundesliga,32.0,1985.0,14.0,5.0,0.36,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Yacine Adli,fr FRA,FW,Paris S-G,Ligue 1,17.0,2000.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Ali Adnan Kadhim,iq IRQ,"DF,FW",Udinese,Serie A,23.0,1993.0,18.6,38.0,2.05,31.0,5.0,1.0,0.0,1.0,0.0,4.0,0.22,3.0,0.0,0.0,0.0,1.0,0.0
20,Adrián,es ESP,GK,West Ham,Premier League,30.0,1987.0,19.0,2.0,0.11,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0
21,Aritz Aduriz,es ESP,FW,Athletic Club,La Liga,36.0,1981.0,23.9,35.0,1.46,19.0,0.0,2.0,6.0,7.0,1.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0
22,Ibrahim Afellay,nl NED,MF,Stoke City,Premier League,31.0,1986.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Benik Afobe,cd COD,FW,Bournemouth,Premier League,24.0,1993.0,6.8,11.0,1.84,6.0,0.0,1.0,2.0,2.0,0.0,1.0,0.17,0.0,0.0,0.0,0.0,1.0,0.0
24,Martin Agirregabiria,es ESP,DF,Alavés,La Liga,21.0,1996.0,20.3,25.0,1.23,20.0,5.0,0.0,0.0,0.0,0.0,5.0,0.25,5.0,0.0,0.0,0.0,0.0,0.0
26,Imanol Agirretxe,es ESP,FW,Real Sociedad,La Liga,30.0,1987.0,2.6,2.0,0.78,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.78,0.0,0.0,0.0,1.0,1.0,0.0
27,Sergio Agüero,ar ARG,FW,Manchester City,Premier League,29.0,1988.0,21.8,80.0,3.67,57.0,0.0,14.0,5.0,3.0,1.0,12.0,0.55,8.0,0.0,3.0,0.0,0.0,1.0
28,Ruben Aguilar,fr FRA,DF,Montpellier,Ligue 1,24.0,1993.0,27.3,72.0,2.64,55.0,5.0,5.0,2.0,5.0,0.0,7.0,0.26,6.0,0.0,0.0,1.0,0.0,0.0
29,Matías Aguirregaray,uy URU,DF,Las Palmas,La Liga,28.0,1989.0,12.8,19.0,1.48,16.0,0.0,1.0,2.0,0.0,0.0,2.0,0.16,1.0,0.0,0.0,1.0,0.0,0.0
30,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,Ligue 1,23.0,1994.0,33.4,42.0,1.26,31.0,0.0,1.0,6.0,3.0,1.0,6.0,0.18,3.0,0.0,0.0,1.0,2.0,0.0
31,Ailton,br BRA,"DF,MF",Stuttgart,Bundesliga,22.0,1995.0,1.2,2.0,1.65,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Youssef Aït Bennasser,ma MAR,MF,Caen,Ligue 1,21.0,1996.0,22.7,53.0,2.33,41.0,1.0,7.0,0.0,4.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
33,Arlind Ajeti,al ALB,DF,Crotone,Serie A,23.0,1993.0,14.1,14.0,0.99,9.0,0.0,0.0,1.0,1.0,3.0,2.0,0.14,1.0,0.0,0.0,1.0,0.0,0.0
34,Manuel Akanji,ch SUI,DF,Dortmund,Bundesliga,22.0,1995.0,10.0,7.0,0.7,5.0,0.0,1.0,0.0,0.0,1.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
35,Nathan Aké,nl NED,DF,Bournemouth,Premier League,22.0,1995.0,37.3,20.0,0.54,17.0,0.0,3.0,0.0,0.0,0.0,5.0,0.13,5.0,0.0,0.0,0.0,0.0,0.0
36,Ager Aketxe,es ESP,MF,Athletic Club,La Liga,23.0,1993.0,0.4,3.0,7.3,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.43,1.0,0.0,0.0,0.0,0.0,0.0
37,Chadrac Akolo,cd COD,"MF,FW",Stuttgart,Bundesliga,22.0,1995.0,12.2,37.0,3.02,25.0,1.0,5.0,4.0,1.0,1.0,4.0,0.33,0.0,0.0,3.0,1.0,0.0,0.0
38,Kevin Akpoguma,ng NGA,DF,Hoffenheim,Bundesliga,22.0,1995.0,18.8,15.0,0.8,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
39,David Alaba,at AUT,DF,Bayern Munich,Bundesliga,25.0,1992.0,17.2,53.0,3.07,44.0,4.0,1.0,3.0,0.0,1.0,4.0,0.23,4.0,0.0,0.0,0.0,0.0,0.0
40,Lucas Alario,ar ARG,FW,Leverkusen,Bundesliga,24.0,1992.0,17.2,40.0,2.33,27.0,0.0,7.0,1.0,4.0,1.0,7.0,0.41,4.0,0.0,2.0,0.0,1.0,0.0
41,David Alba,es ESP,DF,Getafe,La Liga,18.0,1999.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Jordi Alba,es ESP,DF,Barcelona,La Liga,28.0,1989.0,30.5,64.0,2.1,61.0,1.0,1.0,1.0,0.0,0.0,11.0,0.36,10.0,0.0,0.0,1.0,0.0,0.0
43,Raúl Albentosa,es ESP,DF,La Coruña,La Liga,28.0,1988.0,19.4,6.0,0.31,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Luis Alberto,es ESP,"FW,MF",Lazio,Serie A,24.0,1992.0,29.7,183.0,6.18,112.0,50.0,12.0,7.0,2.0,0.0,25.0,0.84,13.0,8.0,3.0,0.0,1.0,0.0
45,Raúl Albiol,es ESP,DF,Napoli,Serie A,31.0,1985.0,30.5,24.0,0.79,23.0,0.0,0.0,1.0,0.0,0.0,3.0,0.1,2.0,0.0,0.0,1.0,0.0,0.0
46,Miiko Albornoz,cl CHI,"DF,MF",Hannover 96,Bundesliga,26.0,1990.0,7.8,20.0,2.56,15.0,1.0,1.0,1.0,1.0,1.0,3.0,0.38,3.0,0.0,0.0,0.0,0.0,0.0
47,Marc Albrighton,eng ENG,"MF,FW",Leicester City,Premier League,27.0,1989.0,28.2,79.0,2.8,51.0,15.0,9.0,1.0,3.0,0.0,11.0,0.39,10.0,1.0,0.0,0.0,0.0,0.0
48,Paco Alcácer,es ESP,"MF,FW",Barcelona,La Liga,23.0,1993.0,7.7,15.0,1.94,11.0,0.0,0.0,2.0,1.0,1.0,5.0,0.65,2.0,0.0,0.0,1.0,1.0,1.0
49,Pedro Alcalá,es ESP,DF,Girona,La Liga,28.0,1989.0,7.7,6.0,0.78,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Thiago Alcántara,es ESP,"MF,FW",Bayern Munich,Bundesliga,26.0,1991.0,13.9,60.0,4.33,52.0,3.0,1.0,0.0,2.0,2.0,5.0,0.36,4.0,0.0,1.0,0.0,0.0,0.0
52,David Alcibiade,fr FRA,DF,Nantes,Ligue 1,25.0,1991.0,2.3,3.0,1.3,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43,1.0,0.0,0.0,0.0,0.0,0.0
53,Toby Alderweireld,be BEL,DF,Tottenham,Premier League,28.0,1989.0,13.1,20.0,1.53,16.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Steve Aldo One,cm CMR,DF,La Coruña,La Liga,22.0,1995.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Álex Alegría,es ESP,FW,Levante,La Liga,24.0,1992.0,7.0,11.0,1.58,7.0,0.0,0.0,0.0,4.0,0.0,2.0,0.29,1.0,0.0,0.0,0.0,1.0,0.0
56,Iván Alejo,es ESP,"MF,FW",Eibar,La Liga,22.0,1995.0,12.2,31.0,2.53,22.0,1.0,2.0,0.0,5.0,1.0,3.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0
57,Alexander,ar ARG,"MF,FW",Leganés,La Liga,28.0,1988.0,11.8,35.0,2.97,23.0,4.0,2.0,4.0,2.0,0.0,4.0,0.34,2.0,1.0,0.0,0.0,1.0,0.0
58,Trent Alexander-Arnold,eng ENG,DF,Liverpool,Premier League,18.0,1998.0,17.5,42.0,2.4,29.0,7.0,2.0,2.0,0.0,2.0,3.0,0.17,2.0,0.0,1.0,0.0,0.0,0.0
59,Alexis,es ESP,DF,Alavés,La Liga,31.0,1985.0,24.3,15.0,0.62,11.0,4.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
60,Alisson,br BRA,GK,Roma,Serie A,24.0,1992.0,37.0,5.0,0.14,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
61,Allan,br BRA,MF,Napoli,Serie A,26.0,1991.0,31.7,102.0,3.22,76.0,0.0,10.0,3.0,9.0,4.0,14.0,0.44,11.0,0.0,1.0,0.0,1.0,1.0
62,Joe Allen,wls WAL,MF,Stoke City,Premier League,27.0,1990.0,34.9,74.0,2.12,63.0,3.0,2.0,1.0,4.0,1.0,12.0,0.34,8.0,1.0,1.0,0.0,1.0,1.0
63,Dele Alli,eng ENG,"MF,FW",Tottenham,Premier League,21.0,1996.0,32.9,133.0,4.05,104.0,1.0,5.0,6.0,14.0,3.0,19.0,0.58,14.0,0.0,0.0,3.0,2.0,0.0
64,Júnior Alonso,py PAR,DF,Lille,Ligue 1,24.0,1993.0,30.9,27.0,0.87,24.0,3.0,0.0,0.0,0.0,0.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0
65,José Alonso Lara,es ESP,MF,Sevilla,La Liga,17.0,2000.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Marcos Alonso,es ESP,"DF,MF",Chelsea,Premier League,26.0,1990.0,31.7,81.0,2.55,64.0,5.0,2.0,6.0,3.0,1.0,7.0,0.22,7.0,0.0,0.0,0.0,0.0,0.0
67,Ricky Álvarez,ar ARG,MF,Sampdoria,Serie A,29.0,1988.0,3.0,12.0,4.08,7.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Sergio Álvarez,es ESP,GK,Celta Vigo,La Liga,30.0,1986.0,16.4,3.0,0.18,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Yeray Álvarez,es ESP,DF,Athletic Club,La Liga,22.0,1995.0,7.5,11.0,1.47,9.0,0.0,0.0,0.0,1.0,1.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0
70,Dani Alves,br BRA,DF,Paris S-G,Ligue 1,34.0,1983.0,22.9,84.0,3.66,74.0,4.0,1.0,5.0,0.0,0.0,12.0,0.52,12.0,0.0,0.0,0.0,0.0,0.0
71,Ibrahim Amadou,fr FRA,"MF,DF",Lille,Ligue 1,24.0,1993.0,26.7,27.0,1.01,21.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Eloi Amagat,es ESP,MF,Girona,La Liga,32.0,1985.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Morgan Amalfitano,fr FRA,"MF,FW",Rennes,Ligue 1,32.0,1985.0,8.3,18.0,2.17,15.0,0.0,0.0,3.0,0.0,0.0,2.0,0.24,1.0,0.0,0.0,1.0,0.0,0.0
74,Romain Amalfitano,fr FRA,MF,Dijon,Ligue 1,27.0,1989.0,30.0,53.0,1.76,44.0,3.0,2.0,1.0,3.0,0.0,4.0,0.13,3.0,1.0,0.0,0.0,0.0,0.0
75,Daniel Amartey,gh GHA,DF,Leicester City,Premier League,22.0,1994.0,5.4,2.0,0.37,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.18,0.0,1.0,0.0,0.0,0.0,0.0
76,Jordi Amat,id IDN,"DF,MF",Betis,La Liga,25.0,1992.0,22.7,18.0,0.79,16.0,0.0,2.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
78,Amath,sn SEN,"MF,FW",Getafe,La Liga,21.0,1996.0,31.8,61.0,1.92,36.0,0.0,12.0,3.0,9.0,1.0,4.0,0.13,2.0,0.0,1.0,1.0,0.0,0.0
79,Jordan Amavi,fr FRA,DF,Marseille,Ligue 1,23.0,1994.0,24.4,53.0,2.18,35.0,4.0,7.0,5.0,2.0,0.0,8.0,0.33,6.0,1.0,0.0,1.0,0.0,0.0
80,Stephan Ambrosius,gh GHA,DF,Hamburger SV,Bundesliga,18.0,1998.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Kelvin Amian,fr FRA,DF,Toulouse,Ligue 1,19.0,1998.0,35.0,33.0,0.94,19.0,7.0,6.0,0.0,1.0,0.0,4.0,0.11,2.0,0.0,2.0,0.0,0.0,0.0
82,Nadiem Amiri,de GER,MF,Hoffenheim,Bundesliga,20.0,1996.0,19.4,74.0,3.83,55.0,7.0,3.0,7.0,2.0,0.0,6.0,0.31,5.0,0.0,0.0,1.0,0.0,0.0
83,Ethan Ampadu,wls WAL,DF,Chelsea,Premier League,16.0,2000.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Nordin Amrabat,ma MAR,FW,Watford,Premier League,30.0,1987.0,2.2,5.0,2.27,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Nordin Amrabat,ma MAR,"FW,MF",Leganés,La Liga,30.0,1987.0,18.0,53.0,2.94,30.0,1.0,12.0,4.0,6.0,0.0,7.0,0.39,4.0,1.0,2.0,0.0,0.0,0.0
86,Jon Ander Serantes,es ESP,GK,Leganés,La Liga,27.0,1989.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Joachim Andersen,dk DEN,DF,Sampdoria,Serie A,21.0,1996.0,6.1,3.0,0.49,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Felipe Anderson,br BRA,"FW,MF",Lazio,Serie A,24.0,1993.0,12.9,84.0,6.52,56.0,10.0,14.0,1.0,2.0,1.0,13.0,1.01,10.0,1.0,2.0,0.0,0.0,0.0
89,Florin Andone,ro ROU,FW,La Coruña,La Liga,24.0,1993.0,18.2,23.0,1.27,11.0,0.0,2.0,6.0,4.0,0.0,5.0,0.28,3.0,0.0,0.0,1.0,1.0,0.0
90,Nícolas Andrade,br BRA,GK,Hellas Verona,Serie A,29.0,1988.0,36.0,11.0,0.31,7.0,4.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
91,Benjamin André,fr FRA,MF,Rennes,Ligue 1,26.0,1990.0,33.5,77.0,2.3,66.0,0.0,3.0,3.0,3.0,2.0,7.0,0.21,6.0,0.0,0.0,1.0,0.0,0.0
92,Marco Andreolli,it ITA,DF,Cagliari,Serie A,31.0,1986.0,20.3,6.0,0.3,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Yoann Andreu,fr FRA,DF,Angers,Ligue 1,28.0,1989.0,23.0,38.0,1.65,31.0,3.0,2.0,0.0,2.0,0.0,4.0,0.17,3.0,0.0,0.0,0.0,1.0,0.0
94,Miguel Ángel Guerrero,es ESP,FW,Leganés,La Liga,27.0,1990.0,16.0,30.0,1.87,22.0,0.0,2.0,2.0,3.0,1.0,6.0,0.37,3.0,0.0,0.0,2.0,1.0,0.0
95,José Ángel,es ESP,DF,Eibar,La Liga,27.0,1989.0,27.0,76.0,2.82,36.0,30.0,6.0,2.0,2.0,0.0,11.0,0.41,5.0,4.0,1.0,1.0,0.0,0.0
96,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,La Liga,33.0,1984.0,8.5,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0
97,Miguel Ángel Rubio,es ESP,DF,Getafe,La Liga,19.0,1998.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Gabriele Angella,it ITA,DF,Udinese,Serie A,28.0,1989.0,9.9,11.0,1.11,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Cristian Ansaldi,ar ARG,DF,Torino,Serie A,30.0,1986.0,20.8,51.0,2.45,31.0,2.0,10.0,3.0,3.0,2.0,8.0,0.39,5.0,0.0,1.0,1.0,1.0,0.0
100,Luca Antei,it ITA,DF,Benevento,Serie A,25.0,1992.0,6.6,5.0,0.76,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Mirco Antenucci,it ITA,FW,SPAL,Serie A,32.0,1984.0,28.6,81.0,2.83,56.0,1.0,6.0,8.0,7.0,3.0,10.0,0.35,6.0,0.0,0.0,3.0,1.0,0.0
102,Waldemar Anton,de GER,"DF,MF",Hannover 96,Bundesliga,21.0,1996.0,25.3,14.0,0.55,13.0,0.0,0.0,1.0,0.0,0.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0
104,Luca Antonelli,it ITA,"DF,FW",Milan,Serie A,30.0,1987.0,1.6,2.0,1.26,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Michail Antonio,jm JAM,"FW,MF",West Ham,Premier League,27.0,1990.0,15.0,38.0,2.53,24.0,1.0,6.0,1.0,6.0,0.0,5.0,0.33,1.0,0.0,2.0,1.0,1.0,0.0
106,Mirko Antonucci,it ITA,FW,Roma,Serie A,18.0,1999.0,0.3,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
107,Vitorino Antunes,pt POR,DF,Getafe,La Liga,30.0,1987.0,31.1,59.0,1.9,31.0,20.0,3.0,1.0,1.0,3.0,5.0,0.16,3.0,1.0,1.0,0.0,0.0,0.0
108,Dennis Aogo,de GER,"MF,DF",Stuttgart,Bundesliga,30.0,1987.0,21.7,43.0,1.98,28.0,14.0,0.0,1.0,0.0,0.0,8.0,0.37,3.0,4.0,0.0,1.0,0.0,0.0
109,Houssem Aouar,fr FRA,"MF,FW",Lyon,Ligue 1,19.0,1998.0,27.0,97.0,3.59,71.0,0.0,9.0,5.0,8.0,4.0,15.0,0.55,12.0,0.0,1.0,1.0,0.0,1.0
110,Alberto Aquilani,it ITA,MF,Las Palmas,La Liga,33.0,1984.0,14.4,28.0,1.94,26.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Mauro Arambarri,uy URU,MF,Getafe,La Liga,21.0,1995.0,23.6,25.0,1.06,18.0,0.0,1.0,2.0,2.0,2.0,2.0,0.08,1.0,0.0,0.0,1.0,0.0,0.0
112,Guilherme Arana,br BRA,DF,Sevilla,La Liga,20.0,1997.0,2.1,2.0,0.93,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Charles Aránguiz,cl CHI,MF,Leverkusen,Bundesliga,28.0,1989.0,25.6,71.0,2.78,59.0,4.0,0.0,3.0,2.0,3.0,6.0,0.23,4.0,1.0,0.0,0.0,0.0,1.0
114,Luiz Araújo,br BRA,"FW,MF",Lille,Ligue 1,21.0,1996.0,22.4,55.0,2.45,37.0,2.0,9.0,5.0,2.0,0.0,8.0,0.36,6.0,0.0,1.0,0.0,1.0,0.0
115,Sergio Araujo,ar ARG,"MF,FW",Las Palmas,La Liga,25.0,1992.0,0.4,2.0,4.62,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Anaitz Arbilla,es ESP,DF,Eibar,La Liga,30.0,1987.0,26.8,39.0,1.45,29.0,3.0,1.0,4.0,1.0,1.0,5.0,0.19,4.0,0.0,0.0,1.0,0.0,0.0
117,Alphonse Areola,fr FRA,GK,Paris S-G,Ligue 1,24.0,1993.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Scott Arfield,ca CAN,"MF,FW",Burnley,Premier League,28.0,1988.0,14.8,22.0,1.49,14.0,0.0,3.0,3.0,2.0,0.0,3.0,0.2,1.0,0.0,1.0,0.0,1.0,0.0
119,Samuel Armenteros,se SWE,FW,Benevento,Serie A,27.0,1990.0,4.8,4.0,0.84,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,Yoël Armougom,fr FRA,"DF,MF",Caen,Ligue 1,19.0,1998.0,1.5,1.0,0.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,José Arnaiz,es ESP,MF,Barcelona,La Liga,22.0,1995.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Marko Arnautović,at AUT,"FW,MF",West Ham,Premier League,28.0,1989.0,25.7,80.0,3.11,51.0,2.0,15.0,7.0,4.0,1.0,16.0,0.62,10.0,0.0,3.0,2.0,0.0,1.0
123,Maximilian Arnold,de GER,MF,Wolfsburg,Bundesliga,23.0,1994.0,27.3,83.0,3.05,55.0,22.0,0.0,1.0,4.0,1.0,3.0,0.11,2.0,1.0,0.0,0.0,0.0,0.0
124,Jann-Fiete Arp,de GER,"FW,MF",Hamburger SV,Bundesliga,17.0,2000.0,9.4,18.0,1.91,9.0,0.0,4.0,1.0,3.0,1.0,2.0,0.21,1.0,0.0,1.0,0.0,0.0,0.0
125,Alejandro Arribas,es ESP,DF,La Coruña,La Liga,28.0,1989.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Kepa Arrizabalaga,es ESP,GK,Athletic Club,La Liga,22.0,1994.0,30.0,7.0,0.23,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Harry Arter,ie IRL,MF,Bournemouth,Premier League,27.0,1989.0,10.7,23.0,2.16,19.0,2.0,0.0,0.0,0.0,2.0,1.0,0.09,0.0,0.0,0.0,0.0,0.0,1.0
128,Aythami Artiles,es ESP,DF,Las Palmas,La Liga,31.0,1986.0,2.0,2.0,0.98,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.49,1.0,0.0,0.0,0.0,0.0,0.0
