,Player,90s,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR
700,Mouctar Diakhaby,16.0,960,134,537,405,23,5,960,6,6,100.0,0,0.0,631,3754,1943,16,6,0,5,5,644,1
702,Bafode Diakite,15.2,820,119,422,365,43,10,820,6,4,66.7,2,33.3,462,2392,1463,9,6,0,3,1,489,3
703,Abdou Diallo,13.3,1167,77,358,765,55,9,1167,19,16,84.2,3,15.8,726,4110,2637,21,15,2,14,3,897,10
704,Amad Diallo,0.3,23,0,0,10,14,3,23,2,1,50.0,1,50.0,20,109,62,3,2,2,1,0,20,9
705,Habib Diallo,24.4,753,47,74,350,338,97,750,42,21,50.0,21,50.0,379,2300,802,35,28,22,87,33,557,129
706,Ibrahima Diallo,17.3,992,40,288,635,84,4,992,32,26,81.3,6,18.8,617,3567,1781,24,11,1,23,22,656,18
709,Amadou Diawara,16.9,1120,34,242,747,141,7,1119,11,11,100.0,0,0.0,693,3855,2102,15,22,0,4,2,807,13
710,Brahim Diaz,0.7,57,0,5,32,21,6,57,5,2,40.0,3,60.0,40,317,163,6,5,3,4,3,52,9
711,Victor Diaz,32.0,1889,131,637,831,445,14,1889,25,11,44.0,14,56.0,821,3363,1717,32,32,0,16,4,855,59
712,Bakaye Dibassy,20.8,1121,112,514,533,80,12,1121,13,11,84.6,2,15.4,565,2816,1454,15,6,0,16,2,660,11
713,Eric Dier,14.9,1082,110,469,562,53,12,1082,4,4,100.0,0,0.0,662,2739,1327,4,5,0,5,4,729,4
714,Lucas Digne,33.7,2376,99,631,921,842,52,2376,36,23,63.9,13,36.1,1009,4362,2418,69,54,6,28,24,1112,251
715,Mitchell Dijks,11.2,649,32,197,279,179,6,649,24,6,25.0,18,75.0,364,1835,1056,29,14,3,14,6,367,45
716,Javairo Dilrosun,14.5,584,9,121,287,194,33,584,55,38,69.1,17,30.9,340,3182,1733,64,43,18,37,22,364,65
717,Federico Dimarco,5.8,477,16,99,205,182,19,477,4,3,75.0,1,25.0,301,1313,750,18,26,1,5,2,314,38
719,Tristan Dingome,9.9,441,4,51,223,167,15,441,5,3,60.0,2,40.0,224,703,191,1,3,0,21,11,332,48
720,Lois Diony,7.4,177,1,5,70,104,26,177,6,1,16.7,5,83.3,110,550,190,15,5,6,19,14,138,45
721,Issa Diop,30.7,1317,229,698,588,39,25,1317,7,5,71.4,2,28.6,630,3407,1747,7,2,0,10,5,629,2
722,Papakouli Diop,25.0,1033,47,170,664,206,25,1033,12,4,33.3,8,66.7,447,1733,562,6,13,4,29,14,508,13
723,Assane Diousse,1.3,62,1,18,41,4,0,62,3,2,66.7,1,33.3,27,208,115,4,1,0,2,1,33,1
724,Axel Disasi,27.0,1759,212,978,733,56,20,1759,8,4,50.0,4,50.0,1003,6034,4050,42,11,1,11,5,1177,3
725,Tiago Djalo,7.3,507,37,219,279,17,0,507,4,3,75.0,1,25.0,319,1610,887,6,3,0,3,3,348,2
726,Djene,34.0,1305,130,620,641,57,14,1305,18,14,77.8,4,22.2,492,3242,1563,20,6,1,18,8,432,7
728,Moussa Djenepo,10.3,461,15,79,189,198,44,461,66,44,66.7,22,33.3,291,2178,1227,39,20,13,40,21,306,72
729,Koffi Djidji,9.5,526,100,306,215,12,0,526,9,8,88.9,1,11.1,259,1112,468,0,2,0,2,5,285,1
730,Alexander Djiku,22.9,1486,111,655,781,63,15,1486,17,12,70.6,5,29.4,883,3743,2088,6,8,2,11,12,935,5
731,Berat Djimsiti,30.9,2155,121,832,1119,217,39,2155,11,8,72.7,2,18.2,1263,4955,2441,13,28,0,17,7,1384,36
732,Nais Djouahra,0.3,25,0,2,10,13,2,25,1,1,100.0,0,0.0,18,128,106,4,0,2,0,0,23,3
733,Marko Dmitrovic,35.0,1153,877,1144,9,1,1,1153,1,1,100.0,0,0.0,533,3426,2352,0,1,1,1,0,346,0
734,Matt Doherty,31.5,2196,74,488,1088,632,89,2196,48,28,58.3,20,41.7,954,5061,3057,75,63,10,47,15,1332,155
735,Kasper Dolberg,21.0,527,29,49,253,230,68,527,35,13,37.1,22,62.9,285,1544,495,20,18,8,62,27,370,90
736,Keagan Dolly,1.6,93,2,6,45,43,2,93,6,2,33.3,4,66.7,47,245,87,4,3,0,3,1,61,13
738,Nicolas Dominguez,7.8,492,16,110,280,105,7,492,6,4,66.7,2,33.3,250,1055,452,7,6,1,5,1,281,12
739,Giulio Donati,19.6,1152,92,379,559,225,14,1152,19,10,52.6,9,47.4,630,3534,2359,57,42,5,15,9,724,53
740,Ji Dong-won,1.1,34,0,2,17,15,4,34,1,0,0.0,1,100.0,24,90,19,0,0,0,4,4,28,6
741,Anastasios Donis,6.8,193,4,17,76,108,20,193,33,21,63.6,12,36.4,125,1331,585,26,16,6,14,7,137,44
742,Alfredo Donnarumma,18.7,585,1,33,271,289,102,583,21,11,52.4,10,47.6,352,1561,718,28,19,14,36,28,444,129
744,Gabriel Dos Santos,23.2,1750,117,654,1048,53,24,1750,2,2,100.0,0,0.0,999,5173,3319,25,12,0,10,6,1171,3
745,Mathieu Dossevi,19.5,950,5,112,335,519,62,950,55,31,56.4,24,43.6,614,4128,1973,91,56,14,53,34,635,163
746,Bas Dost,16.4,573,20,42,319,213,78,573,4,2,50.0,2,50.0,182,591,173,2,1,3,20,4,434,72
747,Abdoulaye Doucoure,35.1,2090,68,387,1100,646,100,2090,67,40,59.7,27,40.3,1241,5965,3130,69,68,16,58,31,1353,96
749,Moussa Doumbia,19.1,957,7,119,408,458,65,956,83,40,48.2,43,51.8,644,4883,2528,102,67,31,67,32,695,159
750,Souleyman Doumbia,5.0,362,20,122,167,79,2,362,8,5,62.5,3,37.5,170,1120,737,22,18,1,7,2,205,16
751,Souleyman Doumbia,1.0,58,3,15,30,13,1,58,5,3,60.0,2,40.0,32,172,75,1,1,0,0,0,31,3
754,Mohamed Drager,16.2,1036,49,334,481,241,26,1036,45,15,33.3,30,66.7,563,4068,1982,61,32,13,26,20,570,61
755,Aleksandar Dragovic,11.4,1056,57,367,647,44,3,1056,1,1,100.0,0,0.0,576,2419,1348,9,8,0,2,1,772,1
757,Julian Draxler,7.6,550,2,61,332,165,21,550,15,9,60.0,6,40.0,330,2133,1149,35,28,7,13,11,442,51
758,Dominick Drexler,17.6,852,24,153,382,330,48,852,34,17,50.0,17,50.0,509,2888,1423,50,31,12,25,21,547,103
759,Danny Drinkwater,2.9,200,5,55,116,30,2,200,4,1,25.0,3,75.0,97,431,182,2,3,0,3,3,123,4
761,Josip Drmic,7.2,241,8,23,127,93,22,241,14,6,42.9,8,57.1,129,444,140,5,4,5,22,15,160,42
762,Domingos Duarte,34.3,1576,212,876,663,48,24,1576,7,5,71.4,2,28.6,815,4445,2306,16,4,0,5,0,818,3
763,Leo Duarte,4.5,232,25,124,102,7,6,232,1,1,100.0,0,0.0,143,644,260,1,0,0,4,1,151,0
764,Oscar Duarte,5.4,304,66,225,72,8,6,304,1,1,100.0,0,0.0,149,822,403,3,0,0,1,1,179,0
765,Ruben Duarte,29.6,1651,94,539,804,322,29,1651,12,4,33.3,8,66.7,721,3084,1578,29,24,2,23,12,707,49
767,Leo Dubois,15.0,1109,45,285,585,251,9,1109,21,11,52.4,10,47.6,618,2905,1582,27,23,3,20,5,689,76
769,Ondrej Duda,8.0,470,15,73,244,159,9,470,10,6,60.0,4,40.0,266,1010,445,8,9,1,22,3,317,17
770,Ondrej Duda,5.0,248,6,28,152,74,10,248,23,18,78.3,5,21.7,143,708,283,8,8,6,10,11,166,19
771,Shane Duffy,13.8,807,115,446,330,34,19,807,4,3,75.0,1,25.0,357,1742,913,4,6,0,9,3,458,2
772,Haris Duljevic,5.8,237,1,20,104,119,10,237,23,13,56.5,10,43.5,144,1127,576,15,15,3,19,11,157,29
773,Paul Dummett,13.6,671,90,313,289,70,6,671,2,1,50.0,1,50.0,264,1286,700,7,9,1,3,1,333,16
774,Alfred Duncan,9.9,504,13,103,260,150,12,504,33,21,63.6,12,36.4,331,1756,782,23,19,5,18,21,379,31
775,Alfred Duncan,9.4,577,27,108,320,158,14,577,22,12,54.5,10,45.5,308,1581,768,11,19,2,20,14,441,32
776,Lewis Dunk,35.9,2655,408,1487,1086,99,48,2655,7,5,71.4,2,28.6,1506,8106,4367,18,16,1,15,8,1760,5
777,Erik Durm,5.7,321,10,84,113,130,14,321,7,4,57.1,3,42.9,142,830,373,10,11,1,9,11,164,44
778,Riza Durmisi,1.8,117,5,27,53,37,1,117,2,0,0.0,2,100.0,60,280,108,2,2,0,4,2,78,18
781,Jean-Kevin Duverne,13.1,999,117,513,465,25,5,999,11,7,63.6,4,36.4,581,3471,2011,15,7,2,5,3,682,4
782,Paulo Dybala,23.9,1833,1,89,771,996,113,1832,107,65,60.7,42,39.3,1314,6606,2959,101,100,46,60,41,1500,204
783,Edin Dzeko,31.7,1165,40,68,508,599,217,1165,65,35,53.8,29,44.6,634,3660,1525,52,30,31,84,39,952,254
784,Blerim Dzemaili,7.8,447,11,65,263,125,10,447,10,10,100.0,0,0.0,280,1596,860,20,16,1,19,17,296,27
785,Bruno Ecuele Manga,28.0,1629,237,1026,576,37,23,1629,7,6,85.7,1,14.3,872,3845,1993,5,5,1,13,11,994,1
786,Simone Edera,4.4,201,2,22,83,96,17,201,14,4,28.6,10,71.4,120,625,341,13,5,1,14,6,139,31
788,John Egan,35.4,1682,228,843,782,65,50,1682,2,1,50.0,1,50.0,688,3495,1958,6,1,0,14,0,821,5
789,Johannes Eggestein,5.7,261,5,45,121,98,23,261,4,1,25.0,3,75.0,169,782,329,8,7,4,11,10,171,39
790,Maximilian Eggestein,31.7,1796,72,343,1031,439,36,1796,46,22,47.8,24,52.2,1128,4751,2427,50,54,8,41,29,1176,112
791,Kingsley Ehizibue,25.9,1476,86,493,692,309,17,1476,63,36,57.1,28,44.4,665,3834,2070,65,44,8,38,14,771,96
792,Albin Ekdal,26.5,1449,87,346,918,210,25,1449,36,26,72.2,10,27.8,744,4665,2561,45,30,2,35,25,861,26
793,Harvey Elliott,0.1,16,0,0,6,10,0,16,2,1,50.0,1,50.0,11,40,17,0,0,0,0,0,11,1
794,Elif Elmas,12.6,795,10,89,458,255,23,795,28,24,85.7,4,14.3,559,3139,1557,44,39,8,28,15,653,49
796,Ahmed Elmohamady,11.5,753,49,211,331,216,14,753,11,7,63.6,4,36.4,386,1970,1263,39,30,4,9,2,438,37
797,Aritz Elustondo,16.8,1146,118,520,580,55,16,1146,4,2,50.0,2,50.0,628,3547,2018,11,5,0,5,4,693,12
798,Nico Elvedi,29.1,2034,212,1119,903,31,12,2034,10,9,90.0,1,10.0,1254,6781,3947,28,13,2,13,4,1330,2
799,Rodrigo Ely,23.6,1116,158,627,472,21,15,1116,3,3,100.0,0,0.0,555,2299,842,2,2,0,8,5,540,2
800,Adri Embarba,15.2,692,14,105,274,334,24,691,65,29,44.6,36,55.4,409,3103,1440,59,40,8,45,26,399,95
801,Breel Embolo,17.2,654,6,50,312,304,89,653,76,41,53.9,35,46.1,463,2590,1095,35,33,18,73,47,496,120
802,Emerson,31.5,1976,85,582,761,654,96,1976,44,14,31.8,30,68.2,1073,5851,3252,90,67,26,46,27,1188,215
803,Renaud Emond,3.2,111,8,18,59,34,10,111,3,2,66.7,1,33.3,50,308,144,5,1,1,5,3,75,17
804,Alan Empereur,9.5,575,63,280,270,28,4,575,2,2,100.0,0,0.0,326,1178,612,6,11,2,5,3,347,2
806,Youssef En-Nesyri,15.4,463,23,41,189,241,65,463,33,16,48.5,17,51.5,257,1327,593,26,15,13,40,14,319,86
807,Youssef En-Nesyri,8.8,248,7,29,125,98,38,248,14,5,35.7,9,64.3,128,815,306,11,8,11,16,15,173,50
808,Bjorn Engels,16.1,819,151,473,317,30,14,819,1,1,100.0,0,0.0,426,2458,1586,5,4,1,7,2,482,2
809,Sergi Enrich,20.7,727,15,49,328,352,73,727,13,9,69.2,4,30.8,333,1000,216,4,7,3,44,30,507,107
810,Javier Eraso,9.1,382,3,42,174,170,24,382,8,1,12.5,7,87.5,214,803,312,9,9,3,29,17,245,38
811,Christian Eriksen,12.2,881,15,123,448,323,16,881,2,0,0.0,2,100.0,519,2229,1158,28,22,6,23,14,579,32
812,Christian Eriksen,7.8,531,0,46,265,225,25,531,8,6,75.0,2,25.0,275,1335,700,19,11,2,12,5,369,45
813,Gonzalo Escalante,18.6,851,29,142,501,220,33,851,22,16,72.7,6,27.3,385,1637,677,13,17,1,21,15,417,36
815,Sergio Escudero,8.6,706,32,245,313,151,12,706,6,3,50.0,3,50.0,345,1430,810,15,15,2,11,5,407,59
816,Bernardo Espinosa,25.1,1345,162,771,507,74,41,1345,4,3,75.0,1,25.0,578,2571,1245,6,4,3,9,2,699,9
817,Sebastiano Esposito,2.2,111,1,11,30,71,20,110,4,0,0.0,4,100.0,60,185,73,2,1,1,8,1,62,19
818,Vicente Esquerdo,0.2,19,1,5,9,5,0,19,1,0,0.0,1,100.0,15,61,7,0,0,0,3,2,15,1
819,Alexander Esswein,2.4,119,9,36,53,31,6,119,2,1,50.0,1,50.0,56,396,156,5,2,4,2,1,68,17
820,Pervis Estupinan,33.1,2266,92,589,1058,646,45,2266,114,59,51.8,55,48.2,1195,7168,4246,114,82,10,62,34,1159,184
821,Oghenekaro Etebo,6.4,297,5,56,160,88,13,297,6,4,66.7,2,33.3,142,867,384,10,12,3,14,8,159,24
822,Benat Etxebarria,4.4,235,8,31,153,53,3,235,1,0,0.0,1,100.0,79,347,120,2,3,1,5,3,130,3
823,Xabier Etxeita,16.1,576,58,256,296,29,12,576,1,0,0.0,1,100.0,163,811,396,3,0,0,4,0,158,1
824,Antony Evans,1.7,91,4,21,30,41,2,91,5,2,40.0,3,60.0,41,184,53,1,2,0,5,3,49,11
825,Jonny Evans,37.6,2899,340,1443,1361,106,47,2899,8,6,75.0,2,25.0,1810,8583,4971,31,13,0,12,3,1926,4
826,Edu Exposito,25.7,1165,30,198,692,296,21,1163,30,20,66.7,10,33.3,591,2965,1257,24,30,7,35,22,649,58
827,Valentin Eysseric,3.9,179,2,17,63,103,8,179,3,2,66.7,1,33.3,120,482,210,6,6,1,6,5,129,31
829,Lukasz Fabianski,23.5,720,632,717,3,0,0,720,1,1,100.0,0,0.0,366,2478,1606,0,0,0,1,0,218,0
830,Fabinho,23.1,1783,40,350,1147,295,10,1783,12,9,75.0,3,25.0,1137,5013,2323,19,23,0,15,8,1256,23
832,Fabio,9.3,639,22,184,326,133,4,639,9,6,66.7,3,33.3,295,1588,927,23,13,0,7,5,347,25
833,Cesc Fabregas,10.3,836,14,108,465,266,19,836,5,4,80.0,1,20.0,412,1571,812,11,13,2,7,6,644,57
836,Faycal Fajr,4.5,225,3,29,111,86,4,225,1,1,100.0,0,0.0,95,335,124,0,5,0,4,4,116,8
838,Filippo Falco,22.4,1224,3,92,511,643,57,1224,84,60,71.4,24,28.6,900,6225,3215,120,90,28,35,35,959,169
839,Eliseo Falcon,0.8,26,4,16,9,1,0,26,2,2,100.0,0,0.0,14,115,89,0,1,0,0,0,19,0
841,Simon Falette,1.0,76,12,43,33,2,2,76,1,1,100.0,0,0.0,40,266,145,0,0,0,0,0,38,0
842,Iago Falque,1.1,75,0,0,48,27,4,75,2,2,100.0,0,0.0,51,304,119,2,0,1,0,4,58,13
843,Iago Falque,5.8,364,4,31,175,167,19,361,21,15,71.4,6,28.6,249,1754,686,21,20,6,9,5,267,45
845,Andri Fannar Baldursson,1.6,83,3,16,41,26,1,83,2,1,50.0,1,50.0,52,228,87,3,1,0,2,5,59,6
846,Paolo Farago,14.9,1069,88,341,474,262,17,1069,17,13,76.5,4,23.5,539,2888,1670,34,30,2,18,11,608,58
847,Davide Faraoni,35.9,2166,175,563,960,659,62,2166,58,28,48.3,29,50.0,1006,4082,2098,47,45,7,44,15,1157,164
848,Mohamed Fares,4.7,273,14,91,118,66,5,273,6,2,33.3,4,66.7,156,645,297,8,10,1,16,2,184,19
849,Diego Farias,9.2,460,7,61,185,221,44,460,27,19,70.4,8,29.6,323,2098,1177,48,22,26,20,16,348,77
850,Ansu Fati,11.4,703,7,38,207,464,89,703,53,25,47.2,28,52.8,544,3520,1934,77,35,46,35,25,601,187
851,Julien Faussurier,22.0,1483,89,438,668,388,33,1483,17,6,35.3,11,64.7,675,3180,1798,36,22,3,16,14,819,142
852,Andrea Favilli,7.3,282,9,18,140,128,27,282,13,9,69.2,4,30.8,181,968,426,14,11,4,26,13,217,56
853,Federico Fazio,13.5,802,89,356,418,29,13,802,12,8,66.7,4,33.3,397,1990,1030,9,4,1,8,4,511,2
854,Aleix Febas,18.8,861,7,125,474,275,34,861,62,40,64.5,22,35.5,627,3120,1453,28,22,8,49,30,654,65
855,Zouhair Feddal,15.9,1255,141,614,619,32,15,1255,4,4,100.0,0,0.0,723,3811,2277,15,2,0,9,2,864,2
856,Ljubomir Fejsa,8.7,352,21,101,228,25,0,352,1,0,0.0,1,100.0,178,583,139,1,0,0,4,2,173,0
858,Nabil Fekir,29.3,1435,11,129,649,676,130,1434,151,98,64.9,53,35.1,1096,7199,3547,105,78,40,82,62,1153,180
859,Felipe,23.4,1186,160,599,551,43,32,1186,6,4,66.7,2,33.3,603,3239,1352,4,4,0,9,2,627,1
860,Luiz Felipe,22.5,1402,175,613,711,82,18,1402,8,6,75.0,2,25.0,836,6110,3285,20,13,1,11,5,963,18
862,Joao Felix,19.4,738,8,67,350,331,68,738,55,20,36.4,35,63.6,468,2760,1384,43,45,16,40,23,586,116
863,Ohis Felix Uduokhai,21.8,1198,213,764,418,27,12,1198,6,4,66.7,2,33.3,663,3565,1861,9,5,0,8,11,626,2
864,Kiko Femenia,24.9,1510,55,421,681,427,17,1510,32,19,59.4,13,40.6,743,3754,1993,49,36,4,21,11,754,81
865,Zinedine Ferhat,25.0,1222,22,126,469,643,80,1222,104,50,48.1,54,51.9,720,4869,2284,85,43,36,57,43,850,198
866,Bruno Fernandes,13.2,1006,18,98,438,479,39,1002,21,15,71.4,6,28.6,554,2610,1487,34,32,7,29,13,737,92
867,Edimilson Fernandes,16.5,915,64,248,538,140,6,915,21,14,66.7,7,33.3,517,2862,1219,12,8,1,31,22,568,29
868,Gedson Fernandes,0.8,71,1,5,27,39,5,71,8,2,25.0,6,75.0,46,319,183,9,3,1,2,0,46,15
869,Gelson Fernandes,8.6,348,20,110,219,24,1,348,4,1,25.0,3,75.0,127,590,232,0,3,1,4,1,145,1
870,Matheus Fernandes,1.8,79,3,15,49,15,2,79,2,2,100.0,0,0.0,42,93,35,0,0,0,3,0,39,2
873,Carlos Fernandez,24.5,927,36,90,427,425,75,926,54,30,55.6,24,44.4,553,2588,923,31,30,10,73,35,657,106
874,Federico Fernandez,29.1,1614,254,942,536,150,24,1614,16,10,62.5,6,37.5,831,3506,1421,4,13,1,21,3,860,13
875,Gabriel Fernandez,6.2,171,4,13,77,85,28,171,12,7,58.3,5,41.7,115,731,252,12,5,3,20,14,135,30
876,Joaquin Fernandez,18.4,960,68,329,583,54,11,960,9,7,77.8,2,22.2,442,1709,711,4,4,0,5,5,531,6
877,Fernandinho,26.6,2492,198,895,1493,113,22,2492,13,13,100.0,0,0.0,1855,11030,7448,51,27,0,14,6,1880,7
878,Fernando,29.5,1907,142,672,1066,187,34,1907,18,12,66.7,6,33.3,930,4044,1793,16,13,2,25,7,1134,29
879,Juan Ferney Otero,13.4,524,15,79,232,224,25,524,30,10,33.3,20,66.7,294,1705,743,29,13,10,32,26,336,94
880,Alex Ferrari,11.2,566,55,267,283,21,6,566,7,5,71.4,2,28.6,264,1304,714,1,1,0,10,3,279,1
881,Facundo Ferreyra,6.4,176,5,15,79,83,22,176,3,3,100.0,0,0.0,82,325,113,5,3,3,17,8,115,35
882,Jordan Ferri,12.8,859,12,140,553,178,10,859,32,21,65.6,11,34.4,498,2732,1462,32,22,4,21,28,599,50
884,Oliver Fink,7.5,371,12,61,192,124,22,371,10,6,60.0,4,40.0,151,696,293,9,7,5,16,12,225,43
885,Alfred Finnbogason,10.7,349,10,41,160,148,41,348,12,6,50.0,6,50.0,193,755,247,6,2,3,34,13,235,49
886,Roberto Firmino,33.2,1558,16,103,697,775,211,1558,90,52,57.8,38,42.2,1082,5483,2646,90,62,35,92,39,1203,218
887,Junior Firpo,11.3,932,21,203,464,271,27,932,17,9,52.9,8,47.1,579,2714,1704,39,36,5,10,4,678,80
888,John Fleck,28.0,1414,36,205,608,619,37,1414,60,44,73.3,16,26.7,607,3286,1753,48,43,13,45,17,866,90
890,Sergio Floccari,10.5,349,3,28,144,179,40,349,22,16,72.7,6,27.3,227,1290,331,12,10,3,24,21,268,82
891,Alessandro Florenzi,11.1,786,39,204,389,201,23,786,10,3,30.0,7,70.0,383,2073,1198,31,30,10,4,4,511,52
892,Alessandro Florenzi,8.4,554,34,197,236,122,17,554,9,7,77.8,2,22.2,286,1228,629,18,15,1,7,1,331,41
893,Phil Foden,10.0,628,2,51,242,346,60,628,30,25,83.3,5,16.7,454,2198,1157,36,29,13,19,15,524,102
894,Mamadou Fofana,17.6,964,82,434,490,45,3,964,6,3,50.0,3,50.0,415,1930,895,5,8,1,4,5,554,2
895,Seko Fofana,25.0,1297,24,212,714,411,49,1297,98,71,72.4,27,27.6,911,5894,2903,71,55,14,38,31,976,123
896,Wesley Fofana,13.5,830,82,456,341,43,12,830,8,3,37.5,5,62.5,465,3351,2011,30,10,0,8,5,472,4
897,Youssouf Fofana,11.2,560,8,97,326,146,15,560,17,9,52.9,8,47.1,333,1979,1140,28,30,4,22,13,390,43
898,Youssouf Fofana,6.8,444,18,100,296,57,5,444,19,6,31.6,13,68.4,260,1585,970,18,10,2,10,10,308,20
899,Thomas Foket,27.0,1553,83,531,690,342,25,1553,21,13,61.9,8,38.1,693,4459,2639,69,31,8,21,11,819,110
900,Lamine Fomba,15.3,621,24,143,337,153,20,621,22,13,59.1,9,40.9,259,1449,652,11,10,0,35,19,284,27
901,Jose Fonte,24.5,1678,116,646,976,59,33,1678,3,2,66.7,1,33.3,917,3878,2264,9,1,1,8,2,1148,8
902,Pablo Fornals,24.1,1159,14,169,522,487,45,1159,33,15,45.5,18,54.5,687,3377,1574,45,31,10,40,26,783,156
903,Emil Forsberg,12.7,653,7,45,364,255,32,651,30,22,73.3,8,26.7,421,2649,1392,44,27,15,23,13,500,69
904,Hernani Fortes,7.3,258,7,60,67,138,27,258,19,7,36.8,12,63.2,177,1482,836,39,22,14,14,7,182,61
905,Ben Foster,38.0,1320,998,1285,34,1,1,1320,2,2,100.0,0,0.0,623,4891,3465,0,0,0,0,0,386,0
906,Lyle Foster,0.7,27,1,3,10,15,1,27,1,0,0.0,1,100.0,14,94,14,0,1,0,3,0,17,7
907,Timothy Fosu-Mensah,1.5,84,2,18,48,19,2,84,2,1,50.0,1,50.0,42,154,79,4,0,1,2,0,56,11
908,Dimitri Foulquier,0.7,21,2,8,9,6,0,21,2,2,100.0,0,0.0,9,87,73,3,1,0,2,0,9,1
910,Dimitri Foulquier,12.4,562,39,173,275,127,5,562,21,16,76.2,5,23.8,269,1716,1027,27,16,2,18,7,233,20
911,Juan Foyth,0.8,80,8,27,45,8,0,80,4,2,50.0,2,50.0,45,181,82,0,0,0,1,1,43,0
912,Gianluca Frabotta,1.0,73,2,15,40,18,1,73,1,0,0.0,1,100.0,38,205,111,4,3,1,0,1,55,3
913,Raphael Framberger,13.1,670,41,253,299,125,5,670,13,8,61.5,5,38.5,254,1380,629,19,9,1,20,12,244,24
914,Simon Francis,10.8,711,103,373,269,73,12,711,7,4,57.1,3,42.9,407,1734,802,5,4,0,4,2,387,16
915,Mike Frantz,3.9,160,4,38,89,36,9,160,2,2,100.0,0,0.0,86,409,199,4,6,1,7,1,90,8
916,Ryan Fraser,23.0,1129,22,171,401,573,58,1129,24,12,50.0,12,50.0,800,4732,2646,99,63,24,28,19,786,164
917,Fred,24.0,2059,61,433,1170,478,20,2059,53,40,75.5,13,24.5,1154,5708,2903,28,42,11,45,26,1395,39
918,Ryan Fredericks,24.9,1396,92,458,571,377,28,1396,31,11,35.5,20,64.5,637,3518,1972,63,51,14,20,12,705,110
920,Luke Freeman,4.1,202,6,27,72,108,4,202,12,8,66.7,4,33.3,117,666,347,14,11,1,11,13,128,23
921,Remo Freuler,26.0,1914,44,314,1120,495,40,1914,26,14,53.8,11,42.3,1214,6279,3258,54,48,5,33,19,1332,60
922,Marco Friedl,24.3,1582,106,529,760,306,14,1582,21,13,61.9,8,38.1,845,3310,1628,24,21,3,19,20,859,80
923,Marvin Friedrich,31.0,1557,157,815,684,85,38,1557,19,12,63.2,7,36.8,864,4549,2471,14,11,0,16,8,858,9
925,Jorge de Frutos,0.7,26,0,7,10,9,3,26,2,1,50.0,1,50.0,15,56,20,1,1,1,3,4,15,4
926,Christian Fuchs,8.6,753,29,275,375,106,1,753,5,2,40.0,3,60.0,391,1375,681,8,10,1,11,2,476,18
927,Angelo Fulgini,17.5,1142,10,156,597,411,48,1142,77,50,64.9,26,33.8,670,3883,2212,56,39,10,42,37,851,76
928,Niclas Fullkrug,4.5,172,6,11,70,91,31,172,7,4,57.1,3,42.9,89,405,217,11,6,5,7,5,143,48
929,Ramiro Funes Mori,5.0,311,27,147,155,9,5,311,1,1,100.0,0,0.0,198,1194,711,5,5,0,2,1,209,2
932,Manolo Gabbiadini,22.6,811,18,54,306,456,81,810,26,12,46.2,14,53.8,443,2444,892,34,28,13,40,26,575,123
934,Ruben Gabrielsen,7.3,359,56,205,150,6,4,359,3,3,100.0,0,0.0,233,1084,615,3,0,0,0,1,220,0
936,Mijat Gacinovic,11.6,505,6,82,253,182,26,505,27,14,51.9,13,48.1,266,1504,685,26,15,6,29,13,315,56
938,Roberto Gagliardini,20.0,1178,48,207,639,342,66,1178,18,9,50.0,9,50.0,641,3984,2203,55,42,7,27,15,826,73
939,Riccardo Gagliolo,28.9,1683,146,630,760,303,39,1683,23,16,69.6,7,30.4,850,4128,2505,53,23,6,20,7,928,59
940,Nicolas Gaitan,0.6,39,2,4,20,16,4,39,4,3,75.0,1,25.0,13,67,16,1,2,1,2,1,19,4
941,Marvin Gakpa,5.2,324,3,34,166,128,14,324,8,5,62.5,3,37.5,191,1174,529,9,15,5,9,13,220,19
942,Enric Gallego,9.8,371,9,26,172,175,48,371,10,5,50.0,5,50.0,167,520,164,5,7,2,39,9,276,46
943,Enric Gallego,1.8,79,1,6,40,34,10,79,3,1,33.3,2,66.7,37,116,25,0,0,0,7,3,50,17
944,Kevin Gameiro,17.6,574,6,41,258,281,78,573,29,17,58.6,12,41.4,348,2168,935,44,19,15,43,19,412,121
945,Fran Gamez,19.6,1088,90,349,441,313,18,1088,23,17,73.9,6,26.1,536,2776,1513,37,32,3,26,12,521,79
946,Idrissa Gana Gueye,18.4,1810,33,244,1265,314,22,1810,40,21,52.5,19,47.5,1048,4935,2532,37,35,6,25,13,1405,27
947,Ignatius Ganago,13.8,503,14,65,223,222,40,503,39,22,56.4,17,43.6,322,1863,924,33,20,19,40,16,388,150
949,Dani Garcia,33.7,1809,85,441,1236,140,8,1809,16,10,62.5,6,37.5,815,3223,1377,6,14,1,26,17,1030,15
950,David Garcia,31.0,1554,155,739,780,49,26,1554,2,1,50.0,1,50.0,636,2989,1403,6,2,0,9,2,698,5
951,Eric Garcia,8.8,801,51,310,476,18,3,801,8,6,75.0,2,25.0,614,2735,1540,7,3,0,1,0,649,0
