,Player,Squad,90s,Att,Pass Types - Live,Pass Types - Dead,Pass Types - FK,Pass Types - TB,Pass Types - Sw,Pass Types - Crs,Pass Types - TI,Pass Types - CK,Corner Kicks - In,Corner Kicks - Out,Corner Kicks - Str,Outcomes - Cmp,Outcomes - Off,Outcomes - Blocks
38,Manuel Akanji,Manchester City,12.0,971,947,22,12,3,4,3,7,0,0,0,0,897,2,4
39,Marley Ake,Udinese,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Nathan Ake,Manchester City,8.2,586,539,47,7,1,1,3,38,0,0,0,0,533,0,4
41,Ilias Akhomach,Villarreal,4.4,148,140,7,1,0,1,7,4,2,1,1,0,122,1,3
42,Sergio Akieme,Almería,13.0,566,444,121,15,1,5,44,104,2,0,1,0,441,1,12
43,Maghnes Akliouche,Monaco,5.0,246,234,11,1,4,2,14,0,9,6,0,0,198,1,8
44,Paul Akouokou,Betis,0.3,17,17,0,0,0,0,0,0,0,0,0,0,16,0,0
45,Paul Akouokou,Lyon,3.3,183,181,2,2,0,0,0,0,0,0,0,0,157,0,2
46,Jean-Daniel Akpa-Akpro,Monza,0.4,19,19,0,0,0,0,0,0,0,0,0,0,17,0,0
47,Kevin Akpoguma,Hoffenheim,6.3,335,324,10,7,0,2,3,3,0,0,0,0,282,1,1
48,David Alaba,Real Madrid,12.4,886,817,65,23,4,7,17,5,12,7,3,0,795,4,1
49,Luis Alberto,Lazio,12.8,881,777,97,38,3,6,69,5,50,20,27,0,685,7,20
50,Raul Albiol,Villarreal,12.8,714,673,38,31,0,4,0,2,0,0,0,0,618,3,5
52,Ruben Alcaraz,Cádiz,14.0,547,509,32,29,0,20,7,0,0,0,0,0,436,6,5
53,Omar Alderete,Getafe,6.8,227,207,19,17,0,10,2,1,0,0,0,0,145,1,1
54,Ivan Alejo,Cádiz,10.8,244,232,11,2,0,1,74,8,1,0,1,0,120,1,20
55,Carles Alena,Getafe,6.5,217,194,22,11,1,2,19,3,8,7,1,0,165,1,2
56,Trent Alexander-Arnold,Liverpool,12.6,1039,849,186,45,16,18,72,105,36,3,29,0,796,4,6
57,Mohamed Ali Cho,Real Sociedad,2.8,66,66,0,0,0,0,11,0,0,0,0,0,38,0,1
58,Yanis Ali Issoufou,Montpellier,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Faride Alidou,Köln,3.0,78,74,4,0,0,0,10,1,1,0,1,0,57,0,3
60,Nabil Alioui,Le Havre,10.4,326,262,61,15,5,1,47,1,34,21,13,0,206,3,14
61,Alisson,Liverpool,14.0,585,493,89,18,0,2,0,0,0,0,0,0,491,3,1
62,Jim Allevinah,Clermont Foot,11.3,458,408,49,2,1,0,33,47,0,0,0,0,353,1,13
63,Domingos Andre Ribeiro Almeida,Valencia,5.3,186,177,9,6,0,4,9,1,1,0,1,0,144,0,14
64,Miguel Almiron,Newcastle Utd,12.0,447,442,3,0,1,0,9,3,0,0,0,0,370,2,12
65,Pontus Almqvist,Lecce,10.3,245,242,3,2,0,0,11,1,0,0,0,0,187,0,7
66,Marcos Alonso,Barcelona,1.8,141,122,19,5,0,2,8,12,2,0,0,0,122,0,3
67,Adria Altimira,Villarreal,5.1,252,221,31,3,0,1,4,28,0,0,0,0,215,0,7
68,Sergi Altimira,Betis,1.8,76,75,1,1,0,2,0,0,0,0,0,0,69,0,1
69,Edson Alvarez,West Ham,11.1,528,518,8,6,0,3,3,2,0,0,0,0,451,2,3
70,Gaston Alvarez,Getafe,13.0,459,407,51,13,0,9,12,37,0,0,0,0,316,1,7
71,Julian Alvarez,Manchester City,14.6,646,544,99,21,9,1,86,4,67,20,22,2,493,3,18
72,Yeray Alvarez,Athletic Club,2.1,84,78,5,5,0,1,0,0,0,0,0,0,66,1,0
73,Skelly Alvero,Lyon,4.7,193,190,2,2,1,1,2,0,0,0,0,0,159,1,2
74,Papa Amadou Diallo,Metz,2.2,61,61,0,0,0,0,1,0,0,0,0,0,40,0,3
75,Selim Amallah,Valencia,4.2,115,114,1,0,2,0,3,0,0,0,0,0,84,0,5
76,Amath,Mallorca,4.1,98,95,2,1,2,0,5,1,0,0,0,0,66,1,4
78,Lorenzo Amatucci,Fiorentina,0.2,17,17,0,0,0,1,0,0,0,0,0,0,15,0,2
79,Zeki Amdouni,Burnley,11.7,280,257,21,2,3,1,7,0,0,0,0,0,226,2,9
80,Bruno Amione,Hellas Verona,5.9,264,258,6,4,0,1,1,2,0,0,0,0,213,0,3
81,Michael Amir Murillo,Marseille,4.1,228,205,23,5,0,1,6,18,0,0,0,0,192,0,3
82,Nadiem Amiri,Leverkusen,0.1,10,9,1,0,0,0,1,0,1,0,0,0,6,0,2
83,Sofyan Amrabat,Manchester Utd,5.8,407,388,18,7,0,6,5,11,0,0,0,0,357,1,6
84,Joachim Andersen,Crystal Palace,16.0,987,932,52,47,3,23,14,5,0,0,0,0,792,3,14
85,Elliot Anderson,Newcastle Utd,4.6,178,175,3,1,0,1,3,2,0,0,0,0,148,0,3
86,Felipe Anderson,Lazio,11.8,536,528,6,0,2,3,25,5,1,0,1,0,405,2,23
87,Benjamin Andre,Lille,13.3,916,880,34,33,3,15,7,1,0,0,0,0,758,2,15
88,Komnen Andric,Clermont Foot,1.4,45,42,3,0,0,0,1,0,0,0,0,0,33,0,0
89,Robert Andrich,Leverkusen,2.7,204,198,6,5,1,1,0,1,0,0,0,0,185,0,1
90,Miguel Angel Rubio,Granada,6.2,294,280,13,10,0,1,0,0,0,0,0,0,229,1,7
91,Fabrizio Angileri,Getafe,0.9,47,42,5,1,0,1,4,4,0,0,0,0,34,0,1
92,Jaidon Anthony,Bournemouth,1.7,45,42,3,2,0,0,2,0,1,0,0,0,30,0,3
93,Waldemar Anton,Stuttgart,14.0,1069,1026,41,17,3,4,4,18,0,0,0,0,937,2,6
94,Michail Antonio,West Ham,9.0,147,143,2,1,2,2,10,1,0,0,0,0,87,2,15
95,Antony,Manchester Utd,7.6,309,297,10,4,0,0,13,6,0,0,0,0,237,2,12
96,Christopher Antwi-Adjei,Bochum,5.6,182,133,49,0,1,0,21,48,0,0,0,0,116,0,6
97,Houssem Aouar,Roma,4.7,206,192,14,3,0,0,10,3,8,5,2,0,168,0,5
98,Stredair Appuah,Nantes,0.3,6,6,0,0,0,0,1,0,0,0,0,0,4,0,1
99,Mauro Arambarri,Getafe,3.8,142,138,4,2,0,2,6,1,1,1,0,0,114,0,2
100,Julian Araujo,Las Palmas,9.1,432,367,64,9,0,1,11,55,0,0,0,0,352,1,6
101,Ronald Araujo,Barcelona,8.4,587,534,52,16,1,8,6,31,0,0,0,0,517,1,3
102,Cameron Archer,Sheffield Utd,11.4,175,166,9,0,0,1,2,0,0,0,0,0,142,0,6
104,Cameron Archer,Aston Villa,0.1,6,6,0,0,1,0,0,0,0,0,0,0,5,0,0
105,Alphonse Areola,West Ham,14.0,402,249,150,37,0,2,0,0,0,0,0,0,275,3,0
106,Adu Ares,Athletic Club,0.3,9,9,0,0,0,1,1,0,0,0,0,0,7,0,0
107,Jesus Areso,Osasuna,11.1,515,378,137,11,1,3,39,126,0,0,0,0,383,0,19
108,Yoel Armougom,Clermont Foot,0.2,20,17,3,0,0,0,4,3,0,0,0,0,12,0,1
109,Jose Arnaiz,Osasuna,3.2,79,70,9,2,0,1,11,2,5,3,2,0,63,0,0
110,Hakon Arnar Haraldsson,Lille,4.2,202,196,6,3,3,1,1,2,0,0,0,0,160,0,7
111,Marko Arnautovic,Inter,1.9,66,66,0,0,0,0,0,0,0,0,0,0,50,0,1
112,Maximilian Arnold,Wolfsburg,9.9,546,476,66,29,2,4,39,0,26,18,7,0,446,4,7
113,Mohamed El Arouch,Lyon,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
114,Sergio Arribas,Almería,11.4,332,293,38,15,1,2,27,4,11,6,4,0,256,1,10
115,Kepa Arrizabalaga,Real Madrid,10.0,343,284,59,8,0,1,0,0,0,0,0,0,289,0,0
116,Arthur,Leverkusen,0.4,22,21,1,0,0,0,1,1,0,0,0,0,20,0,1
117,Takuma Asano,Bochum,11.6,180,174,6,1,1,0,17,1,0,0,0,0,121,0,10
118,Marco Asensio,Paris S-G,2.7,130,125,5,1,2,0,5,2,2,1,0,0,115,0,0
119,Kristjan Asllani,Inter,1.3,112,105,7,4,0,1,4,0,3,0,2,0,96,0,2
120,Joel Asoro,Metz,6.1,85,84,0,0,0,0,8,0,0,0,0,0,53,1,6
121,Iago Aspas,Celta Vigo,13.2,564,451,112,31,6,4,86,3,57,18,25,0,405,1,8
122,Lorenz Assignon,Rennes,10.9,589,481,108,13,0,0,21,95,0,0,0,0,506,0,12
123,Youcef Atal,Nice,4.0,238,215,22,6,2,0,6,16,0,0,0,0,214,1,1
124,Valentin Atangana Edoa,Reims,1.7,50,49,1,0,0,0,0,1,0,0,0,0,43,0,0
125,Arthur Atta,Metz,1.3,47,47,0,0,0,0,0,0,0,0,0,0,35,0,2
126,Noah Atubolu,Freiburg,14.0,553,416,136,30,0,1,0,0,0,0,0,0,393,1,0
127,Pierre-Emerick Aubameyang,Marseille,11.6,244,222,22,0,1,0,8,1,0,0,0,0,180,0,13
128,Tommaso Augello,Cagliari,10.7,576,449,126,12,0,2,64,98,16,5,9,0,404,1,20
130,Yann Aurel Bisseck,Inter,1.2,117,116,1,0,0,0,1,1,0,0,0,0,110,0,1
131,Serge Aurier,Nott'ham Forest,9.3,448,407,41,6,1,0,22,35,0,0,0,0,348,0,8
132,Ezequiel Avila,Osasuna,8.3,318,268,47,10,4,6,67,8,28,15,10,0,197,3,9
133,Taiwo Awoniyi,Nott'ham Forest,7.4,117,114,1,0,1,0,1,0,0,0,0,0,83,2,3
134,Andre Ayew,Le Havre,0.2,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
135,Jordan Ayew,Crystal Palace,14.6,478,466,12,3,1,0,41,6,3,0,1,0,354,0,22
136,Neil El Aynaoui,Lens,4.3,179,176,3,2,0,0,2,1,0,0,0,0,152,0,2
137,Sardar Azmoun,Roma,2.1,63,62,1,1,0,0,0,0,0,0,0,0,44,0,4
138,Cesar Azpilicueta,Atlético Madrid,8.7,639,570,67,11,0,1,6,56,0,0,0,0,543,2,7
139,Paulo Azzi,Cagliari,5.2,257,211,44,4,0,1,24,40,0,0,0,0,175,2,7
140,Oussama El Azzouzi,Bologna,2.2,152,149,3,3,0,0,0,0,0,0,0,0,138,0,1
141,Abdellah Baallal,Clermont Foot,0.0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
142,Iddrisu Baba,Almería,9.3,418,409,9,9,2,1,4,0,0,0,0,0,347,0,4
143,Srdan Babic,Almería,1.0,62,60,2,2,0,1,0,0,0,0,0,0,58,0,0
144,Aliou Badara Balde,Nice,0.4,5,4,1,0,0,0,0,0,1,0,0,0,3,0,0
145,Loic Bade,Sevilla,9.8,501,481,18,16,1,9,0,2,0,0,0,0,405,2,1
146,Milan Badelj,Genoa,9.7,454,434,19,15,0,7,4,0,0,0,0,0,364,1,8
147,Matthias Bader,Darmstadt 98,8.7,403,333,66,3,1,6,14,63,0,0,0,0,298,4,10
148,Benoit Badiashile,Chelsea,3.0,178,174,4,4,0,0,0,0,0,0,0,0,156,0,1
149,Alex Baena,Villarreal,11.8,565,489,69,18,11,11,71,5,43,23,14,0,421,7,14
150,Jaime Baez,Frosinone,5.0,179,162,17,3,0,1,22,0,14,2,10,0,124,0,6
151,Leon Bailey,Aston Villa,6.6,237,228,8,1,1,3,21,2,5,4,0,0,171,1,10
152,Nedim Bajrami,Sassuolo,6.5,215,189,26,4,2,0,24,3,17,7,7,0,164,0,4
153,Tiemoue Bakayoko,Lorient,4.6,184,177,7,7,0,0,0,0,0,0,0,0,157,0,4
154,Mitchel Bakker,Atalanta,2.5,130,99,29,1,0,0,10,26,2,0,2,0,99,2,4
156,Ridle Baku,Wolfsburg,8.1,467,389,77,8,1,2,22,69,0,0,0,0,356,1,6
157,Dilane Bakwa,Strasbourg,8.2,235,193,42,12,1,1,41,6,24,9,11,1,160,0,9
158,Tommaso Baldanzi,Empoli,6.8,194,172,17,4,0,0,7,6,3,0,0,0,156,5,5
159,Alejandro Balde,Barcelona,11.3,628,538,89,9,1,3,23,80,0,0,0,0,533,1,12
160,George Baldock,Sheffield Utd,6.3,264,222,41,1,0,0,13,40,0,0,0,0,192,1,13
161,Carlos Baleba,Brighton,5.3,318,317,1,1,0,1,0,0,0,0,0,0,297,0,1
162,Carlos Baleba,Lille,0.7,45,45,0,0,0,0,0,0,0,0,0,0,39,0,0
163,Leonardo Balerdi,Marseille,8.4,524,507,16,15,0,3,0,1,0,0,0,0,453,1,2
164,Ivan Balliu,Rayo Vallecano,13.9,650,480,168,13,1,2,30,155,0,0,0,0,494,2,19
165,Fode Ballo-Toure,Fulham,0.4,40,30,9,0,0,0,2,9,0,0,0,0,30,1,1
166,Folarin Balogun,Monaco,8.4,174,155,14,1,1,0,6,0,0,0,0,0,129,5,4
167,Jonathan Bamba,Celta Vigo,14.7,488,471,15,4,4,2,38,7,1,1,0,0,369,2,21
168,Lameck Banda,Lecce,8.8,208,203,5,1,1,1,28,1,3,1,1,0,156,0,7
169,Mamady Bangre,Toulouse,1.1,69,69,0,0,0,0,4,0,0,0,0,0,55,0,3
170,Mattia Bani,Genoa,10.0,429,398,28,20,0,1,0,2,0,0,0,0,350,3,3
171,Leo Baptistao,Almería,7.6,191,177,13,0,1,0,12,4,0,0,0,0,101,1,15
172,Shandon Baptiste,Brentford,2.1,71,68,3,0,0,0,0,1,0,0,0,0,52,0,5
173,Antonin Barak,Fiorentina,1.2,60,59,1,0,0,0,0,1,0,0,0,0,46,0,2
174,Francisco Barbosa,Betis,2.5,84,47,35,11,0,0,0,0,0,0,0,0,54,2,0
175,Bradley Barcola,Lyon,3.0,90,90,0,0,0,1,0,0,0,0,0,0,70,0,2
176,Bradley Barcola,Paris S-G,5.0,206,202,4,2,0,0,3,2,0,0,0,0,163,0,3
177,Melvin Bard,Nice,14.1,870,740,127,8,0,1,33,118,1,1,0,0,729,3,17
178,Nicolo Barella,Inter,12.9,891,872,19,6,6,10,24,12,1,0,0,0,759,0,14
179,Kike Barja,Osasuna,2.7,93,89,4,1,0,0,17,1,2,2,0,0,68,0,3
180,Ross Barkley,Luton Town,8.9,372,323,47,19,1,8,18,5,11,7,4,0,290,2,6
182,Aymen Barkok,Mainz 05,3.5,177,164,13,0,1,0,13,8,4,2,2,0,115,0,4
183,Harvey Barnes,Newcastle Utd,2.1,71,69,2,1,0,0,6,1,0,0,0,0,53,0,4
184,Leandro Barreiro Martins,Mainz 05,13.9,494,477,14,12,0,1,3,2,0,0,0,0,371,3,14
185,Enzo Barrenechea,Frosinone,12.1,752,714,36,30,1,5,0,0,0,0,0,0,659,2,10
186,Ander Barrenetxea,Real Sociedad,9.1,304,298,2,0,1,4,21,2,0,0,0,0,208,4,10
187,Pablo Barrios,Atlético Madrid,6.3,356,345,7,5,3,1,9,1,1,0,0,0,290,4,8
188,Davide Bartesaghi,Milan,0.3,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
189,Marc Bartra,Betis,2.5,118,107,9,9,0,1,0,0,0,0,0,0,101,2,0
190,Federico Baschirotto,Lecce,13.6,681,623,57,29,0,2,1,3,0,0,0,0,581,1,2
191,Chris Basham,Sheffield Utd,3.6,138,125,13,1,0,1,4,12,0,0,0,0,103,0,2
192,Calvin Bassey,Fulham,9.4,624,602,22,11,0,7,0,2,0,0,0,0,521,0,9
193,Alessandro Bastoni,Inter,8.9,640,595,44,25,0,10,27,18,0,0,0,0,555,1,9
194,Simone Bastoni,Empoli,2.8,150,108,41,5,1,2,15,30,6,2,3,0,106,1,4
195,Daniel Batz,Mainz 05,2.0,63,52,11,3,0,0,0,0,0,0,0,0,43,0,0
196,Maximilian Bauer,Augsburg,5.5,286,266,20,13,0,0,0,1,0,0,0,0,243,0,2
197,Elias Baum,Eint Frankfurt,0.0,5,3,2,0,0,0,0,2,0,0,0,0,4,0,0
198,Oliver Baumann,Hoffenheim,14.0,565,417,146,32,0,0,0,0,0,0,0,0,406,2,0
199,Christoph Baumgartner,RB Leipzig,5.9,202,195,3,1,1,0,4,2,0,0,0,0,150,4,9
200,Bebe,Rayo Vallecano,1.0,46,39,7,2,0,1,10,2,3,2,0,0,27,0,2
201,Ihlas Bebou,Hoffenheim,6.3,208,175,33,0,0,0,16,31,0,0,0,0,144,0,11
202,Adrian Beck,Heidenheim,5.6,206,194,10,2,1,2,3,0,0,0,0,0,155,2,7
203,Sheraldo Becker,Union Berlin,6.5,259,241,17,0,0,1,50,12,1,0,0,1,171,1,12
204,Donny van de Beek,Manchester Utd,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
205,Yanis Begraoui,Toulouse,3.2,91,83,6,1,0,0,5,1,2,0,1,0,64,2,1
206,Kevin Behrens,Union Berlin,10.6,243,235,7,0,2,0,5,2,0,0,0,0,156,1,12
208,Maximilian Beier,Hoffenheim,10.1,175,160,14,0,2,0,11,2,0,0,0,0,114,1,12
209,Jeremie Bela,Clermont Foot,0.5,27,24,3,0,0,0,8,0,3,2,0,0,20,0,1
210,Amari'i Bell,Luton Town,10.2,352,318,32,9,2,2,5,19,0,0,0,0,259,2,8
211,Stefan Bell,Mainz 05,6.4,330,325,5,5,0,0,1,0,0,0,0,0,264,0,4
212,Raoul Bellanova,Torino,13.1,608,493,113,3,0,0,64,110,0,0,0,0,458,2,17
213,Jean-Ricner Bellegarde,Wolves,4.1,131,120,11,4,1,0,15,1,6,3,3,0,96,0,4
214,Jean-Ricner Bellegarde,Strasbourg,3.0,96,88,6,1,0,0,8,0,5,3,2,0,67,2,1
215,Hector Bellerin,Betis,10.2,525,431,94,10,0,6,25,84,0,0,0,0,400,0,10
216,Jude Bellingham,Real Madrid,13.3,762,734,22,12,14,8,11,2,1,1,0,0,671,6,14
217,Jeanoel Belocian,Rennes,9.2,531,502,29,3,0,1,9,26,0,0,0,0,467,0,5
218,Andrea Belotti,Roma,5.3,114,104,10,0,1,0,4,1,0,0,0,0,87,0,8
219,Fran Beltran,Celta Vigo,11.3,478,463,13,13,1,3,4,0,0,0,0,0,404,2,6
220,Lucas Beltran,Fiorentina,5.6,111,105,5,0,1,0,2,2,0,0,0,0,87,1,7
221,Eliesse Ben Seghir,Monaco,0.4,21,20,1,0,0,0,2,1,0,0,0,0,18,0,1
222,Anis Ben Slimane,Sheffield Utd,1.7,69,67,0,0,1,0,0,0,0,0,0,0,44,2,3
223,Wissam Ben Yedder,Monaco,10.2,280,259,18,0,1,0,2,0,0,0,0,0,212,3,9
224,Carlos Benavidez,Alavés,4.0,160,153,6,3,0,0,3,2,1,0,0,0,98,1,0
225,Ismael Bennacer,Milan,0.5,25,24,1,0,1,0,0,1,0,0,0,0,21,0,0
226,Said Benrahma,West Ham,5.4,199,195,2,2,2,0,13,0,0,0,0,0,152,2,8
227,Ramy Bensebaini,Dortmund,9.1,690,603,87,19,1,4,15,68,0,0,0,0,573,0,20
228,Nabil Bentaleb,Lille,6.4,384,366,17,16,2,8,2,1,0,0,0,0,327,1,2
229,Rodrigo Bentancur,Tottenham,1.0,63,59,1,0,1,0,1,0,0,0,0,0,50,3,4
230,Daniel Bentley,Wolves,1.8,56,34,22,5,0,0,0,0,0,0,0,0,35,0,0
231,Domenico Berardi,Sassuolo,11.8,457,412,43,14,7,17,51,6,23,14,0,0,292,2,11
232,Yuri Berchiche,Athletic Club,6.9,405,302,100,15,0,5,16,85,0,0,0,0,315,3,10
234,Alex Berenguer,Athletic Club,5.0,194,150,43,14,2,1,52,6,23,8,10,0,120,1,8
235,Bartosz Bereszynski,Empoli,6.4,332,268,62,9,0,0,9,53,0,0,0,0,265,2,7
236,Johann Berg Gudmundsson,Burnley,7.2,322,273,47,17,1,3,41,2,25,13,4,4,249,2,8
237,Sander Berge,Burnley,12.8,553,539,12,6,2,4,8,0,0,0,0,0,481,2,4
238,Etrit Berisha,Empoli,13.0,462,328,130,42,0,1,0,0,0,0,0,0,316,4,0
239,Mergim Berisha,Hoffenheim,1.6,33,30,2,0,1,1,2,0,0,0,0,0,22,1,2
240,Mergim Berisha,Augsburg,1.4,14,13,1,0,0,0,1,0,0,0,0,0,10,0,1
241,Bernardo,Bochum,14.0,673,587,85,8,0,3,12,63,0,0,0,0,500,1,11
242,Victor Bernth Kristiansen,Bologna,8.3,470,383,85,7,0,0,11,78,0,0,0,0,381,2,7
243,Matus Bero,Bochum,5.2,140,137,2,1,0,1,4,1,0,0,0,0,100,1,1
244,Luke Berry,Luton Town,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Jan-Niklas Beste,Heidenheim,12.2,374,250,122,36,0,5,116,14,70,37,27,0,222,2,17
246,Beto,Everton,4.6,90,89,1,0,1,0,3,1,0,0,0,0,49,0,2
247,Beto,Udinese,0.8,11,9,2,0,0,0,0,0,0,0,0,0,10,0,0
248,Sam Beukema,Bologna,13.0,889,857,31,24,1,5,0,3,0,0,0,0,796,1,4
249,Jordan Beyer,Burnley,10.5,673,658,14,10,0,4,0,3,0,0,0,0,614,1,5
250,Jaka Bijol,Udinese,13.0,531,509,20,16,1,3,1,1,0,0,0,0,426,2,4
251,Philip Billing,Bournemouth,11.5,369,361,7,2,0,4,17,2,2,0,1,0,282,1,14
252,Cristiano Biraghi,Fiorentina,9.5,774,596,177,33,0,9,89,102,42,12,18,0,581,1,19
253,Davide Biraschi,Genoa,1.0,37,28,9,2,0,0,0,7,0,0,0,0,31,0,0
254,Samuele Birindelli,Monza,6.3,295,251,44,3,1,3,16,41,0,0,0,0,245,0,9
255,Tom Bischof,Hoffenheim,1.4,77,73,4,1,0,0,7,0,3,0,3,0,61,0,3
256,Yves Bissouma,Tottenham,12.6,1009,970,35,34,3,2,0,1,0,0,0,0,922,4,8
257,Leonardo Bittencourt,Werder Bremen,6.7,313,301,8,3,2,1,13,4,1,1,0,0,245,4,4
258,Marco Bizot,Brest,15.0,512,390,120,27,0,0,0,0,0,0,0,0,378,2,0
260,Antonio Blanco,Alavés,10.4,400,382,16,11,1,8,6,2,3,1,0,0,307,2,11
261,Ruben Blanco,Marseille,0.3,12,9,3,2,0,0,0,0,0,0,0,0,7,0,0
262,Ludovic Blas,Rennes,9.8,260,242,16,7,1,2,19,2,7,2,0,0,200,2,8
263,Janis Blaswich,RB Leipzig,14.0,654,535,118,28,0,0,0,0,0,0,0,0,559,1,1
264,Alexis Blin,Lecce,4.5,167,154,11,9,1,1,4,2,0,0,0,0,134,2,3
265,Daley Blind,Girona,15.0,1122,1071,42,29,0,11,6,8,1,0,0,0,1000,9,12
266,Myron Boadu,Monaco,0.7,13,13,0,0,0,0,0,0,0,0,0,0,8,0,0
267,Benicio Boaitey,Brighton,0.2,11,11,0,0,0,0,0,0,0,0,0,0,7,0,0
268,Oscar Bobb,Manchester City,0.8,30,30,0,0,2,0,1,0,0,0,0,0,26,0,1
269,Jeremie Boga,Nice,9.3,311,286,23,2,1,0,36,0,21,11,8,1,234,2,6
270,Jayden Bogle,Sheffield Utd,10.5,352,286,66,2,0,1,16,64,0,0,0,0,240,0,15
271,Emil Bohinen,Salernitana,5.9,333,321,12,11,0,1,2,0,0,0,0,0,262,0,16
272,Adama Bojang,Reims,0.0,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0
273,Daniel Boloca,Sassuolo,12.1,613,605,8,8,1,3,3,0,0,0,0,0,573,0,6
274,Willy Boly,Nott'ham Forest,10.0,485,429,55,10,1,0,1,45,0,0,0,0,371,1,8
