,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total - Cmp,Total - Att,Total - Cmp%,Total - TotDist,Total - PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
1989,Roberto Pereyra,ar ARG,MF,Watford,Premier League,27.0,1991.0,31.3,962.0,1192.0,80.7,13806.0,3701.0,557.0,620.0,89.8,272.0,336.0,81.0,67.0,92.0,72.8,1.0,3.2,3.0,-2.2,34.0,77.0,35.0,4.0,117.0
1990,Ayoze Pérez,es ESP,"MF,FW",Newcastle Utd,Premier League,25.0,1993.0,32.4,594.0,805.0,73.8,7784.0,2081.0,323.0,392.0,82.4,149.0,198.0,75.3,37.0,63.0,58.7,2.0,3.6,2.6,-1.6,45.0,46.0,25.0,3.0,82.0
1991,Carles Pérez,es ESP,FW,Barcelona,La Liga,20.0,1998.0,0.2,6.0,7.0,85.7,86.0,14.0,3.0,4.0,75.0,3.0,3.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1992,Hernán Pérez,py PAR,"FW,MF",Espanyol,La Liga,29.0,1989.0,8.8,171.0,270.0,63.3,2737.0,822.0,97.0,127.0,76.4,56.0,91.0,61.5,13.0,28.0,46.4,2.0,2.0,1.3,0.0,14.0,13.0,15.0,5.0,28.0
1993,Lucas Pérez,es ESP,"FW,MF",West Ham,Premier League,29.0,1988.0,5.3,102.0,147.0,69.4,1236.0,146.0,70.0,80.0,87.5,22.0,37.0,59.5,2.0,6.0,33.3,0.0,0.8,0.7,-0.8,8.0,3.0,3.0,0.0,7.0
1994,Rubén Pérez,es ESP,MF,Leganés,La Liga,29.0,1989.0,27.5,1081.0,1362.0,79.4,21600.0,6870.0,436.0,504.0,86.5,451.0,542.0,83.2,183.0,261.0,70.1,0.0,1.2,1.1,-1.2,14.0,137.0,4.0,1.0,140.0
1995,Stipe Perica,hr CRO,FW,Frosinone,Serie A,23.0,1995.0,5.3,63.0,94.0,67.0,931.0,171.0,31.0,44.0,70.5,25.0,34.0,73.5,3.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,11.0
1996,Mattia Perin,it ITA,GK,Juventus,Serie A,25.0,1992.0,9.0,182.0,230.0,79.1,5196.0,3561.0,20.0,20.0,100.0,98.0,99.0,99.0,63.0,108.0,58.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,Ivan Perišić,hr CRO,FW,Inter,Serie A,29.0,1989.0,30.0,943.0,1401.0,67.3,14786.0,4043.0,514.0,615.0,83.6,299.0,463.0,64.6,82.0,177.0,46.3,3.0,6.8,7.1,-3.8,60.0,51.0,55.0,31.0,90.0
1998,Diego Perotti,ar ARG,"FW,MF",Roma,Serie A,30.0,1988.0,7.4,254.0,346.0,73.4,3490.0,827.0,150.0,176.0,85.2,69.0,95.0,72.6,16.0,35.0,45.7,0.0,2.4,1.5,-2.4,18.0,16.0,11.0,4.0,30.0
1999,Loïc Perrin,fr FRA,DF,Saint-Étienne,Ligue 1,32.0,1985.0,30.0,1388.0,1620.0,85.7,26292.0,10574.0,538.0,588.0,91.5,689.0,761.0,90.5,152.0,240.0,63.3,1.0,0.8,1.3,0.2,9.0,78.0,10.0,1.0,102.0
2000,Pavao Pervan,at AUT,GK,Wolfsburg,Bundesliga,30.0,1987.0,8.5,267.0,348.0,76.7,8497.0,6060.0,20.0,20.0,100.0,131.0,132.0,99.2,116.0,193.0,60.1,0.0,0.1,0.0,-0.1,1.0,2.0,0.0,0.0,0.0
2002,Matteo Pessina,it ITA,"MF,FW",Atalanta,Serie A,21.0,1997.0,2.6,169.0,196.0,86.2,2799.0,688.0,77.0,85.0,90.6,73.0,81.0,90.1,12.0,14.0,85.7,1.0,0.1,0.3,0.9,2.0,12.0,4.0,1.0,26.0
2003,Andrea Petagna,it ITA,FW,SPAL,Serie A,23.0,1995.0,33.7,600.0,776.0,77.3,9670.0,1525.0,307.0,357.0,86.0,184.0,228.0,80.7,69.0,98.0,70.4,1.0,2.2,1.9,-1.2,28.0,41.0,19.0,7.0,68.0
2004,Nils Petersen,de GER,FW,Freiburg,Bundesliga,29.0,1988.0,21.4,349.0,523.0,66.7,4426.0,846.0,196.0,270.0,72.6,77.0,119.0,64.7,21.0,42.0,50.0,3.0,1.8,1.9,1.2,21.0,16.0,8.0,0.0,30.0
2005,Ondřej Petrák,cz CZE,MF,Nürnberg,Bundesliga,26.0,1992.0,18.0,608.0,715.0,85.0,9889.0,2903.0,277.0,319.0,86.8,263.0,289.0,91.0,40.0,64.0,62.5,0.0,0.3,0.3,-0.3,6.0,50.0,1.0,1.0,44.0
2006,Germán Pezzella,ar ARG,DF,Fiorentina,Serie A,27.0,1991.0,31.7,1404.0,1637.0,85.8,29211.0,10606.0,372.0,413.0,90.1,823.0,900.0,91.4,196.0,289.0,67.8,1.0,0.6,0.6,0.4,6.0,68.0,3.0,0.0,84.0
2007,Giuseppe Pezzella,it ITA,DF,Udinese,Serie A,20.0,1997.0,2.0,44.0,69.0,63.8,653.0,368.0,22.0,24.0,91.7,16.0,26.0,61.5,3.0,12.0,25.0,0.0,0.1,0.1,-0.1,2.0,3.0,1.0,1.0,1.0
2008,Giuseppe Pezzella,it ITA,"DF,MF",Genoa,Serie A,20.0,1997.0,1.2,32.0,43.0,74.4,617.0,335.0,14.0,15.0,93.3,10.0,14.0,71.4,7.0,11.0,63.6,0.0,0.1,0.1,-0.1,1.0,4.0,2.0,1.0,4.0
2009,Matthias Phaeton,gp GLP,"FW,MF",Guingamp,Ligue 1,18.0,2000.0,0.6,8.0,9.0,88.9,87.0,25.0,6.0,7.0,85.7,2.0,2.0,100.0,0.0,0.0,,0.0,0.2,0.4,-0.2,2.0,0.0,0.0,0.0,1.0
2010,Maximilian Philipp,de GER,"FW,MF",Dortmund,Bundesliga,24.0,1994.0,8.4,183.0,236.0,77.5,2301.0,254.0,117.0,139.0,84.2,42.0,56.0,75.0,7.0,9.0,77.8,1.0,0.2,0.3,0.8,5.0,9.0,3.0,0.0,10.0
2011,Lebogang Phiri,za RSA,MF,Guingamp,Ligue 1,23.0,1994.0,21.4,886.0,1008.0,87.9,15163.0,4560.0,422.0,468.0,90.2,364.0,393.0,92.6,81.0,104.0,77.9,0.0,0.6,0.6,-0.6,15.0,102.0,6.0,0.0,126.0
2012,Krzysztof Piątek,pl POL,FW,Genoa,Serie A,23.0,1995.0,17.7,222.0,315.0,70.5,3325.0,552.0,117.0,146.0,80.1,71.0,99.0,71.7,18.0,28.0,64.3,0.0,1.4,0.4,-1.4,15.0,14.0,8.0,0.0,30.0
2013,Krzysztof Piątek,pl POL,FW,Milan,Serie A,23.0,1995.0,15.3,191.0,250.0,76.4,2619.0,335.0,120.0,145.0,82.8,48.0,64.0,75.0,11.0,16.0,68.8,0.0,1.2,0.6,-1.2,14.0,7.0,7.0,1.0,16.0
2014,Pablo Piatti,ar ARG,"FW,MF",Espanyol,La Liga,29.0,1989.0,8.3,185.0,282.0,65.6,2775.0,801.0,105.0,126.0,83.3,62.0,92.0,67.4,12.0,36.0,33.3,0.0,1.4,1.0,-1.4,13.0,12.0,12.0,3.0,28.0
2015,Lucas Piazon,br BRA,"MF,FW",Chievo,Serie A,24.0,1994.0,0.9,23.0,34.0,67.6,305.0,74.0,12.0,14.0,85.7,6.0,8.0,75.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0
2016,Cristiano Piccini,it ITA,DF,Valencia,La Liga,25.0,1992.0,20.8,779.0,1013.0,76.9,12997.0,4576.0,396.0,443.0,89.4,308.0,394.0,78.2,60.0,127.0,47.2,0.0,0.2,1.3,-0.2,5.0,53.0,19.0,9.0,75.0
2017,Roberto Piccoli,it ITA,"FW,MF",Atalanta,Serie A,17.0,2001.0,0.5,5.0,11.0,45.5,33.0,5.0,3.0,6.0,50.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,Jordan Pickford,eng ENG,GK,Everton,Premier League,24.0,1994.0,38.0,772.0,1275.0,60.5,26263.0,19906.0,77.0,77.0,100.0,362.0,373.0,97.1,332.0,819.0,40.5,0.0,0.0,0.1,0.0,1.0,33.0,0.0,0.0,0.0
2019,Jérémy Pied,fr FRA,DF,Lille,Ligue 1,29.0,1989.0,5.2,263.0,347.0,75.8,3863.0,1542.0,142.0,170.0,83.5,88.0,119.0,73.9,16.0,28.0,57.1,2.0,1.1,1.0,0.9,7.0,22.0,6.0,5.0,21.0
2020,Ronaël Pierre-Gabriel,fr FRA,DF,Monaco,Ligue 1,20.0,1998.0,3.9,161.0,195.0,82.6,2688.0,1048.0,78.0,86.0,90.7,66.0,81.0,81.5,15.0,23.0,65.2,0.0,0.0,0.0,0.0,1.0,12.0,1.0,0.0,14.0
2021,Erik Pieters,nl NED,DF,Amiens,Ligue 1,29.0,1988.0,14.0,515.0,736.0,70.0,9014.0,3983.0,236.0,281.0,84.0,216.0,297.0,72.7,51.0,115.0,44.3,1.0,0.7,1.1,0.3,12.0,41.0,14.0,5.0,60.0
2022,Tomás Pina Isla,es ESP,MF,Alavés,La Liga,30.0,1987.0,26.0,876.0,1066.0,82.2,14800.0,5302.0,407.0,481.0,84.6,376.0,423.0,88.9,71.0,99.0,71.7,0.0,1.2,1.0,-1.2,22.0,102.0,8.0,1.0,132.0
2023,Andrea Pinamonti,it ITA,FW,Frosinone,Serie A,19.0,1999.0,18.1,292.0,412.0,70.9,4237.0,707.0,169.0,220.0,76.8,84.0,113.0,74.3,19.0,24.0,79.2,3.0,0.5,0.6,2.5,16.0,21.0,9.0,2.0,31.0
2024,Carlo Pinsoglio,it ITA,GK,Juventus,Serie A,28.0,1990.0,1.0,27.0,36.0,75.0,784.0,504.0,2.0,2.0,100.0,14.0,14.0,100.0,11.0,20.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Virgile Pinson,fr FRA,MF,Reims,Ligue 1,22.0,1996.0,0.1,4.0,5.0,80.0,52.0,0.0,1.0,2.0,50.0,2.0,2.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Lenny Pintor,fr FRA,FW,Lyon,Ligue 1,17.0,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2028,Gerard Piqué,es ESP,DF,Barcelona,La Liga,31.0,1987.0,35.0,2196.0,2407.0,91.2,42386.0,14988.0,781.0,844.0,92.5,1154.0,1215.0,95.0,242.0,307.0,78.8,2.0,1.4,0.9,0.6,6.0,143.0,2.0,0.0,127.0
2029,Facundo Píriz,uy URU,"MF,FW",Montpellier,Ligue 1,28.0,1990.0,1.3,51.0,64.0,79.7,788.0,211.0,27.0,32.0,84.4,17.0,22.0,77.3,5.0,6.0,83.3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0
2030,Fabio Pisacane,it ITA,DF,Cagliari,Serie A,32.0,1986.0,25.2,973.0,1166.0,83.4,18444.0,5900.0,329.0,369.0,89.2,501.0,562.0,89.1,113.0,181.0,62.4,1.0,1.2,0.8,-0.2,6.0,25.0,1.0,1.0,44.0
2031,Łukasz Piszczek,pl POL,DF,Dortmund,Bundesliga,33.0,1985.0,19.5,1084.0,1339.0,81.0,16670.0,6410.0,561.0,642.0,87.4,444.0,532.0,83.5,54.0,104.0,51.9,6.0,2.9,3.3,3.1,21.0,72.0,20.0,11.0,113.0
2032,Claudio Pizarro,pe PER,FW,Werder Bremen,Bundesliga,39.0,1978.0,7.7,186.0,265.0,70.2,2673.0,705.0,108.0,145.0,74.5,55.0,75.0,73.3,12.0,16.0,75.0,2.0,0.7,0.8,1.3,10.0,15.0,5.0,1.0,26.0
2033,Marko Pjaca,hr CRO,"FW,MF",Fiorentina,Serie A,23.0,1995.0,8.3,164.0,225.0,72.9,2443.0,509.0,101.0,119.0,84.9,49.0,66.0,74.2,9.0,17.0,52.9,1.0,1.0,0.6,0.0,16.0,10.0,9.0,0.0,26.0
2034,Miralem Pjanić,ba BIH,MF,Juventus,Serie A,28.0,1990.0,25.3,1825.0,2074.0,88.0,34365.0,9554.0,752.0,791.0,95.1,740.0,797.0,92.8,275.0,386.0,71.2,6.0,5.9,5.2,0.1,72.0,194.0,29.0,4.0,202.0
2035,Carles Planas,es ESP,DF,Girona,La Liga,27.0,1991.0,4.7,162.0,230.0,70.4,2560.0,865.0,87.0,103.0,84.5,60.0,80.0,75.0,11.0,36.0,30.6,1.0,0.3,0.2,0.7,2.0,7.0,5.0,2.0,13.0
2036,Óscar Plano,es ESP,"MF,FW",Valladolid,La Liga,27.0,1991.0,29.9,609.0,841.0,72.4,9641.0,2452.0,334.0,396.0,84.3,199.0,264.0,75.4,54.0,110.0,49.1,4.0,3.8,3.0,0.2,31.0,57.0,20.0,3.0,96.0
2037,Jaroslav Plašil,cz CZE,MF,Bordeaux,Ligue 1,36.0,1982.0,16.0,741.0,892.0,83.1,11470.0,3712.0,394.0,454.0,86.8,268.0,303.0,88.4,47.0,74.0,63.5,1.0,0.6,0.7,0.4,12.0,72.0,4.0,0.0,89.0
2038,Marvin Plattenhardt,de GER,DF,Hertha BSC,Bundesliga,26.0,1992.0,21.4,825.0,1140.0,72.4,14470.0,6051.0,412.0,444.0,92.8,302.0,418.0,72.2,94.0,217.0,43.3,2.0,3.1,3.5,-1.1,33.0,57.0,21.0,14.0,98.0
2039,Stiven Plaza,ec ECU,"FW,MF",Valladolid,La Liga,19.0,1999.0,0.4,4.0,6.0,66.7,38.0,5.0,3.0,4.0,75.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,Alassane Pléa,fr FRA,FW,M'Gladbach,Bundesliga,25.0,1993.0,27.8,450.0,641.0,70.2,6351.0,1594.0,261.0,335.0,77.9,116.0,158.0,73.4,31.0,44.0,70.5,4.0,2.8,2.1,1.2,33.0,41.0,19.0,2.0,63.0
2041,Luca Plogmann,de GER,GK,Werder Bremen,Bundesliga,18.0,2000.0,0.4,6.0,6.0,100.0,180.0,157.0,2.0,2.0,100.0,2.0,2.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2042,Morgan Poaty,cg CGO,MF,Montpellier,Ligue 1,21.0,1997.0,1.0,30.0,51.0,58.8,556.0,279.0,14.0,16.0,87.5,13.0,22.0,59.1,3.0,11.0,27.3,0.0,0.0,0.1,0.0,1.0,4.0,1.0,1.0,3.0
2043,Paul Pogba,fr FRA,MF,Manchester Utd,Premier League,25.0,1993.0,33.4,1728.0,2129.0,81.2,29890.0,8747.0,811.0,899.0,90.2,598.0,725.0,82.5,214.0,308.0,69.5,9.0,4.7,5.0,4.3,54.0,212.0,59.0,2.0,295.0
2044,Denis-Will Poha,fr FRA,MF,Rennes,Ligue 1,21.0,1997.0,0.3,10.0,14.0,71.4,204.0,85.0,2.0,4.0,50.0,6.0,7.0,85.7,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0
2045,Andrea Poli,it ITA,MF,Bologna,Serie A,28.0,1989.0,21.5,663.0,759.0,87.4,10205.0,2775.0,379.0,408.0,92.9,218.0,238.0,91.6,45.0,66.0,68.2,1.0,0.9,1.0,0.1,14.0,73.0,14.0,2.0,86.0
2046,Matteo Politano,it ITA,FW,Inter,Serie A,24.0,1993.0,28.3,1067.0,1488.0,71.7,17315.0,4695.0,545.0,648.0,84.1,373.0,516.0,72.3,100.0,209.0,47.8,6.0,5.6,7.0,0.4,64.0,70.0,65.0,20.0,150.0
2047,Pierre-Yves Polomat,fr FRA,DF,Saint-Étienne,Ligue 1,24.0,1993.0,10.6,438.0,557.0,78.6,6948.0,2230.0,246.0,274.0,89.8,152.0,182.0,83.5,30.0,64.0,46.9,2.0,1.8,2.1,0.2,13.0,29.0,12.0,4.0,51.0
2048,Giacomo Poluzzi,it ITA,GK,SPAL,Serie A,30.0,1988.0,0.1,3.0,3.0,100.0,56.0,23.0,1.0,1.0,100.0,2.0,2.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2049,Pere Pons,es ESP,MF,Girona,La Liga,25.0,1993.0,31.0,932.0,1199.0,77.7,15015.0,4308.0,464.0,563.0,82.4,363.0,446.0,81.4,68.0,107.0,63.6,2.0,2.0,1.2,0.0,17.0,86.0,11.0,2.0,117.0
2050,Pedro Porro,es ESP,DF,Girona,La Liga,18.0,1999.0,24.6,837.0,1246.0,67.2,14762.0,5366.0,397.0,474.0,83.8,328.0,467.0,70.2,92.0,206.0,44.7,4.0,2.9,3.3,1.1,25.0,71.0,34.0,20.0,109.0
2051,Manolo Portanova,it ITA,MF,Juventus,Serie A,18.0,2000.0,0.4,7.0,12.0,58.3,112.0,26.0,1.0,2.0,50.0,5.0,7.0,71.4,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2052,Francisco Portillo,es ESP,MF,Getafe,La Liga,28.0,1990.0,22.2,594.0,813.0,73.1,8877.0,3297.0,327.0,397.0,82.4,188.0,254.0,74.0,42.0,69.0,60.9,4.0,2.5,2.7,1.5,23.0,60.0,39.0,6.0,134.0
2054,Portu,es ESP,"FW,MF",Girona,La Liga,26.0,1992.0,31.3,480.0,701.0,68.5,6769.0,1838.0,280.0,348.0,80.5,149.0,222.0,67.1,22.0,50.0,44.0,2.0,4.2,4.7,-2.2,33.0,38.0,35.0,13.0,85.0
2055,Stefan Posch,at AUT,DF,Hoffenheim,Bundesliga,21.0,1997.0,15.6,878.0,1001.0,87.7,15575.0,5293.0,361.0,392.0,92.1,433.0,466.0,92.9,63.0,107.0,58.9,0.0,0.4,0.5,-0.4,1.0,61.0,7.0,2.0,94.0
2056,Sergio Postigo,es ESP,DF,Levante,La Liga,29.0,1988.0,16.1,384.0,497.0,77.3,8211.0,3877.0,115.0,129.0,89.1,198.0,228.0,86.8,64.0,121.0,52.9,1.0,0.7,0.5,0.3,4.0,47.0,4.0,0.0,44.0
2057,Yussuf Poulsen,dk DEN,FW,RB Leipzig,Bundesliga,24.0,1994.0,27.2,477.0,795.0,60.0,5657.0,1347.0,305.0,452.0,67.5,86.0,171.0,50.3,21.0,33.0,63.6,3.0,4.2,2.7,-1.2,33.0,34.0,22.0,4.0,64.0
2058,Maxime Poundjé,fr FRA,DF,Bordeaux,Ligue 1,25.0,1992.0,28.2,1117.0,1461.0,76.5,16348.0,7149.0,648.0,734.0,88.3,364.0,489.0,74.4,61.0,140.0,43.6,2.0,1.6,2.0,0.4,30.0,69.0,33.0,23.0,125.0
2059,Gaëtan Poussin,fr FRA,GK,Bordeaux,Ligue 1,19.0,1999.0,1.0,20.0,35.0,57.1,702.0,653.0,3.0,3.0,100.0,9.0,9.0,100.0,8.0,23.0,34.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2060,José Pozo,es ESP,MF,Rayo Vallecano,La Liga,22.0,1996.0,18.0,600.0,745.0,80.5,8758.0,2414.0,326.0,366.0,89.1,214.0,254.0,84.3,23.0,57.0,40.4,0.0,1.9,2.0,-1.9,30.0,74.0,27.0,2.0,119.0
2061,Dennis Praet,be BEL,MF,Sampdoria,Serie A,24.0,1994.0,32.1,1556.0,1868.0,83.3,23139.0,6816.0,905.0,1000.0,90.5,484.0,567.0,85.4,104.0,175.0,59.4,3.0,5.0,4.4,-2.0,37.0,157.0,40.0,11.0,183.0
2062,Sanjin Prcić,ba BIH,MF,Levante,La Liga,24.0,1993.0,5.9,235.0,288.0,81.6,4167.0,1226.0,101.0,118.0,85.6,100.0,117.0,85.5,27.0,41.0,65.9,0.0,0.0,0.2,0.0,1.0,32.0,1.0,1.0,37.0
2063,Sanjin Prcić,ba BIH,MF,Strasbourg,Ligue 1,24.0,1993.0,11.7,630.0,751.0,83.9,13779.0,3948.0,199.0,225.0,88.4,266.0,294.0,90.5,150.0,200.0,75.0,1.0,1.3,1.3,-0.3,19.0,75.0,10.0,4.0,104.0
2064,Nicolas de Préville,fr FRA,"FW,MF",Bordeaux,Ligue 1,27.0,1991.0,14.1,332.0,506.0,65.6,5517.0,1465.0,164.0,203.0,80.8,111.0,158.0,70.3,38.0,94.0,40.4,3.0,3.8,2.2,-0.8,24.0,35.0,9.0,2.0,46.0
2065,Edgar Prib,de GER,MF,Hannover 96,Bundesliga,28.0,1989.0,2.2,71.0,107.0,66.4,1114.0,439.0,37.0,41.0,90.2,25.0,35.0,71.4,5.0,19.0,26.3,1.0,0.5,0.4,0.5,6.0,8.0,3.0,1.0,10.0
2066,Alex Pritchard,eng ENG,"MF,FW",Huddersfield,Premier League,25.0,1993.0,23.1,691.0,981.0,70.4,10133.0,2557.0,406.0,481.0,84.4,200.0,280.0,71.4,48.0,109.0,44.0,0.0,1.8,1.6,-1.8,32.0,66.0,20.0,6.0,91.0
2067,Sebastian Prödl,at AUT,DF,Watford,Premier League,31.0,1987.0,0.1,3.0,3.0,100.0,52.0,8.0,1.0,1.0,100.0,2.0,2.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2068,Quincy Promes,nl NED,"FW,DF",Sevilla,La Liga,26.0,1992.0,17.6,711.0,936.0,76.0,10848.0,3716.0,415.0,480.0,86.5,229.0,322.0,71.1,49.0,79.0,62.0,3.0,4.5,4.1,-1.5,29.0,50.0,31.0,9.0,80.0
2069,Davy Pröpper,nl NED,MF,Brighton,Premier League,26.0,1991.0,28.3,973.0,1243.0,78.3,17226.0,4813.0,425.0,508.0,83.7,414.0,491.0,84.3,104.0,160.0,65.0,1.0,1.3,1.4,-0.3,19.0,131.0,17.0,1.0,165.0
2070,Silvio Proto,be BEL,GK,Lazio,Serie A,35.0,1983.0,2.0,45.0,64.0,70.3,1656.0,1415.0,2.0,2.0,100.0,20.0,20.0,100.0,23.0,42.0,54.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2071,Ivan Provedel,it ITA,GK,Empoli,Serie A,24.0,1994.0,16.0,358.0,485.0,73.8,10639.0,7942.0,36.0,36.0,100.0,178.0,183.0,97.3,143.0,263.0,54.4,0.0,0.1,0.0,-0.1,3.0,7.0,0.0,0.0,0.0
2072,Javi Puado,es ESP,"FW,MF",Espanyol,La Liga,20.0,1998.0,4.0,64.0,93.0,68.8,778.0,148.0,51.0,60.0,85.0,9.0,21.0,42.9,2.0,4.0,50.0,0.0,0.5,0.2,-0.5,4.0,4.0,3.0,1.0,5.0
2073,Manuel Pucciarelli,it ITA,FW,Chievo,Serie A,27.0,1991.0,3.4,71.0,94.0,75.5,781.0,67.0,44.0,54.0,81.5,16.0,21.0,76.2,1.0,5.0,20.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0
2074,Riqui Puig,es ESP,MF,Barcelona,La Liga,18.0,1999.0,1.7,106.0,116.0,91.4,1562.0,227.0,67.0,72.0,93.1,34.0,35.0,97.1,4.0,6.0,66.7,0.0,0.7,0.2,-0.7,2.0,13.0,2.0,0.0,16.0
2075,Erick Pulgar,cl CHI,MF,Bologna,Serie A,24.0,1994.0,26.2,1243.0,1583.0,78.5,23165.0,8006.0,530.0,597.0,88.8,522.0,618.0,84.5,171.0,309.0,55.3,2.0,3.8,3.7,-1.8,60.0,135.0,20.0,4.0,151.0
2076,Jorge Pulido,es ESP,DF,Huesca,La Liga,27.0,1991.0,30.9,788.0,1069.0,73.7,14787.0,5946.0,300.0,352.0,85.2,383.0,475.0,80.6,87.0,191.0,45.5,3.0,0.7,1.0,2.3,12.0,49.0,8.0,4.0,74.0
2077,Christian Pulisic,us USA,FW,Dortmund,Bundesliga,19.0,1998.0,10.4,397.0,531.0,74.8,5479.0,1006.0,261.0,295.0,88.5,110.0,146.0,75.3,14.0,39.0,35.9,4.0,2.6,2.6,1.4,18.0,17.0,7.0,1.0,20.0
2078,Jason Puncheon,eng ENG,MF,Crystal Palace,Premier League,32.0,1986.0,0.1,9.0,12.0,75.0,104.0,31.0,7.0,7.0,100.0,2.0,4.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2080,Jason Puncheon,eng ENG,MF,Huddersfield,Premier League,32.0,1986.0,4.2,165.0,214.0,77.1,2673.0,960.0,79.0,94.0,84.0,50.0,64.0,78.1,21.0,30.0,70.0,0.0,0.5,0.2,-0.5,5.0,20.0,4.0,0.0,26.0
2081,Ignacio Pussetto,ar ARG,"FW,MF",Udinese,Serie A,22.0,1995.0,24.2,493.0,725.0,68.0,6426.0,1722.0,315.0,410.0,76.8,124.0,188.0,66.0,21.0,45.0,46.7,4.0,2.3,1.7,1.7,22.0,30.0,12.0,4.0,45.0
2082,Fabio Quagliarella,it ITA,FW,Sampdoria,Serie A,35.0,1983.0,35.5,598.0,899.0,66.5,8560.0,1791.0,337.0,443.0,76.1,188.0,277.0,67.9,36.0,79.0,45.6,8.0,4.5,3.6,3.5,37.0,40.0,31.0,4.0,66.0
2083,Robin Quaison,se SWE,"FW,MF",Mainz 05,Bundesliga,24.0,1993.0,24.4,329.0,463.0,71.1,4824.0,1012.0,190.0,235.0,80.9,105.0,134.0,78.4,21.0,34.0,61.8,3.0,2.1,1.4,0.9,22.0,29.0,13.0,3.0,50.0
2084,Collin Quaner,de GER,FW,Huddersfield,Premier League,27.0,1991.0,0.4,13.0,17.0,76.5,150.0,44.0,7.0,10.0,70.0,3.0,4.0,75.0,0.0,0.0,,0.0,0.1,0.1,-0.1,1.0,2.0,3.0,0.0,4.0
2085,Domingos Quina,pt POR,MF,Watford,Premier League,18.0,1999.0,3.8,195.0,232.0,84.1,3385.0,980.0,89.0,104.0,85.6,80.0,88.0,90.9,20.0,25.0,80.0,0.0,0.1,0.2,-0.1,2.0,25.0,3.0,1.0,20.0
2086,Xavi Quintillà,es ESP,DF,Villarreal,La Liga,21.0,1996.0,7.0,291.0,379.0,76.8,4220.0,1782.0,168.0,189.0,88.9,102.0,137.0,74.5,13.0,33.0,39.4,0.0,0.3,0.4,-0.3,5.0,17.0,3.0,3.0,24.0
2087,Dani Raba,es ESP,"MF,FW",Villarreal,La Liga,22.0,1995.0,2.1,76.0,103.0,73.8,1337.0,189.0,39.0,44.0,88.6,21.0,28.0,75.0,13.0,19.0,68.4,1.0,0.8,0.8,0.2,5.0,2.0,1.0,0.0,7.0
2088,Adrien Rabiot,fr FRA,MF,Paris S-G,Ligue 1,23.0,1995.0,11.8,980.0,1060.0,92.5,15745.0,4166.0,512.0,540.0,94.8,357.0,382.0,93.5,77.0,89.0,86.5,1.0,0.3,1.2,0.7,6.0,90.0,9.0,0.0,122.0
2089,Nemanja Radonjić,rs SRB,"FW,MF",Marseille,Ligue 1,22.0,1996.0,7.6,118.0,178.0,66.3,1646.0,401.0,70.0,88.0,79.5,23.0,36.0,63.9,10.0,16.0,62.5,0.0,0.2,0.3,-0.2,4.0,6.0,4.0,2.0,15.0
2090,Ivan Radovanović,rs SRB,MF,Genoa,Serie A,29.0,1988.0,14.2,559.0,696.0,80.3,10992.0,2900.0,212.0,247.0,85.8,247.0,285.0,86.7,87.0,132.0,65.9,0.0,0.2,0.5,-0.2,5.0,60.0,7.0,1.0,79.0
