,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA - SCA,SCA - SCA90,SCA Types - PassLive,SCA Types - PassDead,SCA Types - TO,SCA Types - Sh,SCA Types - Fld,SCA Types - Def,GCA - GCA,GCA - GCA90,GCA Types - PassLive,GCA Types - PassDead,GCA Types - TO,GCA Types - Sh,GCA Types - Fld,GCA Types - Def
14,Francesco Acerbi,it ITA,DF,Lazio,Serie A,32.0,1988.0,31.3,31.0,0.99,26.0,1.0,0.0,2.0,0.0,2.0,5.0,0.16,5.0,0.0,0.0,0.0,0.0,0.0
15,Ragnar Ache,de GER,"FW,DF",Eint Frankfurt,Bundesliga,22.0,1998.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Marcos Acuña,ar ARG,DF,Sevilla,La Liga,28.0,1991.0,25.9,68.0,2.63,47.0,12.0,6.0,2.0,0.0,1.0,8.0,0.31,5.0,2.0,0.0,1.0,0.0,0.0
17,Che Adams,sct SCO,FW,Southampton,Premier League,24.0,1996.0,29.6,68.0,2.29,50.0,0.0,2.0,7.0,9.0,0.0,7.0,0.24,6.0,0.0,0.0,0.0,1.0,0.0
18,Tyler Adams,us USA,"MF,DF",RB Leipzig,Bundesliga,21.0,1999.0,20.6,37.0,1.8,31.0,0.0,0.0,0.0,3.0,3.0,3.0,0.15,2.0,0.0,0.0,0.0,0.0,1.0
19,Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,Bundesliga,27.0,1993.0,5.3,22.0,4.12,15.0,1.0,2.0,2.0,2.0,0.0,6.0,1.12,4.0,0.0,0.0,2.0,0.0,0.0
20,Tosin Adarabioyo,eng ENG,DF,Fulham,Premier League,22.0,1997.0,32.8,18.0,0.55,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
21,Bobby Adekanye,nl NED,"FW,MF",Cádiz,La Liga,21.0,1999.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Yacine Adli,fr FRA,MF,Bordeaux,Ligue 1,20.0,2000.0,26.9,104.0,3.87,78.0,10.0,8.0,2.0,3.0,3.0,10.0,0.37,7.0,1.0,0.0,1.0,1.0,0.0
23,Andrea Adorante,it ITA,FW,Parma,Serie A,20.0,2000.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Adrián,es ESP,GK,Liverpool,Premier League,33.0,1987.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Martin Agirregabiria,es ESP,"DF,MF",Alavés,La Liga,24.0,1996.0,17.3,28.0,1.62,16.0,9.0,0.0,0.0,3.0,0.0,3.0,0.17,2.0,1.0,0.0,0.0,0.0,0.0
27,Lucien Agoume,fr FRA,MF,Spezia,Serie A,18.0,2002.0,8.9,7.0,0.79,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.23,2.0,0.0,0.0,0.0,0.0,0.0
28,Felix Agu,de GER,DF,Werder Bremen,Bundesliga,20.0,1999.0,7.8,8.0,1.03,4.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Kevin Agudelo,co COL,FW,Spezia,Serie A,21.0,1998.0,15.1,38.0,2.52,19.0,1.0,3.0,8.0,4.0,3.0,7.0,0.46,5.0,1.0,0.0,1.0,0.0,0.0
30,Nayef Aguerd,ma MAR,DF,Rennes,Ligue 1,24.0,1996.0,35.0,20.0,0.57,17.0,0.0,0.0,3.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
31,Sergio Agüero,ar ARG,FW,Manchester City,Premier League,32.0,1988.0,6.2,18.0,2.9,13.0,0.0,3.0,1.0,0.0,1.0,3.0,0.48,2.0,0.0,1.0,0.0,0.0,0.0
32,Ruben Aguilar,fr FRA,"DF,MF",Monaco,Ligue 1,27.0,1993.0,24.7,78.0,3.15,56.0,10.0,2.0,1.0,7.0,2.0,7.0,0.28,4.0,1.0,1.0,0.0,1.0,0.0
33,Naouirou Ahamada,fr FRA,MF,Stuttgart,Bundesliga,18.0,2002.0,2.8,2.0,0.71,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Matteo Ahlinvi,bj BEN,MF,Nîmes,Ligue 1,21.0,1999.0,10.0,12.0,1.2,9.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,Ligue 1,26.0,1994.0,23.8,33.0,1.38,25.0,0.0,1.0,2.0,3.0,2.0,4.0,0.17,2.0,0.0,0.0,1.0,0.0,1.0
36,Jean-Eudes Aholou,ci CIV,MF,Monaco,Ligue 1,26.0,1994.0,0.4,1.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Joseph Aidoo,gh GHA,DF,Celta Vigo,La Liga,24.0,1995.0,14.3,10.0,0.7,7.0,0.0,1.0,2.0,0.0,0.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0
38,Ola Aina,ng NGA,DF,Fulham,Premier League,23.0,1996.0,29.6,27.0,0.91,23.0,3.0,0.0,0.0,1.0,0.0,4.0,0.14,4.0,0.0,0.0,0.0,0.0,0.0
39,Rayan Aït Nouri,dz ALG,DF,Wolves,Premier League,19.0,2001.0,15.6,32.0,2.05,21.0,4.0,6.0,0.0,1.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
40,Rayan Aït Nouri,dz ALG,DF,Angers,Ligue 1,19.0,2001.0,2.1,10.0,4.84,8.0,0.0,2.0,0.0,0.0,0.0,2.0,0.97,1.0,0.0,1.0,0.0,0.0,0.0
41,Semi Ajayi,ng NGA,DF,West Brom,Premier League,26.0,1993.0,30.9,14.0,0.45,13.0,0.0,1.0,0.0,0.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0
42,Ludovic Ajorque,fr FRA,FW,Strasbourg,Ligue 1,26.0,1994.0,33.0,77.0,2.34,55.0,0.0,1.0,12.0,9.0,0.0,8.0,0.24,4.0,0.0,1.0,1.0,2.0,0.0
43,Manuel Akanji,ch SUI,DF,Dortmund,Bundesliga,25.0,1995.0,26.1,22.0,0.84,16.0,1.0,0.0,3.0,1.0,1.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0
44,Carlos Akapo,gq EQG,DF,Cádiz,La Liga,27.0,1993.0,9.6,7.0,0.73,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Marley Aké,fr FRA,FW,Marseille,Ligue 1,19.0,2001.0,1.6,2.0,1.23,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Nathan Aké,nl NED,DF,Manchester City,Premier League,25.0,1995.0,8.9,5.0,0.56,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0
47,Paul Akouokou,ci CIV,MF,Betis,La Liga,22.0,1997.0,4.2,6.0,1.43,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.24,1.0,0.0,0.0,0.0,0.0,0.0
48,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,Serie A,27.0,1992.0,11.7,19.0,1.62,16.0,0.0,1.0,0.0,0.0,2.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0
49,Kevin Akpoguma,ng NGA,DF,Hoffenheim,Bundesliga,25.0,1995.0,13.2,7.0,0.53,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,David Alaba,at AUT,"DF,MF",Bayern Munich,Bundesliga,28.0,1992.0,29.7,60.0,2.02,55.0,1.0,0.0,3.0,0.0,1.0,7.0,0.24,6.0,1.0,0.0,0.0,0.0,0.0
52,Sofiane Alakouch,ma MAR,DF,Nîmes,Ligue 1,22.0,1998.0,16.7,21.0,1.25,14.0,2.0,2.0,0.0,3.0,0.0,3.0,0.18,2.0,0.0,0.0,0.0,1.0,0.0
53,Jony Álamo,es ESP,MF,Elche,La Liga,18.0,2001.0,0.8,1.0,1.23,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.23,1.0,0.0,0.0,0.0,0.0,0.0
54,Lucas Alario,ar ARG,FW,Leverkusen,Bundesliga,27.0,1992.0,13.8,30.0,2.17,22.0,0.0,2.0,3.0,3.0,0.0,3.0,0.22,2.0,0.0,0.0,1.0,0.0,0.0
55,Jordi Alba,es ESP,"DF,FW",Barcelona,La Liga,31.0,1989.0,33.6,96.0,2.86,93.0,2.0,1.0,0.0,0.0,0.0,9.0,0.27,8.0,0.0,1.0,0.0,0.0,0.0
56,Luis Alberto,es ESP,MF,Lazio,Serie A,27.0,1992.0,29.1,157.0,5.4,118.0,25.0,7.0,4.0,2.0,1.0,7.0,0.24,6.0,0.0,1.0,0.0,0.0,0.0
57,Raúl Albiol,es ESP,DF,Villarreal,La Liga,34.0,1985.0,34.6,18.0,0.52,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
58,Marc Albrighton,eng ENG,"DF,FW",Leicester City,Premier League,30.0,1989.0,19.4,77.0,3.97,59.0,5.0,5.0,2.0,3.0,3.0,12.0,0.62,8.0,2.0,0.0,1.0,0.0,1.0
59,Paco Alcácer,es ESP,FW,Villarreal,La Liga,26.0,1993.0,17.2,27.0,1.57,20.0,1.0,3.0,2.0,1.0,0.0,9.0,0.52,6.0,0.0,2.0,1.0,0.0,0.0
60,Pedro Alcalá,es ESP,DF,Cádiz,La Liga,31.0,1989.0,10.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Thiago Alcántara,es ESP,MF,Liverpool,Premier League,29.0,1991.0,20.6,81.0,3.93,69.0,2.0,2.0,3.0,3.0,2.0,3.0,0.15,2.0,0.0,0.0,1.0,0.0,0.0
62,Rubén Alcaraz,es ESP,MF,Valladolid,La Liga,29.0,1991.0,24.1,28.0,1.16,23.0,0.0,0.0,1.0,3.0,1.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0
63,Omar Alderete,py PAR,DF,Hertha BSC,Bundesliga,23.0,1996.0,14.4,7.0,0.48,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Toby Alderweireld,be BEL,DF,Tottenham,Premier League,31.0,1989.0,24.9,22.0,0.88,19.0,0.0,0.0,3.0,0.0,0.0,3.0,0.12,3.0,0.0,0.0,0.0,0.0,0.0
65,Iván Alejo,es ESP,"MF,FW",Cádiz,La Liga,25.0,1995.0,9.2,21.0,2.29,17.0,1.0,1.0,1.0,1.0,0.0,2.0,0.22,1.0,0.0,0.0,1.0,0.0,0.0
66,Carles Aleñá,es ESP,MF,Barcelona,La Liga,22.0,1998.0,0.5,1.0,1.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Carles Aleñá,es ESP,"MF,FW",Getafe,La Liga,22.0,1998.0,15.2,66.0,4.35,31.0,15.0,6.0,8.0,6.0,0.0,3.0,0.2,2.0,0.0,1.0,0.0,0.0,0.0
68,Rúnar Alex Rúnarsson,is ISL,GK,Arsenal,Premier League,25.0,1995.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Trent Alexander-Arnold,eng ENG,DF,Liverpool,Premier League,21.0,1998.0,33.7,131.0,3.89,84.0,34.0,6.0,7.0,0.0,0.0,13.0,0.39,8.0,2.0,1.0,2.0,0.0,0.0
70,Alfon,es ESP,MF,Celta Vigo,La Liga,21.0,1999.0,0.4,1.0,2.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Mohamed Ali Cho,fr FRA,"FW,MF",Angers,Ligue 1,16.0,2004.0,3.9,4.0,1.04,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Ezgjan Alioski,mk MKD,"DF,MF",Leeds United,Premier League,28.0,1992.0,27.3,71.0,2.6,57.0,5.0,0.0,5.0,3.0,1.0,5.0,0.18,3.0,1.0,0.0,1.0,0.0,0.0
73,Rachid Alioui,ma MAR,FW,Angers,Ligue 1,28.0,1992.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Alisson,br BRA,GK,Liverpool,Premier League,27.0,1992.0,33.0,5.0,0.15,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Saturnin Allagbé,bj BEN,GK,Dijon,Ligue 1,26.0,1993.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Allan,br BRA,MF,Everton,Premier League,29.0,1991.0,22.8,39.0,1.71,33.0,1.0,4.0,1.0,0.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0
78,Dele Alli,eng ENG,MF,Tottenham,Premier League,24.0,1996.0,6.9,22.0,3.19,19.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,Premier League,26.0,1994.0,27.0,76.0,2.82,54.0,3.0,8.0,4.0,5.0,2.0,6.0,0.22,4.0,0.0,0.0,1.0,0.0,1.0
80,Marcos Alonso,es ESP,DF,Chelsea,Premier League,29.0,1990.0,10.7,36.0,3.38,29.0,2.0,0.0,5.0,0.0,0.0,3.0,0.28,2.0,0.0,0.0,1.0,0.0,0.0
81,Sergio Álvarez,es ESP,"MF,DF",Eibar,La Liga,28.0,1992.0,17.4,19.0,1.09,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Yeray Álvarez,es ESP,DF,Athletic Club,La Liga,25.0,1995.0,21.6,12.0,0.55,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Bruno Alves,pt POR,DF,Parma,Serie A,38.0,1981.0,18.1,9.0,0.5,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Steven Alzate,co COL,MF,Brighton,Premier League,21.0,1998.0,10.0,24.0,2.41,20.0,0.0,1.0,3.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
85,Ibrahim Amadou,fr FRA,MF,Angers,Ligue 1,27.0,1993.0,16.7,25.0,1.5,22.0,0.0,0.0,2.0,0.0,1.0,4.0,0.24,3.0,0.0,0.0,1.0,0.0,0.0
86,Romain Amalfitano,fr FRA,"FW,DF",Dijon,Ligue 1,30.0,1989.0,1.3,2.0,1.55,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,La Liga,18.0,2001.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Daniel Amartey,gh GHA,DF,Leicester City,Premier League,25.0,1994.0,8.0,5.0,0.62,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Jordan Amavi,fr FRA,DF,Marseille,Ligue 1,26.0,1994.0,9.0,17.0,1.88,8.0,1.0,1.0,1.0,6.0,0.0,4.0,0.44,2.0,0.0,0.0,0.0,2.0,0.0
90,Thierry Ambrose,gp GLP,FW,Metz,Ligue 1,23.0,1997.0,8.4,25.0,2.98,19.0,1.0,2.0,1.0,2.0,0.0,2.0,0.24,2.0,0.0,0.0,0.0,0.0,0.0
91,Wisdom Amey,it ITA,DF,Bologna,Serie A,14.0,2005.0,0.0,1.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Nadiem Amiri,de GER,MF,Leverkusen,Bundesliga,23.0,1996.0,21.0,80.0,3.81,57.0,13.0,4.0,6.0,0.0,0.0,10.0,0.48,8.0,1.0,1.0,0.0,0.0,0.0
93,Ethan Ampadu,wls WAL,"DF,MF",Sheffield Utd,Premier League,19.0,2000.0,23.2,20.0,0.86,17.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Sofyan Amrabat,ma MAR,MF,Fiorentina,Serie A,23.0,1996.0,27.1,36.0,1.33,35.0,0.0,0.0,1.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
95,Jon Ander Garrido,es ESP,MF,Cádiz,La Liga,30.0,1989.0,8.9,10.0,1.13,9.0,0.0,0.0,0.0,1.0,0.0,2.0,0.23,1.0,0.0,0.0,0.0,1.0,0.0
96,Joachim Andersen,dk DEN,DF,Fulham,Premier League,24.0,1996.0,30.3,30.0,0.99,28.0,0.0,0.0,1.0,1.0,0.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0
97,Joachim Andersen,dk DEN,DF,Lyon,Ligue 1,24.0,1996.0,2.1,1.0,0.47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Djavan Anderson,nl NED,DF,Lazio,Serie A,25.0,1995.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Elliot Anderson,sct SCO,MF,Newcastle Utd,Premier League,17.0,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Felipe Anderson,br BRA,"FW,MF",West Ham,Premier League,27.0,1993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Sebastian Andersson,se SWE,FW,Köln,Bundesliga,29.0,1991.0,12.5,14.0,1.12,10.0,0.0,0.0,3.0,1.0,0.0,3.0,0.24,1.0,0.0,0.0,1.0,1.0,0.0
102,Nícolas Andrade,br BRA,GK,Udinese,Serie A,32.0,1988.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Benjamin André,fr FRA,MF,Lille,Ligue 1,29.0,1990.0,32.1,64.0,2.0,55.0,0.0,3.0,2.0,4.0,0.0,5.0,0.16,4.0,0.0,0.0,0.0,1.0,0.0
105,Robert Andrich,de GER,MF,Union Berlin,Bundesliga,25.0,1994.0,28.1,56.0,2.0,48.0,0.0,3.0,2.0,2.0,1.0,7.0,0.25,6.0,0.0,0.0,0.0,1.0,0.0
106,Victorien Angban,ci CIV,MF,Metz,Ligue 1,23.0,1996.0,18.6,25.0,1.35,22.0,1.0,0.0,0.0,2.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
107,Ángel,es ESP,GK,Granada,La Liga,18.0,2002.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,José Ángel,es ESP,DF,Eibar,La Liga,30.0,1989.0,10.0,20.0,2.0,16.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Miguel Ángel Rubio,es ESP,DF,Valladolid,La Liga,22.0,1998.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Angeliño,es ESP,"DF,FW",RB Leipzig,Bundesliga,23.0,1997.0,24.0,96.0,4.0,65.0,14.0,6.0,6.0,3.0,2.0,9.0,0.37,5.0,1.0,1.0,1.0,1.0,0.0
111,Davide Angelo Ghislandi,it ITA,DF,Atalanta,Serie A,19.0,2001.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,Philip Ankhrah,gh GHA,MF,Hellas Verona,Serie A,17.0,2002.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Cristian Ansaldi,ar ARG,"DF,FW",Torino,Serie A,33.0,1986.0,21.6,72.0,3.33,43.0,15.0,5.0,4.0,3.0,2.0,8.0,0.37,7.0,0.0,1.0,0.0,0.0,0.0
114,Waldemar Anton,de GER,DF,Stuttgart,Bundesliga,24.0,1996.0,30.1,31.0,1.03,26.0,0.0,0.0,2.0,1.0,2.0,5.0,0.17,4.0,0.0,0.0,0.0,1.0,0.0
115,Michail Antonio,jm JAM,FW,West Ham,Premier League,30.0,1990.0,21.9,76.0,3.47,41.0,1.0,10.0,8.0,16.0,0.0,11.0,0.5,5.0,1.0,0.0,2.0,3.0,0.0
116,José Antonio Miranda,gq EQG,"MF,DF",Getafe,La Liga,22.0,1998.0,0.3,1.0,3.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Valentin Antov,bg BUL,DF,Bologna,Serie A,19.0,2000.0,2.6,1.0,0.39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Houssem Aouar,fr FRA,"MF,FW",Lyon,Ligue 1,22.0,1998.0,19.8,105.0,5.3,73.0,2.0,13.0,7.0,7.0,3.0,12.0,0.61,7.0,0.0,1.0,3.0,1.0,0.0
119,Adil Aouchiche,fr FRA,"MF,FW",Saint-Étienne,Ligue 1,18.0,2002.0,19.2,95.0,4.93,51.0,33.0,1.0,2.0,8.0,0.0,8.0,0.42,5.0,3.0,0.0,0.0,0.0,0.0
120,Dennis Appiah,fr FRA,DF,Nantes,Ligue 1,28.0,1992.0,17.3,32.0,1.85,28.0,0.0,1.0,0.0,0.0,3.0,5.0,0.29,5.0,0.0,0.0,0.0,0.0,0.0
121,Aritz Arambarri,es ESP,DF,Real Sociedad,La Liga,22.0,1998.0,0.3,1.0,3.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Mauro Arambarri,uy URU,MF,Getafe,La Liga,24.0,1995.0,33.1,63.0,1.9,36.0,11.0,4.0,5.0,7.0,0.0,3.0,0.09,2.0,0.0,0.0,1.0,0.0,0.0
123,Charles Aránguiz,cl CHI,MF,Leverkusen,Bundesliga,31.0,1989.0,18.5,36.0,1.94,33.0,0.0,1.0,0.0,0.0,2.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
124,Luiz Araújo,br BRA,MF,Lille,Ligue 1,24.0,1996.0,16.6,54.0,3.25,40.0,0.0,9.0,4.0,1.0,0.0,4.0,0.24,4.0,0.0,0.0,0.0,0.0,0.0
125,Néstor Araujo,mx MEX,DF,Celta Vigo,La Liga,28.0,1991.0,27.0,10.0,0.37,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
126,Ronald Araújo,uy URU,DF,Barcelona,La Liga,21.0,1999.0,16.8,9.0,0.54,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.06,0.0,0.0,0.0,1.0,0.0,0.0
127,Anaitz Arbilla,es ESP,DF,Eibar,La Liga,33.0,1987.0,31.2,44.0,1.41,31.0,3.0,4.0,2.0,2.0,2.0,4.0,0.13,2.0,0.0,1.0,1.0,0.0,0.0
