Player,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG
Lucas Piazon,2015,BRA,"MF,FW",Chievo,it Serie A,24.0,1994.0,4.0,0.0,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.16,0.02,0.17,0.16,0.17,2015,BRA,"MF,FW",Chievo,it Serie A,24.0,1994.0,0.9,0.0,1.0,1.0,100.0,1.07,1.07,0.0,0.0,21.0,1.0,0.0,0.0,0.1,0.1,0.14,-0.1,-0.1
Cristiano Piccini,2016,ITA,DF,Valencia,es La Liga,25.0,1992.0,23.0,21.0,1868.0,20.8,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.05,0.0,0.05,0.05,0.05,0.5,0.5,0.2,0.7,0.02,0.01,0.03,0.02,0.03,2016,ITA,DF,Valencia,es La Liga,25.0,1992.0,20.8,1.0,12.0,3.0,25.0,0.58,0.14,0.08,0.33,21.6,0.0,0.0,0.0,0.5,0.5,0.04,0.5,0.5
Roberto Piccoli,2017,ITA,"FW,MF",Atalanta,it Serie A,17.0,2001.0,2.0,0.0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.27,0.0,0.27,0.27,0.27,2017,ITA,"FW,MF",Atalanta,it Serie A,17.0,2001.0,0.5,0.0,2.0,0.0,0.0,3.75,0.0,0.0,,11.0,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1
Jordan Pickford,2018,GBR,GK,Everton,eng Premier League,24.0,1994.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,GBR,GK,Everton,eng Premier League,24.0,1994.0,38.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Jérémy Pied,2019,FRA,DF,Lille,fr Ligue 1,29.0,1989.0,11.0,4.0,469.0,5.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.38,0.0,0.38,0.0,0.0,1.1,1.1,0.0,0.2,0.2,0.0,0.2,2019,FRA,DF,Lille,fr Ligue 1,29.0,1989.0,5.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Ronaël Pierre-Gabriel,2020,FRA,DF,Monaco,fr Ligue 1,20.0,1998.0,4.0,4.0,355.0,3.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,2020,FRA,DF,Monaco,fr Ligue 1,20.0,1998.0,3.9,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Erik Pieters,2021,NLD,DF,Amiens,fr Ligue 1,29.0,1988.0,15.0,14.0,1261.0,14.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.07,0.07,0.14,0.07,0.14,1.1,1.1,0.7,1.8,0.08,0.05,0.13,0.08,0.13,2021,NLD,DF,Amiens,fr Ligue 1,29.0,1988.0,14.0,1.0,12.0,2.0,16.7,0.86,0.14,0.08,0.5,22.4,0.0,0.0,0.0,1.1,1.1,0.09,-0.1,-0.1
Tomás Pina Isla,2022,ESP,MF,Alavés,es La Liga,30.0,1987.0,28.0,27.0,2340.0,26.0,2.0,0.0,2.0,0.0,0.0,13.0,0.0,0.08,0.0,0.08,0.08,0.08,1.4,1.4,1.2,2.7,0.05,0.05,0.1,0.05,0.1,2022,ESP,MF,Alavés,es La Liga,30.0,1987.0,26.0,2.0,12.0,2.0,16.7,0.46,0.08,0.17,1.0,17.1,0.0,0.0,0.0,1.4,1.4,0.12,0.6,0.6
Andrea Pinamonti,2023,ITA,FW,Frosinone,it Serie A,19.0,1999.0,27.0,17.0,1625.0,18.1,5.0,3.0,5.0,0.0,0.0,2.0,0.0,0.28,0.17,0.44,0.28,0.44,6.5,6.5,0.5,7.1,0.36,0.03,0.39,0.36,0.39,2023,ITA,FW,Frosinone,it Serie A,19.0,1999.0,18.1,5.0,60.0,16.0,26.7,3.32,0.89,0.08,0.31,17.0,0.0,0.0,0.0,6.5,6.5,0.11,-1.5,-1.5
Carlo Pinsoglio,2024,ITA,GK,Juventus,it Serie A,28.0,1990.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,ITA,GK,Juventus,it Serie A,28.0,1990.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Virgile Pinson,2025,FRA,MF,Reims,fr Ligue 1,22.0,1996.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,FRA,MF,Reims,fr Ligue 1,22.0,1996.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Lenny Pintor,2026,FRA,FW,Lyon,fr Ligue 1,17.0,2000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026,FRA,FW,Lyon,fr Ligue 1,17.0,2000.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Gerard Piqué,2028,ESP,DF,Barcelona,es La Liga,31.0,1987.0,35.0,35.0,3150.0,35.0,4.0,2.0,4.0,0.0,0.0,6.0,0.0,0.11,0.06,0.17,0.11,0.17,3.3,3.3,1.4,4.6,0.09,0.04,0.13,0.09,0.13,2028,ESP,DF,Barcelona,es La Liga,31.0,1987.0,35.0,4.0,18.0,10.0,55.6,0.51,0.29,0.22,0.4,8.0,0.0,0.0,0.0,3.3,3.3,0.19,0.7,0.7
Facundo Píriz,2029,URY,"MF,FW",Montpellier,fr Ligue 1,28.0,1990.0,6.0,0.0,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2029,URY,"MF,FW",Montpellier,fr Ligue 1,28.0,1990.0,1.3,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Fabio Pisacane,2030,ITA,DF,Cagliari,it Serie A,32.0,1986.0,27.0,24.0,2266.0,25.2,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.04,0.04,0.08,0.04,0.08,0.8,0.8,1.2,2.0,0.03,0.05,0.08,0.03,0.08,2030,ITA,DF,Cagliari,it Serie A,32.0,1986.0,25.2,1.0,9.0,1.0,11.1,0.36,0.04,0.11,1.0,10.6,0.0,0.0,0.0,0.8,0.8,0.09,0.2,0.2
Łukasz Piszczek,2031,POL,DF,Dortmund,de Bundesliga,33.0,1985.0,20.0,20.0,1756.0,19.5,1.0,6.0,1.0,0.0,0.0,3.0,0.0,0.05,0.31,0.36,0.05,0.36,0.5,0.5,2.9,3.4,0.03,0.15,0.17,0.03,0.17,2031,POL,DF,Dortmund,de Bundesliga,33.0,1985.0,19.5,1.0,12.0,4.0,33.3,0.62,0.21,0.08,0.25,18.6,0.0,0.0,0.0,0.5,0.5,0.04,0.5,0.5
Claudio Pizarro,2032,PER,FW,Werder Bremen,de Bundesliga,39.0,1978.0,26.0,3.0,692.0,7.7,5.0,2.0,5.0,0.0,0.0,1.0,0.0,0.65,0.26,0.91,0.65,0.91,3.1,3.1,0.7,3.8,0.4,0.09,0.49,0.4,0.49,2032,PER,FW,Werder Bremen,de Bundesliga,39.0,1978.0,7.7,5.0,26.0,9.0,34.6,3.38,1.17,0.19,0.56,13.4,1.0,0.0,0.0,3.1,3.1,0.12,1.9,1.9
Marko Pjaca,2033,HRV,"FW,MF",Fiorentina,it Serie A,23.0,1995.0,19.0,8.0,750.0,8.3,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.12,0.12,0.24,0.12,0.24,1.6,1.6,1.0,2.6,0.19,0.12,0.32,0.19,0.32,2033,HRV,"FW,MF",Fiorentina,it Serie A,23.0,1995.0,8.3,1.0,19.0,7.0,36.8,2.28,0.84,0.05,0.14,14.2,0.0,0.0,0.0,1.6,1.6,0.08,-0.6,-0.6
Miralem Pjanić,2034,BIH,MF,Juventus,it Serie A,28.0,1990.0,31.0,27.0,2280.0,25.3,2.0,6.0,2.0,0.0,0.0,6.0,1.0,0.08,0.24,0.32,0.08,0.32,1.2,1.2,5.9,7.1,0.05,0.23,0.28,0.05,0.28,2034,BIH,MF,Juventus,it Serie A,28.0,1990.0,25.3,2.0,29.0,8.0,27.6,1.14,0.32,0.07,0.25,23.6,5.0,0.0,0.0,1.2,1.2,0.04,0.8,0.8
Carles Planas,2035,ESP,DF,Girona,es La Liga,27.0,1991.0,7.0,4.0,419.0,4.7,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.21,0.21,0.0,0.21,0.1,0.1,0.3,0.4,0.02,0.07,0.09,0.02,0.09,2035,ESP,DF,Girona,es La Liga,27.0,1991.0,4.7,0.0,1.0,0.0,0.0,0.21,0.0,0.0,,17.9,0.0,0.0,0.0,0.1,0.1,0.09,-0.1,-0.1
Óscar Plano,2036,ESP,"MF,FW",Valladolid,es La Liga,27.0,1991.0,33.0,30.0,2693.0,29.9,3.0,4.0,3.0,0.0,0.0,8.0,0.0,0.1,0.13,0.23,0.1,0.23,4.2,4.2,3.8,7.9,0.14,0.13,0.27,0.14,0.27,2036,ESP,"MF,FW",Valladolid,es La Liga,27.0,1991.0,29.9,3.0,46.0,14.0,30.4,1.54,0.47,0.07,0.21,18.8,1.0,0.0,0.0,4.2,4.2,0.09,-1.2,-1.2
Jaroslav Plašil,2037,CZE,MF,Bordeaux,fr Ligue 1,36.0,1982.0,23.0,16.0,1443.0,16.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.06,0.06,0.0,0.06,1.3,1.3,0.6,1.9,0.08,0.04,0.12,0.08,0.12,2037,CZE,MF,Bordeaux,fr Ligue 1,36.0,1982.0,16.0,0.0,14.0,2.0,14.3,0.87,0.12,0.0,0.0,21.8,0.0,0.0,0.0,1.3,1.3,0.09,-1.3,-1.3
Marvin Plattenhardt,2038,DEU,DF,Hertha BSC,de Bundesliga,26.0,1992.0,22.0,22.0,1924.0,21.4,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.05,0.09,0.14,0.05,0.14,0.8,0.8,3.1,3.9,0.04,0.15,0.18,0.04,0.18,2038,DEU,DF,Hertha BSC,de Bundesliga,26.0,1992.0,21.4,1.0,11.0,2.0,18.2,0.51,0.09,0.09,0.5,26.7,5.0,0.0,0.0,0.8,0.8,0.07,0.2,0.2
Stiven Plaza,2039,ECU,"FW,MF",Valladolid,es La Liga,19.0,1999.0,2.0,0.0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2039,ECU,"FW,MF",Valladolid,es La Liga,19.0,1999.0,0.4,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Alassane Pléa,2040,FRA,FW,M'Gladbach,de Bundesliga,25.0,1993.0,34.0,28.0,2503.0,27.8,12.0,4.0,12.0,0.0,0.0,2.0,0.0,0.43,0.14,0.58,0.43,0.58,10.4,10.3,2.8,13.1,0.38,0.1,0.48,0.37,0.47,2040,FRA,FW,M'Gladbach,de Bundesliga,25.0,1993.0,27.8,12.0,83.0,41.0,49.4,2.98,1.47,0.14,0.29,15.3,0.0,0.0,0.0,10.4,10.3,0.12,1.6,1.7
Luca Plogmann,2041,DEU,GK,Werder Bremen,de Bundesliga,18.0,2000.0,1.0,0.0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2041,DEU,GK,Werder Bremen,de Bundesliga,18.0,2000.0,0.4,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Morgan Poaty,2042,COG,MF,Montpellier,fr Ligue 1,21.0,1997.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.05,0.09,0.05,0.09,2042,COG,MF,Montpellier,fr Ligue 1,21.0,1997.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,26.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
Paul Pogba,2043,FRA,MF,Manchester Utd,eng Premier League,25.0,1993.0,35.0,34.0,3006.0,33.4,13.0,9.0,6.0,7.0,10.0,6.0,0.0,0.39,0.27,0.66,0.18,0.45,15.0,7.1,4.7,11.8,0.45,0.14,0.59,0.21,0.35,2043,FRA,MF,Manchester Utd,eng Premier League,25.0,1993.0,33.4,13.0,95.0,39.0,41.1,2.84,1.17,0.06,0.15,22.9,6.0,7.0,10.0,15.0,7.1,0.07,-2.0,-1.1
Denis-Will Poha,2044,FRA,MF,Rennes,fr Ligue 1,21.0,1997.0,2.0,0.0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2044,FRA,MF,Rennes,fr Ligue 1,21.0,1997.0,0.3,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Andrea Poli,2045,ITA,MF,Bologna,it Serie A,28.0,1989.0,30.0,23.0,1932.0,21.5,4.0,1.0,4.0,0.0,0.0,5.0,0.0,0.19,0.05,0.23,0.19,0.23,3.6,3.6,0.9,4.4,0.17,0.04,0.21,0.17,0.21,2045,ITA,MF,Bologna,it Serie A,28.0,1989.0,21.5,4.0,31.0,10.0,32.3,1.44,0.47,0.13,0.4,18.7,0.0,0.0,0.0,3.6,3.6,0.11,0.4,0.4
Matteo Politano,2046,ITA,FW,Inter,it Serie A,24.0,1993.0,36.0,31.0,2549.0,28.3,5.0,6.0,5.0,0.0,0.0,4.0,1.0,0.18,0.21,0.39,0.18,0.39,4.6,4.6,5.6,10.2,0.16,0.2,0.36,0.16,0.36,2046,ITA,FW,Inter,it Serie A,24.0,1993.0,28.3,5.0,79.0,23.0,29.1,2.79,0.81,0.06,0.22,21.5,2.0,0.0,0.0,4.6,4.6,0.06,0.4,0.4
Pierre-Yves Polomat,2047,FRA,DF,Saint-Étienne,fr Ligue 1,24.0,1993.0,18.0,11.0,950.0,10.6,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.19,0.19,0.0,0.19,0.2,0.2,1.8,2.0,0.02,0.17,0.19,0.02,0.19,2047,FRA,DF,Saint-Étienne,fr Ligue 1,24.0,1993.0,10.6,0.0,5.0,2.0,40.0,0.47,0.19,0.0,0.0,22.5,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2
Giacomo Poluzzi,2048,ITA,GK,SPAL,it Serie A,30.0,1988.0,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,ITA,GK,SPAL,it Serie A,30.0,1988.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Pere Pons,2049,ESP,MF,Girona,es La Liga,25.0,1993.0,34.0,32.0,2792.0,31.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.03,0.06,0.1,0.03,0.1,1.6,1.6,2.0,3.6,0.05,0.06,0.12,0.05,0.12,2049,ESP,MF,Girona,es La Liga,25.0,1993.0,31.0,1.0,19.0,6.0,31.6,0.61,0.19,0.05,0.17,21.0,0.0,0.0,0.0,1.6,1.6,0.09,-0.6,-0.6
Pedro Porro,2050,ESP,DF,Girona,es La Liga,18.0,1999.0,32.0,25.0,2211.0,24.6,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.16,0.16,0.0,0.16,1.6,1.6,2.9,4.5,0.07,0.12,0.18,0.07,0.18,2050,ESP,DF,Girona,es La Liga,18.0,1999.0,24.6,0.0,23.0,6.0,26.1,0.94,0.24,0.0,0.0,22.9,0.0,0.0,0.0,1.6,1.6,0.07,-1.6,-1.6
Manolo Portanova,2051,ITA,MF,Juventus,it Serie A,18.0,2000.0,1.0,0.0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2051,ITA,MF,Juventus,it Serie A,18.0,2000.0,0.4,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Francisco Portillo,2052,ESP,MF,Getafe,es La Liga,28.0,1990.0,32.0,19.0,1994.0,22.2,1.0,4.0,1.0,0.0,0.0,3.0,1.0,0.05,0.18,0.23,0.05,0.23,1.9,1.9,2.5,4.4,0.08,0.11,0.2,0.08,0.2,2052,ESP,MF,Getafe,es La Liga,28.0,1990.0,22.2,1.0,9.0,5.0,55.6,0.41,0.23,0.11,0.2,14.0,0.0,0.0,0.0,1.9,1.9,0.21,-0.9,-0.9
Portu,2054,ESP,"FW,MF",Girona,es La Liga,26.0,1992.0,34.0,33.0,2821.0,31.3,9.0,2.0,8.0,1.0,1.0,3.0,0.0,0.29,0.06,0.35,0.26,0.32,7.9,7.1,4.2,11.4,0.25,0.14,0.39,0.23,0.36,2054,ESP,"FW,MF",Girona,es La Liga,26.0,1992.0,31.3,9.0,36.0,17.0,47.2,1.15,0.54,0.22,0.47,13.7,0.0,1.0,1.0,7.9,7.1,0.2,1.1,0.9
Stefan Posch,2055,AUT,DF,Hoffenheim,de Bundesliga,21.0,1997.0,17.0,16.0,1402.0,15.6,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.8,0.02,0.03,0.05,0.02,0.05,2055,AUT,DF,Hoffenheim,de Bundesliga,21.0,1997.0,15.6,0.0,5.0,2.0,40.0,0.32,0.13,0.0,0.0,13.6,0.0,0.0,0.0,0.3,0.3,0.07,-0.3,-0.3
Sergio Postigo,2056,ESP,DF,Levante,es La Liga,29.0,1988.0,21.0,17.0,1449.0,16.1,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.06,0.06,0.12,0.06,0.12,0.9,0.9,0.7,1.6,0.06,0.04,0.1,0.06,0.1,2056,ESP,DF,Levante,es La Liga,29.0,1988.0,16.1,1.0,6.0,2.0,33.3,0.37,0.12,0.17,0.5,10.6,0.0,0.0,0.0,0.9,0.9,0.15,0.1,0.1
Yussuf Poulsen,2057,DNK,FW,RB Leipzig,de Bundesliga,24.0,1994.0,31.0,27.0,2451.0,27.2,15.0,3.0,15.0,0.0,0.0,2.0,0.0,0.55,0.11,0.66,0.55,0.66,12.0,11.7,4.2,15.9,0.44,0.16,0.6,0.43,0.59,2057,DNK,FW,RB Leipzig,de Bundesliga,24.0,1994.0,27.2,15.0,65.0,27.0,41.5,2.39,0.99,0.23,0.56,12.6,0.0,0.0,0.0,12.0,11.7,0.18,3.0,3.3
Maxime Poundjé,2058,FRA,DF,Bordeaux,fr Ligue 1,25.0,1992.0,30.0,28.0,2537.0,28.2,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.07,0.07,0.0,0.07,0.4,0.4,1.6,2.0,0.01,0.06,0.07,0.01,0.07,2058,FRA,DF,Bordeaux,fr Ligue 1,25.0,1992.0,28.2,0.0,10.0,1.0,10.0,0.35,0.04,0.0,0.0,23.5,0.0,0.0,0.0,0.4,0.4,0.04,-0.4,-0.4
Gaëtan Poussin,2059,FRA,GK,Bordeaux,fr Ligue 1,19.0,1999.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2059,FRA,GK,Bordeaux,fr Ligue 1,19.0,1999.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
José Pozo,2060,ESP,MF,Rayo Vallecano,es La Liga,22.0,1996.0,29.0,16.0,1617.0,18.0,3.0,0.0,3.0,0.0,0.0,4.0,0.0,0.17,0.0,0.17,0.17,0.17,2.6,2.6,1.9,4.5,0.15,0.11,0.25,0.15,0.25,2060,ESP,MF,Rayo Vallecano,es La Liga,22.0,1996.0,18.0,3.0,22.0,10.0,45.5,1.22,0.56,0.14,0.3,18.5,0.0,0.0,0.0,2.6,2.6,0.12,0.4,0.4
Dennis Praet,2061,BEL,MF,Sampdoria,it Serie A,24.0,1994.0,34.0,33.0,2890.0,32.1,2.0,3.0,2.0,0.0,0.0,6.0,0.0,0.06,0.09,0.16,0.06,0.16,2.3,2.3,5.0,7.4,0.07,0.16,0.23,0.07,0.23,2061,BEL,MF,Sampdoria,it Serie A,24.0,1994.0,32.1,2.0,34.0,12.0,35.3,1.06,0.37,0.06,0.17,22.6,0.0,0.0,0.0,2.3,2.3,0.07,-0.3,-0.3
Sanjin Prcić,2062,BIH,MF,Levante,es La Liga,24.0,1993.0,10.0,6.0,532.0,5.9,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.04,0.0,0.04,0.04,0.04,2062,BIH,MF,Levante,es La Liga,24.0,1993.0,5.9,0.0,8.0,1.0,12.5,1.35,0.17,0.0,0.0,28.2,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2
Nicolas de Préville,2064,FRA,"FW,MF",Bordeaux,fr Ligue 1,27.0,1991.0,23.0,14.0,1271.0,14.1,3.0,3.0,3.0,0.0,0.0,5.0,0.0,0.21,0.21,0.42,0.21,0.42,2.3,2.3,3.8,6.1,0.16,0.27,0.43,0.16,0.43,2064,FRA,"FW,MF",Bordeaux,fr Ligue 1,27.0,1991.0,14.1,3.0,32.0,11.0,34.4,2.27,0.78,0.09,0.27,21.3,5.0,0.0,0.0,2.3,2.3,0.07,0.7,0.7
Edgar Prib,2065,DEU,MF,Hannover 96,de Bundesliga,28.0,1989.0,4.0,2.0,202.0,2.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.45,0.45,0.0,0.45,0.6,0.6,0.5,1.0,0.26,0.2,0.46,0.26,0.46,2065,DEU,MF,Hannover 96,de Bundesliga,28.0,1989.0,2.2,0.0,6.0,1.0,16.7,2.67,0.45,0.0,0.0,24.6,1.0,0.0,0.0,0.6,0.6,0.1,-0.6,-0.6
Alex Pritchard,2066,GBR,"MF,FW",Huddersfield,eng Premier League,25.0,1993.0,30.0,26.0,2081.0,23.1,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.09,0.0,0.09,0.09,0.09,2.7,2.7,1.8,4.5,0.12,0.08,0.19,0.12,0.19,2066,GBR,"MF,FW",Huddersfield,eng Premier League,25.0,1993.0,23.1,2.0,47.0,13.0,27.7,2.03,0.56,0.04,0.15,20.3,1.0,0.0,0.0,2.7,2.7,0.06,-0.7,-0.7
Sebastian Prödl,2067,AUT,DF,Watford,eng Premier League,31.0,1987.0,1.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2067,AUT,DF,Watford,eng Premier League,31.0,1987.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Quincy Promes,2068,NLD,"FW,DF",Sevilla,es La Liga,26.0,1992.0,33.0,15.0,1583.0,17.6,2.0,3.0,2.0,0.0,1.0,2.0,0.0,0.11,0.17,0.28,0.11,0.28,2.9,2.0,4.5,6.5,0.16,0.25,0.42,0.11,0.37,2068,NLD,"FW,DF",Sevilla,es La Liga,26.0,1992.0,17.6,2.0,30.0,4.0,13.3,1.71,0.23,0.07,0.5,20.9,0.0,0.0,1.0,2.9,2.0,0.07,-0.9,0.0
Davy Pröpper,2069,NLD,MF,Brighton,eng Premier League,26.0,1991.0,30.0,30.0,2546.0,28.3,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.04,0.04,0.07,0.04,0.07,0.9,0.9,1.3,2.1,0.03,0.05,0.08,0.03,0.08,2069,NLD,MF,Brighton,eng Premier League,26.0,1991.0,28.3,1.0,15.0,2.0,13.3,0.53,0.07,0.07,0.5,15.9,0.0,0.0,0.0,0.9,0.9,0.06,0.1,0.1
Silvio Proto,2070,BEL,GK,Lazio,it Serie A,35.0,1983.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2070,BEL,GK,Lazio,it Serie A,35.0,1983.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Ivan Provedel,2071,ITA,GK,Empoli,it Serie A,24.0,1994.0,16.0,16.0,1440.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.01,0.0,0.01,2071,ITA,GK,Empoli,it Serie A,24.0,1994.0,16.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Javi Puado,2072,ESP,"FW,MF",Espanyol,es La Liga,20.0,1998.0,15.0,2.0,359.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.5,1.4,0.21,0.13,0.34,0.21,0.34,2072,ESP,"FW,MF",Espanyol,es La Liga,20.0,1998.0,4.0,0.0,8.0,2.0,25.0,2.01,0.5,0.0,0.0,15.4,0.0,0.0,0.0,0.9,0.9,0.11,-0.9,-0.9
