Player,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG
Raúl Albiol,57,ESP,DF,Villarreal,es La Liga,34.0,1985.0,35.0,35.0,3115.0,34.6,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,1.0,1.9,0.03,0.03,0.06,0.03,0.06
Marc Albrighton,58,GBR,"DF,FW",Leicester City,eng Premier League,30.0,1989.0,31.0,17.0,1746.0,19.4,1.0,5.0,1.0,0.0,0.0,2.0,0.0,0.05,0.26,0.31,0.05,0.31,1.2,1.2,3.5,4.7,0.06,0.18,0.24,0.06,0.24
Paco Alcácer,59,ESP,FW,Villarreal,es La Liga,26.0,1993.0,27.0,19.0,1544.0,17.2,6.0,4.0,5.0,1.0,2.0,0.0,0.0,0.35,0.23,0.58,0.29,0.52,9.0,7.5,2.8,10.2,0.53,0.16,0.69,0.43,0.6
Pedro Alcalá,60,ESP,DF,Cádiz,es La Liga,31.0,1989.0,13.0,8.0,909.0,10.1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.01,0.0,0.01,0.01,0.01
Thiago Alcántara,61,ESP,MF,Liverpool,eng Premier League,29.0,1991.0,24.0,20.0,1854.0,20.6,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.05,0.0,0.05,0.05,0.05,1.2,1.2,2.3,3.5,0.06,0.11,0.17,0.06,0.17
Rubén Alcaraz,62,ESP,MF,Valladolid,es La Liga,29.0,1991.0,30.0,25.0,2165.0,24.1,1.0,0.0,1.0,0.0,0.0,10.0,0.0,0.04,0.0,0.04,0.04,0.04,1.8,1.8,0.5,2.3,0.07,0.02,0.1,0.07,0.1
Omar Alderete,63,PRY,DF,Hertha BSC,de Bundesliga,23.0,1996.0,17.0,14.0,1299.0,14.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.02,0.01,0.03,0.02,0.03
Toby Alderweireld,64,BEL,DF,Tottenham,eng Premier League,31.0,1989.0,25.0,25.0,2240.0,24.9,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.04,0.0,0.04,0.04,0.04,0.7,0.7,0.7,1.4,0.03,0.03,0.06,0.03,0.06
Iván Alejo,65,ESP,"MF,FW",Cádiz,es La Liga,25.0,1995.0,22.0,6.0,827.0,9.2,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.11,0.11,0.22,0.11,0.22,1.1,1.1,0.8,1.9,0.12,0.09,0.21,0.12,0.21
Carles Aleñá,66,ESP,MF,Barcelona,es La Liga,22.0,1998.0,2.0,0.0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1
Rúnar Alex Rúnarsson,68,ISL,GK,Arsenal,eng Premier League,25.0,1995.0,1.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trent Alexander-Arnold,69,GBR,DF,Liverpool,eng Premier League,21.0,1998.0,36.0,34.0,3031.0,33.7,2.0,7.0,2.0,0.0,0.0,2.0,0.0,0.06,0.21,0.27,0.06,0.27,2.6,2.6,8.6,11.2,0.08,0.26,0.33,0.08,0.33
Alfon,70,ESP,MF,Celta Vigo,es La Liga,21.0,1999.0,2.0,0.0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.17,0.18,0.35,0.17,0.35
Mohamed Ali Cho,71,FRA,"FW,MF",Angers,fr Ligue 1,16.0,2004.0,21.0,1.0,348.0,3.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,0.1,2.0,0.49,0.02,0.51,0.49,0.51
Ezgjan Alioski,72,MKD,"DF,MF",Leeds United,eng Premier League,28.0,1992.0,36.0,29.0,2461.0,27.3,2.0,3.0,2.0,0.0,0.0,7.0,0.0,0.07,0.11,0.18,0.07,0.18,1.6,1.6,3.3,4.9,0.06,0.12,0.18,0.06,0.18
Rachid Alioui,73,MAR,FW,Angers,fr Ligue 1,28.0,1992.0,1.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alisson,74,BRA,GK,Liverpool,eng Premier League,27.0,1992.0,33.0,33.0,2970.0,33.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.03,0.0,0.03,0.03,0.03,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Saturnin Allagbé,75,BEN,GK,Dijon,fr Ligue 1,26.0,1993.0,12.0,12.0,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allan,76,BRA,MF,Everton,eng Premier League,29.0,1991.0,24.0,23.0,2051.0,22.8,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.8,1.1,0.01,0.03,0.05,0.01,0.05
Dele Alli,78,GBR,MF,Tottenham,eng Premier League,24.0,1996.0,15.0,7.0,620.0,6.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,2.0,2.0,1.2,3.3,0.3,0.18,0.47,0.3,0.47
Miguel Almirón,79,PRY,"MF,FW",Newcastle Utd,eng Premier League,26.0,1994.0,34.0,28.0,2429.0,27.0,4.0,1.0,4.0,0.0,0.0,3.0,0.0,0.15,0.04,0.19,0.15,0.19,3.2,3.2,2.9,6.1,0.12,0.11,0.23,0.12,0.23
Marcos Alonso,80,ESP,DF,Chelsea,eng Premier League,29.0,1990.0,13.0,11.0,960.0,10.7,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.19,0.0,0.19,0.19,0.19,1.8,1.8,1.3,3.2,0.17,0.13,0.3,0.17,0.3
Sergio Álvarez,81,ESP,"MF,DF",Eibar,es La Liga,28.0,1992.0,27.0,17.0,1568.0,17.4,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.8,0.02,0.02,0.04,0.02,0.04
Yeray Álvarez,82,ESP,DF,Athletic Club,es La Liga,25.0,1995.0,23.0,22.0,1948.0,21.6,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.05,0.0,0.05,0.05,0.05,0.6,0.6,0.5,1.1,0.03,0.02,0.05,0.03,0.05
Bruno Alves,83,PRT,DF,Parma,it Serie A,38.0,1981.0,19.0,18.0,1632.0,18.1,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.06,0.0,0.06,0.06,0.06,0.4,0.4,0.1,0.6,0.02,0.01,0.03,0.02,0.03
Steven Alzate,84,COL,MF,Brighton,eng Premier League,21.0,1998.0,15.0,10.0,896.0,10.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.1,0.0,0.1,0.1,0.1,0.8,0.8,0.6,1.4,0.08,0.06,0.14,0.08,0.14
Ibrahim Amadou,85,FRA,MF,Angers,fr Ligue 1,27.0,1993.0,24.0,20.0,1504.0,16.7,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.2,1.7,0.09,0.01,0.1,0.09,0.1
Romain Amalfitano,86,FRA,"FW,DF",Dijon,fr Ligue 1,30.0,1989.0,2.0,1.0,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.02,0.06,0.04,0.06
Emmanuel Amankwaa Akurugu,87,GHA,DF,Getafe,es La Liga,18.0,2001.0,1.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Amartey,88,GHA,DF,Leicester City,eng Premier League,25.0,1994.0,12.0,8.0,722.0,8.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.12,0.0,0.12,0.12,0.12,0.4,0.4,0.0,0.4,0.05,0.0,0.05,0.05,0.05
Jordan Amavi,89,FRA,DF,Marseille,fr Ligue 1,26.0,1994.0,13.0,10.0,813.0,9.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.11,0.0,0.11,0.11,0.11,0.2,0.2,0.3,0.5,0.03,0.03,0.06,0.03,0.06
Thierry Ambrose,90,GLP,FW,Metz,fr Ligue 1,23.0,1997.0,23.0,5.0,753.0,8.4,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.12,0.12,0.0,0.12,1.0,1.0,1.4,2.4,0.12,0.16,0.29,0.12,0.29
Wisdom Amey,91,ITA,DF,Bologna,it Serie A,14.0,2005.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nadiem Amiri,92,DEU,MF,Leverkusen,de Bundesliga,23.0,1996.0,29.0,20.0,1890.0,21.0,2.0,6.0,2.0,0.0,0.0,5.0,0.0,0.1,0.29,0.38,0.1,0.38,2.2,2.2,3.1,5.3,0.1,0.15,0.25,0.1,0.25
Ethan Ampadu,93,GB-WLS,"DF,MF",Sheffield Utd,eng Premier League,19.0,2000.0,25.0,23.0,2089.0,23.2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.2,1.5,0.01,0.05,0.07,0.01,0.07
Sofyan Amrabat,94,MAR,MF,Fiorentina,it Serie A,23.0,1996.0,31.0,28.0,2441.0,27.1,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,1.1,0.02,0.02,0.04,0.02,0.04
Jon Ander Garrido,95,ESP,MF,Cádiz,es La Liga,30.0,1989.0,23.0,7.0,800.0,8.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.03,0.01,0.04,0.03,0.04
Joachim Andersen,96,DNK,DF,Fulham,eng Premier League,24.0,1996.0,31.0,30.0,2730.0,30.3,1.0,1.0,1.0,0.0,0.0,7.0,1.0,0.03,0.03,0.07,0.03,0.07,1.2,1.2,0.4,1.7,0.04,0.01,0.05,0.04,0.05
Djavan Anderson,98,NLD,DF,Lazio,it Serie A,25.0,1995.0,3.0,1.0,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elliot Anderson,99,SYC,MF,Newcastle Utd,eng Premier League,17.0,2002.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
