,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA - SCA,SCA - SCA90,SCA Types - PassLive,SCA Types - PassDead,SCA Types - TO,SCA Types - Sh,SCA Types - Fld,SCA Types - Def,GCA - GCA,GCA - GCA90,GCA Types - PassLive,GCA Types - PassDead,GCA Types - TO,GCA Types - Sh,GCA Types - Fld,GCA Types - Def
11,Tyler Adams,us USA,MF,RB Leipzig,Bundesliga,19.0,1999.0,8.0,12.0,1.5,10.0,0.0,1.0,0.0,1.0,0.0,3.0,0.37,3.0,0.0,0.0,0.0,0.0,0.0
12,Antonio Adán,es ESP,GK,Atlético Madrid,La Liga,31.0,1987.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Aday,es ESP,"DF,MF",Girona,La Liga,30.0,1987.0,7.2,28.0,3.91,18.0,6.0,1.0,2.0,1.0,0.0,2.0,0.28,2.0,0.0,0.0,0.0,0.0,0.0
14,Khaled Adénon,bj BEN,DF,Amiens,Ligue 1,33.0,1985.0,22.2,11.0,0.5,8.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Claud Adjapong,it ITA,"MF,FW",Sassuolo,Serie A,20.0,1998.0,3.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Yacine Adli,fr FRA,MF,Bordeaux,Ligue 1,18.0,2000.0,2.4,10.0,4.17,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Ali Adnan Kadhim,iq IRQ,DF,Atalanta,Serie A,24.0,1993.0,1.8,8.0,4.34,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Aritz Aduriz,es ESP,FW,Athletic Club,La Liga,37.0,1981.0,10.5,19.0,1.81,14.0,0.0,0.0,3.0,2.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
19,Luis Advíncula,pe PER,DF,Rayo Vallecano,La Liga,28.0,1990.0,26.5,50.0,1.88,33.0,4.0,5.0,1.0,7.0,0.0,11.0,0.41,6.0,0.0,2.0,0.0,3.0,0.0
20,Martin Agirregabiria,es ESP,DF,Alavés,La Liga,22.0,1996.0,22.6,22.0,0.97,21.0,0.0,1.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
21,Nayef Aguerd,ma MAR,DF,Dijon,Ligue 1,22.0,1996.0,11.7,8.0,0.69,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Sergio Agüero,ar ARG,FW,Manchester City,Premier League,30.0,1988.0,27.3,91.0,3.33,60.0,1.0,11.0,10.0,7.0,2.0,19.0,0.7,14.0,0.0,2.0,2.0,1.0,0.0
23,Ruben Aguilar,fr FRA,DF,Montpellier,Ligue 1,25.0,1993.0,28.1,103.0,3.67,80.0,8.0,6.0,2.0,7.0,0.0,7.0,0.25,6.0,0.0,0.0,1.0,0.0,0.0
24,Juan Aguilera,es ESP,MF,Huesca,La Liga,32.0,1985.0,3.8,6.0,1.57,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Emmanuel Agyemang-Badu,gh GHA,MF,Udinese,Serie A,27.0,1990.0,1.8,2.0,1.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Jean-Eudes Aholou,ci CIV,MF,Monaco,Ligue 1,24.0,1994.0,11.9,28.0,2.34,20.0,0.0,3.0,3.0,1.0,1.0,3.0,0.25,2.0,0.0,0.0,1.0,0.0,0.0
28,Antonis Aidonis,de GER,DF,Stuttgart,Bundesliga,17.0,2001.0,0.9,1.0,1.13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Ola Aina,ng NGA,DF,Torino,Serie A,21.0,1996.0,24.0,57.0,2.37,37.0,6.0,7.0,1.0,4.0,2.0,5.0,0.21,3.0,1.0,0.0,0.0,1.0,0.0
30,Youssef Aït Bennasser,ma MAR,MF,Saint-Étienne,Ligue 1,22.0,1996.0,10.4,20.0,1.93,18.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Youssef Aït Bennasser,ma MAR,MF,Monaco,Ligue 1,22.0,1996.0,11.9,27.0,2.26,26.0,0.0,1.0,0.0,0.0,0.0,5.0,0.42,4.0,0.0,1.0,0.0,0.0,0.0
32,Rayan Aït Nouri,dz ALG,"DF,MF",Angers,Ligue 1,17.0,2001.0,0.6,2.0,3.16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Ludovic Ajorque,fr FRA,FW,Strasbourg,Ligue 1,24.0,1994.0,17.0,35.0,2.06,22.0,1.0,1.0,3.0,6.0,2.0,4.0,0.24,3.0,0.0,0.0,1.0,0.0,0.0
34,Manuel Akanji,ch SUI,DF,Dortmund,Bundesliga,23.0,1995.0,24.5,18.0,0.73,14.0,0.0,1.0,0.0,2.0,1.0,4.0,0.16,2.0,0.0,0.0,0.0,1.0,1.0
35,Carlos Akapo,gq EQG,DF,Huesca,La Liga,25.0,1993.0,11.4,17.0,1.51,11.0,2.0,2.0,1.0,1.0,0.0,2.0,0.18,1.0,0.0,0.0,0.0,1.0,0.0
36,Nathan Aké,nl NED,DF,Bournemouth,Premier League,23.0,1995.0,37.9,24.0,0.63,19.0,0.0,0.0,4.0,1.0,0.0,1.0,0.03,0.0,0.0,0.0,0.0,1.0,0.0
37,Sergio Akieme,es ESP,DF,Rayo Vallecano,La Liga,20.0,1997.0,2.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0
38,Chadrac Akolo,cd COD,"MF,FW",Stuttgart,Bundesliga,23.0,1995.0,5.8,21.0,3.6,15.0,0.0,3.0,2.0,1.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0
39,Kevin Akpoguma,ng NGA,DF,Hoffenheim,Bundesliga,23.0,1995.0,5.5,7.0,1.26,6.0,0.0,0.0,0.0,1.0,0.0,2.0,0.36,1.0,0.0,0.0,0.0,1.0,0.0
40,Kevin Akpoguma,ng NGA,DF,Hannover 96,Bundesliga,23.0,1995.0,3.5,4.0,1.15,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,David Alaba,at AUT,DF,Bayern Munich,Bundesliga,26.0,1992.0,28.1,84.0,2.99,64.0,4.0,4.0,10.0,2.0,0.0,9.0,0.32,7.0,1.0,1.0,0.0,0.0,0.0
42,Sofiane Alakouch,ma MAR,DF,Nîmes,Ligue 1,20.0,1998.0,21.1,56.0,2.66,37.0,6.0,7.0,0.0,6.0,0.0,5.0,0.24,4.0,0.0,0.0,0.0,1.0,0.0
43,Lucas Alario,ar ARG,"FW,MF",Leverkusen,Bundesliga,25.0,1992.0,14.1,31.0,2.21,29.0,0.0,0.0,1.0,1.0,0.0,4.0,0.28,4.0,0.0,0.0,0.0,0.0,0.0
44,Jordi Alba,es ESP,DF,Barcelona,La Liga,29.0,1989.0,33.2,84.0,2.53,76.0,3.0,1.0,0.0,3.0,1.0,13.0,0.39,12.0,0.0,0.0,0.0,1.0,0.0
45,Luis Alberto,es ESP,"MF,FW",Lazio,Serie A,25.0,1992.0,22.1,154.0,6.97,103.0,34.0,4.0,10.0,2.0,1.0,10.0,0.45,4.0,4.0,0.0,2.0,0.0,0.0
46,Raúl Albiol,es ESP,DF,Napoli,Serie A,32.0,1985.0,19.0,20.0,1.05,20.0,0.0,0.0,0.0,0.0,0.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0
47,Miiko Albornoz,cl CHI,"DF,MF",Hannover 96,Bundesliga,27.0,1990.0,18.4,37.0,2.01,27.0,5.0,2.0,2.0,0.0,1.0,4.0,0.22,4.0,0.0,0.0,0.0,0.0,0.0
48,Marc Albrighton,eng ENG,"FW,MF",Leicester City,Premier League,28.0,1989.0,18.1,47.0,2.6,37.0,4.0,3.0,3.0,0.0,0.0,4.0,0.22,4.0,0.0,0.0,0.0,0.0,0.0
49,Paco Alcácer,es ESP,FW,Dortmund,Bundesliga,24.0,1993.0,13.5,40.0,2.97,29.0,0.0,2.0,5.0,2.0,2.0,7.0,0.52,4.0,0.0,0.0,1.0,1.0,1.0
50,Pedro Alcalá,es ESP,DF,Girona,La Liga,29.0,1989.0,20.8,14.0,0.67,10.0,0.0,0.0,3.0,1.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
52,Thiago Alcántara,es ESP,MF,Bayern Munich,Bundesliga,27.0,1991.0,26.8,98.0,3.66,71.0,16.0,4.0,1.0,4.0,2.0,9.0,0.34,7.0,2.0,0.0,0.0,0.0,0.0
53,Rubén Alcaraz,es ESP,MF,Valladolid,La Liga,27.0,1991.0,33.1,62.0,1.87,43.0,4.0,3.0,3.0,8.0,1.0,5.0,0.15,3.0,0.0,1.0,0.0,1.0,0.0
54,Toby Alderweireld,be BEL,DF,Tottenham,Premier League,29.0,1989.0,32.5,34.0,1.05,29.0,0.0,1.0,4.0,0.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0
55,Álex Alegría,es ESP,"FW,MF",Rayo Vallecano,La Liga,25.0,1992.0,1.6,4.0,2.57,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Alexis Alegue,fr FRA,FW,Nantes,Ligue 1,21.0,1996.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Iván Alejo,es ESP,MF,Getafe,La Liga,23.0,1995.0,1.6,1.0,0.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Carles Aleñá,es ESP,MF,Barcelona,La Liga,20.0,1998.0,7.1,27.0,3.82,25.0,0.0,0.0,1.0,1.0,0.0,5.0,0.71,4.0,0.0,0.0,1.0,0.0,0.0
59,Rúnar Alex Rúnarsson,is ISL,GK,Dijon,Ligue 1,23.0,1995.0,25.0,5.0,0.2,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Alexander,ar ARG,FW,Leganés,La Liga,29.0,1988.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Trent Alexander-Arnold,eng ENG,DF,Liverpool,Premier League,19.0,1998.0,27.4,96.0,3.51,62.0,24.0,6.0,2.0,1.0,1.0,18.0,0.66,13.0,5.0,0.0,0.0,0.0,0.0
62,Rachid Alioui,ma MAR,FW,Nîmes,Ligue 1,26.0,1992.0,13.9,41.0,2.95,29.0,1.0,2.0,7.0,1.0,1.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0
63,Alisson,br BRA,GK,Liverpool,Premier League,25.0,1992.0,38.0,4.0,0.11,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0
64,Bobby Allain,fr FRA,GK,Dijon,Ligue 1,26.0,1991.0,13.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Allan,br BRA,MF,Napoli,Serie A,27.0,1991.0,29.1,88.0,3.03,75.0,0.0,7.0,2.0,2.0,2.0,10.0,0.34,9.0,0.0,1.0,0.0,0.0,0.0
66,Allan,br BRA,MF,Eint Frankfurt,Bundesliga,21.0,1997.0,2.0,7.0,3.58,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Dele Alli,eng ENG,MF,Tottenham,Premier League,22.0,1996.0,20.3,64.0,3.16,45.0,2.0,6.0,5.0,5.0,1.0,5.0,0.25,3.0,0.0,0.0,1.0,1.0,0.0
68,Miguel Almirón,py PAR,MF,Newcastle Utd,Premier League,24.0,1994.0,8.4,36.0,4.27,27.0,0.0,1.0,3.0,3.0,2.0,3.0,0.36,1.0,0.0,0.0,1.0,1.0,0.0
69,Júnior Alonso,py PAR,"DF,MF",Celta Vigo,La Liga,25.0,1993.0,6.0,6.0,1.01,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Marcos Alonso,es ESP,DF,Chelsea,Premier League,27.0,1990.0,30.7,66.0,2.15,55.0,1.0,0.0,5.0,4.0,1.0,10.0,0.33,6.0,0.0,0.0,2.0,2.0,0.0
71,Mickaël Alphonse,gp GLP,DF,Dijon,Ligue 1,29.0,1989.0,6.3,16.0,2.52,13.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Sergio Álvarez,es ESP,"DF,MF",Eibar,La Liga,26.0,1992.0,11.9,5.0,0.42,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0
73,Sergio Álvarez,es ESP,GK,Celta Vigo,La Liga,31.0,1986.0,13.0,1.0,0.08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Yeray Álvarez,es ESP,DF,Athletic Club,La Liga,23.0,1995.0,29.0,10.0,0.34,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Bruno Alves,pt POR,DF,Parma,Serie A,36.0,1981.0,32.5,24.0,0.74,18.0,3.0,1.0,1.0,0.0,1.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0
76,Dani Alves,br BRA,"MF,DF",Paris S-G,Ligue 1,35.0,1983.0,18.0,60.0,3.33,54.0,2.0,0.0,1.0,2.0,1.0,11.0,0.61,10.0,0.0,0.0,0.0,0.0,1.0
78,Alfons Amade,de GER,MF,Hoffenheim,Bundesliga,18.0,1999.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Ibrahim Amadou,fr FRA,"MF,DF",Sevilla,La Liga,25.0,1993.0,8.5,9.0,1.06,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Romain Amalfitano,fr FRA,"MF,FW",Dijon,Ligue 1,28.0,1989.0,28.0,40.0,1.43,36.0,0.0,0.0,1.0,2.0,1.0,1.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0
81,Daniel Amartey,gh GHA,DF,Leicester City,Premier League,23.0,1994.0,7.1,11.0,1.55,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Jordi Amat,id IDN,DF,Rayo Vallecano,La Liga,26.0,1992.0,30.7,16.0,0.52,11.0,2.0,0.0,1.0,1.0,1.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
83,Amath,sn SEN,MF,Getafe,La Liga,22.0,1996.0,11.1,34.0,3.05,23.0,0.0,3.0,4.0,3.0,1.0,3.0,0.27,2.0,0.0,0.0,1.0,0.0,0.0
84,Jordan Amavi,fr FRA,DF,Marseille,Ligue 1,24.0,1994.0,24.2,53.0,2.19,41.0,5.0,2.0,3.0,0.0,2.0,3.0,0.12,3.0,0.0,0.0,0.0,0.0,0.0
85,Kelvin Amian,fr FRA,DF,Toulouse,Ligue 1,20.0,1998.0,32.0,38.0,1.19,26.0,5.0,5.0,2.0,0.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0
86,Nadiem Amiri,de GER,MF,Hoffenheim,Bundesliga,21.0,1996.0,8.4,28.0,3.34,21.0,1.0,4.0,1.0,1.0,0.0,3.0,0.36,1.0,0.0,1.0,0.0,1.0,0.0
87,Yanis Ammour,fr FRA,MF,Montpellier,Ligue 1,19.0,1999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Luke Amos,eng ENG,MF,Tottenham,Premier League,21.0,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Joachim Andersen,dk DEN,DF,Sampdoria,Serie A,22.0,1996.0,32.0,27.0,0.84,23.0,1.0,0.0,2.0,0.0,1.0,3.0,0.09,3.0,0.0,0.0,0.0,0.0,0.0
90,Felipe Anderson,br BRA,"MF,FW",West Ham,Premier League,25.0,1993.0,33.8,139.0,4.11,95.0,17.0,11.0,5.0,7.0,4.0,15.0,0.44,10.0,0.0,3.0,2.0,0.0,0.0
91,Florin Andone,ro ROU,FW,Brighton,Premier League,25.0,1993.0,9.8,13.0,1.33,7.0,0.0,1.0,3.0,2.0,0.0,1.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0
92,Benjamin André,fr FRA,MF,Rennes,Ligue 1,27.0,1990.0,27.7,67.0,2.42,50.0,1.0,4.0,1.0,7.0,4.0,6.0,0.22,4.0,0.0,1.0,0.0,1.0,0.0
93,Marco Andreolli,it ITA,DF,Cagliari,Serie A,32.0,1986.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Marco Andreolli,it ITA,DF,Chievo,Serie A,32.0,1986.0,7.2,2.0,0.28,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Yoann Andreu,fr FRA,DF,Angers,Ligue 1,29.0,1989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,José Ángel,es ESP,DF,Eibar,La Liga,28.0,1989.0,33.6,92.0,2.73,59.0,25.0,4.0,2.0,1.0,1.0,5.0,0.15,4.0,1.0,0.0,0.0,0.0,0.0
97,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,La Liga,34.0,1984.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Cristian Ansaldi,ar ARG,"DF,MF",Torino,Serie A,31.0,1986.0,20.1,66.0,3.29,40.0,10.0,9.0,4.0,2.0,1.0,5.0,0.25,3.0,0.0,1.0,0.0,0.0,1.0
99,Mirco Antenucci,it ITA,FW,SPAL,Serie A,33.0,1984.0,23.7,64.0,2.7,46.0,0.0,3.0,6.0,7.0,2.0,5.0,0.21,3.0,0.0,1.0,0.0,1.0,0.0
100,Waldemar Anton,de GER,DF,Hannover 96,Bundesliga,22.0,1996.0,34.0,27.0,0.79,21.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Luca Antonelli,it ITA,DF,Empoli,Serie A,31.0,1987.0,8.4,11.0,1.31,8.0,0.0,0.0,1.0,1.0,1.0,2.0,0.24,2.0,0.0,0.0,0.0,0.0,0.0
102,Mauro Antonio Burruchaga,ar ARG,MF,Chievo,Serie A,20.0,1998.0,0.6,1.0,1.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Michail Antonio,jm JAM,"MF,FW",West Ham,Premier League,28.0,1990.0,23.4,64.0,2.74,40.0,0.0,9.0,8.0,5.0,2.0,10.0,0.43,5.0,0.0,1.0,2.0,2.0,0.0
105,Antoñito,es ESP,"DF,MF",Valladolid,La Liga,30.0,1987.0,20.7,49.0,2.37,38.0,2.0,7.0,0.0,2.0,0.0,2.0,0.1,1.0,0.0,1.0,0.0,0.0,0.0
106,Vitorino Antunes,pt POR,"DF,MF",Getafe,La Liga,31.0,1987.0,24.2,68.0,2.81,37.0,21.0,4.0,3.0,2.0,1.0,6.0,0.25,5.0,1.0,0.0,0.0,0.0,0.0
107,Anuar,ma MAR,"MF,FW",Valladolid,La Liga,23.0,1995.0,12.0,10.0,0.83,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Dennis Aogo,de GER,MF,Stuttgart,Bundesliga,31.0,1987.0,11.4,26.0,2.28,15.0,8.0,1.0,2.0,0.0,0.0,1.0,0.09,0.0,0.0,0.0,1.0,0.0,0.0
109,Houssem Aouar,fr FRA,MF,Lyon,Ligue 1,20.0,1998.0,34.0,123.0,3.62,97.0,0.0,5.0,11.0,9.0,1.0,20.0,0.59,11.0,0.0,0.0,3.0,5.0,1.0
110,Emmanuel Apeh,ng NGA,"FW,MF",Celta Vigo,La Liga,21.0,1996.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Mauro Arambarri,uy URU,MF,Getafe,La Liga,22.0,1995.0,29.7,38.0,1.28,21.0,1.0,4.0,2.0,9.0,1.0,3.0,0.1,1.0,0.0,0.0,0.0,1.0,1.0
112,Guilherme Arana,br BRA,DF,Sevilla,La Liga,21.0,1997.0,7.0,5.0,0.72,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Charles Aránguiz,cl CHI,MF,Leverkusen,Bundesliga,29.0,1989.0,21.0,72.0,3.42,64.0,4.0,0.0,3.0,1.0,0.0,13.0,0.62,12.0,0.0,0.0,1.0,0.0,0.0
114,Luiz Araújo,br BRA,"FW,MF",Lille,Ligue 1,22.0,1996.0,8.7,30.0,3.46,23.0,3.0,1.0,2.0,1.0,0.0,3.0,0.35,2.0,0.0,1.0,0.0,0.0,0.0
115,Néstor Araujo,mx MEX,DF,Celta Vigo,La Liga,26.0,1991.0,29.8,11.0,0.37,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Anaitz Arbilla,es ESP,DF,Eibar,La Liga,31.0,1987.0,21.7,16.0,0.74,14.0,0.0,0.0,1.0,1.0,0.0,3.0,0.14,3.0,0.0,0.0,0.0,0.0,0.0
117,Joaquín Ardaiz,uy URU,FW,Frosinone,Serie A,19.0,1999.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Alphonse Areola,fr FRA,GK,Paris S-G,Ligue 1,25.0,1993.0,21.0,3.0,0.14,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
119,Santiago Arias,co COL,DF,Atlético Madrid,La Liga,26.0,1992.0,19.7,37.0,1.88,30.0,4.0,1.0,0.0,2.0,0.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0
120,Lorenzo Ariaudo,it ITA,DF,Frosinone,Serie A,29.0,1989.0,18.7,14.0,0.75,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Nicolò Armini,it ITA,DF,Lazio,Serie A,17.0,2001.0,0.4,1.0,2.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Yoël Armougom,fr FRA,DF,Caen,Ligue 1,20.0,1998.0,20.6,39.0,1.89,33.0,2.0,0.0,1.0,1.0,2.0,4.0,0.19,4.0,0.0,0.0,0.0,0.0,0.0
123,Stuart Armstrong,sct SCO,MF,Southampton,Premier League,26.0,1992.0,15.9,61.0,3.83,43.0,2.0,3.0,5.0,7.0,1.0,8.0,0.5,6.0,0.0,0.0,0.0,2.0,0.0
124,José Arnaiz,es ESP,"MF,FW",Leganés,La Liga,23.0,1995.0,1.3,2.0,1.59,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Marko Arnautović,at AUT,FW,West Ham,Premier League,29.0,1989.0,22.1,66.0,2.99,52.0,0.0,5.0,7.0,2.0,0.0,8.0,0.36,7.0,0.0,0.0,1.0,0.0,0.0
126,Maximilian Arnold,de GER,MF,Wolfsburg,Bundesliga,24.0,1994.0,31.9,90.0,2.82,41.0,30.0,4.0,6.0,9.0,0.0,14.0,0.44,4.0,6.0,1.0,1.0,2.0,0.0
127,Kepa Arrizabalaga,es ESP,GK,Chelsea,Premier League,23.0,1994.0,36.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
