,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles - Tkl,Tackles - TklW,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Challenges - Tkl,Challenges - Att,Challenges - Tkl%,Challenges - Lost,Blocks - Blocks,Blocks - Sh,Blocks - Pass,Int,Tkl+Int,Clr,Err
642,Danilo,br BRA,"DF,MF",Juventus,Serie A,29.0,1991.0,32.4,62.0,31.0,37.0,16.0,9.0,35.0,66.0,53.0,31.0,32.0,12.0,20.0,66.0,128.0,68.0,2.0
643,Scott Dann,eng ENG,DF,Crystal Palace,Premier League,33.0,1987.0,15.0,6.0,4.0,5.0,1.0,0.0,4.0,11.0,36.4,7.0,16.0,14.0,2.0,18.0,24.0,59.0,1.0
644,Tiago Dantas,pt POR,MF,Bayern Munich,Bundesliga,19.0,2000.0,0.8,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
645,Dante,br BRA,DF,Nice,Ligue 1,36.0,1983.0,8.6,10.0,5.0,6.0,4.0,0.0,3.0,7.0,42.9,4.0,6.0,4.0,2.0,10.0,20.0,20.0,0.0
646,Andrea Danzi,it ITA,DF,Hellas Verona,Serie A,21.0,1999.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0
647,Ebrima Darboe,gm GAM,MF,Roma,Serie A,19.0,2001.0,3.6,5.0,2.0,3.0,1.0,1.0,3.0,10.0,30.0,7.0,3.0,0.0,3.0,8.0,13.0,0.0,1.0
648,Márton Dárdai,de GER,"DF,MF",Hertha BSC,Bundesliga,18.0,2002.0,9.1,17.0,10.0,10.0,6.0,1.0,9.0,16.0,56.3,7.0,7.0,3.0,4.0,16.0,33.0,31.0,0.0
650,Vladimír Darida,cz CZE,MF,Hertha BSC,Bundesliga,29.0,1990.0,21.1,34.0,19.0,11.0,19.0,4.0,9.0,31.0,29.0,22.0,34.0,2.0,32.0,27.0,61.0,18.0,0.0
651,Karl Darlow,eng ENG,GK,Newcastle Utd,Premier League,29.0,1990.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0
652,Matteo Darmian,it ITA,DF,Parma,Serie A,30.0,1989.0,2.3,6.0,5.0,3.0,3.0,0.0,4.0,7.0,57.1,3.0,2.0,0.0,2.0,6.0,12.0,7.0,0.0
653,Matteo Darmian,it ITA,DF,Inter,Serie A,30.0,1989.0,12.9,30.0,16.0,12.0,7.0,11.0,16.0,28.0,57.1,12.0,9.0,2.0,7.0,17.0,47.0,35.0,0.0
654,Jonathan David,ca CAN,FW,Lille,Ligue 1,20.0,2000.0,26.2,17.0,10.0,5.0,5.0,7.0,9.0,24.0,37.5,15.0,19.0,1.0,18.0,3.0,20.0,9.0,0.0
655,Alphonso Davies,ca CAN,DF,Bayern Munich,Bundesliga,19.0,2000.0,19.6,39.0,27.0,16.0,17.0,6.0,28.0,40.0,70.0,12.0,21.0,1.0,20.0,28.0,67.0,33.0,1.0
656,Ben Davies,wls WAL,DF,Tottenham,Premier League,27.0,1993.0,15.0,27.0,17.0,10.0,11.0,6.0,13.0,30.0,43.3,17.0,10.0,5.0,5.0,18.0,45.0,49.0,2.0
657,Tom Davies,eng ENG,MF,Everton,Premier League,22.0,1998.0,15.8,31.0,18.0,17.0,12.0,2.0,16.0,39.0,41.0,23.0,15.0,9.0,6.0,34.0,65.0,21.0,2.0
658,Keinan Davis,eng ENG,"FW,MF",Aston Villa,Premier League,22.0,1998.0,3.1,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0
659,Leif Davis,eng ENG,DF,Leeds United,Premier League,20.0,2000.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
660,Paweł Dawidowicz,pl POL,DF,Hellas Verona,Serie A,25.0,1995.0,20.7,42.0,28.0,30.0,10.0,2.0,14.0,24.0,58.3,10.0,28.0,19.0,9.0,27.0,69.0,62.0,1.0
661,Craig Dawson,eng ENG,DF,West Ham,Premier League,30.0,1990.0,21.4,11.0,8.0,7.0,4.0,0.0,5.0,12.0,41.7,7.0,26.0,22.0,4.0,32.0,43.0,88.0,3.0
662,Kevin De Bruyne,be BEL,MF,Manchester City,Premier League,29.0,1991.0,22.2,34.0,21.0,6.0,18.0,10.0,13.0,48.0,27.1,35.0,26.0,1.0,25.0,9.0,43.0,10.0,0.0
663,Sebastien De Maio,fr FRA,DF,Udinese,Serie A,33.0,1987.0,9.5,15.0,10.0,6.0,9.0,0.0,4.0,5.0,80.0,1.0,16.0,9.0,7.0,18.0,33.0,41.0,0.0
664,Rodrigo De Paul,ar ARG,MF,Udinese,Serie A,26.0,1994.0,35.6,41.0,24.0,17.0,22.0,2.0,15.0,60.0,25.0,45.0,32.0,1.0,31.0,17.0,58.0,20.0,1.0
665,Mattia De Sciglio,it ITA,DF,Juventus,Serie A,27.0,1992.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
666,Mattia De Sciglio,it ITA,DF,Lyon,Ligue 1,27.0,1992.0,16.3,29.0,17.0,15.0,11.0,3.0,18.0,27.0,66.7,9.0,13.0,4.0,9.0,27.0,56.0,44.0,0.0
667,Lorenzo De Silvestri,it ITA,DF,Bologna,Serie A,32.0,1988.0,23.8,34.0,24.0,18.0,13.0,3.0,16.0,37.0,43.2,21.0,37.0,10.0,27.0,30.0,64.0,62.0,3.0
668,Thibault De Smet,be BEL,DF,Reims,Ligue 1,22.0,1998.0,5.5,11.0,6.0,8.0,3.0,0.0,6.0,15.0,40.0,9.0,8.0,1.0,7.0,6.0,17.0,16.0,0.0
669,Lucas Deaux,fr FRA,"MF,DF",Nîmes,Ligue 1,31.0,1988.0,19.5,47.0,32.0,20.0,22.0,5.0,16.0,49.0,32.7,33.0,20.0,3.0,17.0,20.0,67.0,30.0,4.0
670,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,Ligue 1,35.0,1985.0,23.4,58.0,33.0,37.0,17.0,4.0,40.0,62.0,64.5,22.0,27.0,9.0,18.0,45.0,103.0,61.0,0.0
671,Grégoire Defrel,mq MTQ,"MF,FW",Sassuolo,Serie A,29.0,1991.0,14.8,13.0,8.0,5.0,5.0,3.0,5.0,13.0,38.5,8.0,9.0,0.0,9.0,7.0,20.0,5.0,0.0
672,Alessandro Deiola,it ITA,MF,Spezia,Serie A,24.0,1995.0,4.0,6.0,3.0,2.0,3.0,1.0,5.0,13.0,38.5,8.0,3.0,1.0,2.0,3.0,9.0,1.0,0.0
673,Alessandro Deiola,it ITA,MF,Cagliari,Serie A,24.0,1995.0,6.8,13.0,5.0,5.0,4.0,4.0,8.0,23.0,34.8,15.0,7.0,2.0,5.0,11.0,24.0,11.0,0.0
674,Romain Del Castillo,fr FRA,"MF,FW",Rennes,Ligue 1,24.0,1996.0,7.2,30.0,11.0,5.0,14.0,11.0,5.0,25.0,20.0,20.0,6.0,0.0,6.0,3.0,33.0,4.0,1.0
676,Lorenzo Del Pinto,it ITA,MF,Benevento,Serie A,30.0,1990.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,Thomas Delaine,fr FRA,"DF,FW",Metz,Ligue 1,28.0,1992.0,19.8,32.0,18.0,19.0,11.0,2.0,20.0,35.0,57.1,15.0,22.0,5.0,17.0,24.0,56.0,30.0,1.0
678,Thomas Delaney,dk DEN,MF,Dortmund,Bundesliga,28.0,1991.0,14.3,40.0,30.0,15.0,20.0,5.0,11.0,31.0,35.5,20.0,28.0,10.0,18.0,22.0,62.0,15.0,1.0
679,Liam Delap,eng ENG,FW,Manchester City,Premier League,17.0,2003.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,Jonathan Delaplace,fr FRA,DF,Lorient,Ligue 1,34.0,1986.0,10.1,8.0,5.0,5.0,1.0,2.0,7.0,13.0,53.8,6.0,12.0,5.0,7.0,17.0,25.0,19.0,1.0
681,Sacha Delaye,fr FRA,MF,Montpellier,Ligue 1,18.0,2002.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
682,Cristian Dell'Orco,it ITA,DF,Spezia,Serie A,26.0,1994.0,2.9,1.0,0.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,8.0,5.0,3.0,7.0,8.0,9.0,1.0
683,Andy Delort,dz ALG,FW,Montpellier,Ligue 1,28.0,1991.0,27.6,12.0,7.0,1.0,9.0,2.0,8.0,18.0,44.4,10.0,11.0,1.0,10.0,4.0,16.0,34.0,0.0
684,Fabian Delph,eng ENG,"MF,DF",Everton,Premier League,30.0,1989.0,3.0,5.0,2.0,3.0,2.0,0.0,1.0,3.0,33.3,2.0,2.0,0.0,2.0,4.0,9.0,8.0,1.0
685,Moussa Dembélé,fr FRA,FW,Atlético Madrid,La Liga,24.0,1996.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
686,Moussa Dembélé,fr FRA,FW,Lyon,Ligue 1,24.0,1996.0,7.5,2.0,2.0,0.0,1.0,1.0,0.0,4.0,0.0,4.0,4.0,2.0,2.0,5.0,7.0,9.0,0.0
687,Ousmane Dembélé,fr FRA,FW,Barcelona,La Liga,23.0,1997.0,19.7,14.0,9.0,4.0,9.0,1.0,6.0,17.0,35.3,11.0,10.0,0.0,10.0,9.0,23.0,3.0,1.0
688,Merih Demiral,tr TUR,DF,Juventus,Serie A,22.0,1998.0,10.4,12.0,9.0,8.0,4.0,0.0,5.0,13.0,38.5,8.0,16.0,9.0,7.0,21.0,33.0,40.0,0.0
689,Kerem Demirbay,de GER,MF,Leverkusen,Bundesliga,27.0,1993.0,19.4,46.0,31.0,15.0,26.0,5.0,19.0,38.0,50.0,19.0,21.0,4.0,17.0,8.0,54.0,6.0,1.0
690,Ermedin Demirović,ba BIH,FW,Freiburg,Bundesliga,22.0,1998.0,16.6,15.0,9.0,4.0,6.0,5.0,2.0,16.0,12.5,14.0,29.0,5.0,24.0,0.0,15.0,27.0,0.0
691,Diego Demme,de GER,MF,Napoli,Serie A,28.0,1991.0,17.7,56.0,32.0,26.0,22.0,8.0,23.0,63.0,36.5,40.0,14.0,1.0,13.0,11.0,67.0,15.0,1.0
692,Jason Denayer,be BEL,DF,Lyon,Ligue 1,25.0,1995.0,29.0,25.0,16.0,16.0,9.0,0.0,6.0,13.0,46.2,7.0,36.0,25.0,11.0,27.0,52.0,91.0,1.0
693,Leander Dendoncker,be BEL,"MF,DF",Wolves,Premier League,25.0,1995.0,27.8,54.0,29.0,29.0,22.0,3.0,31.0,60.0,51.7,29.0,38.0,15.0,23.0,27.0,81.0,52.0,2.0
694,Kevin Denkey,tg TOG,FW,Nîmes,Ligue 1,19.0,2000.0,5.8,4.0,2.0,0.0,3.0,1.0,0.0,3.0,0.0,3.0,2.0,0.0,2.0,1.0,5.0,2.0,0.0
695,Emmanuel Dennis,ng NGA,FW,Köln,Bundesliga,22.0,1997.0,5.3,13.0,7.0,6.0,5.0,2.0,1.0,6.0,16.7,5.0,6.0,0.0,6.0,0.0,13.0,0.0,1.0
696,Stefano Denswil,nl NED,DF,Bologna,Serie A,27.0,1993.0,1.3,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0
697,Fabio Depaoli,it ITA,DF,Benevento,Serie A,23.0,1997.0,12.4,25.0,13.0,15.0,6.0,4.0,15.0,32.0,46.9,17.0,16.0,4.0,12.0,12.0,37.0,38.0,0.0
698,Fabio Depaoli,it ITA,MF,Sampdoria,Serie A,23.0,1997.0,0.9,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
699,Fabio Depaoli,it ITA,DF,Atalanta,Serie A,23.0,1997.0,2.1,3.0,2.0,0.0,1.0,2.0,1.0,2.0,50.0,1.0,4.0,0.0,4.0,3.0,6.0,2.0,0.0
700,Clément Depres,fr FRA,FW,Nîmes,Ligue 1,25.0,1994.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,Mike van der Hoorn,nl NED,DF,Arminia,Bundesliga,27.0,1992.0,15.1,8.0,4.0,3.0,5.0,0.0,1.0,3.0,33.3,2.0,12.0,8.0,4.0,27.0,35.0,73.0,0.0
703,Kastriot Dermaku,al ALB,"DF,MF",Parma,Serie A,28.0,1992.0,1.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,1.0,2.0,3.0,8.0,0.0
704,Kiril Despodov,bg BUL,FW,Cagliari,Serie A,23.0,1996.0,0.1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
705,Sergiño Dest,us USA,"DF,FW",Barcelona,La Liga,19.0,2000.0,21.2,31.0,16.0,23.0,6.0,2.0,18.0,32.0,56.3,14.0,25.0,4.0,21.0,10.0,41.0,24.0,1.0
706,Mattia Destro,it ITA,FW,Genoa,Serie A,29.0,1991.0,17.8,6.0,3.0,0.0,3.0,3.0,2.0,9.0,22.2,7.0,11.0,0.0,11.0,4.0,10.0,8.0,0.0
707,Gerard Deulofeu,es ESP,"FW,MF",Udinese,Serie A,26.0,1994.0,6.6,2.0,2.0,1.0,1.0,0.0,2.0,12.0,16.7,10.0,2.0,0.0,2.0,3.0,5.0,0.0,0.0
708,Deyverson,br BRA,FW,Alavés,La Liga,29.0,1991.0,9.7,6.0,4.0,3.0,1.0,2.0,2.0,13.0,15.4,11.0,9.0,0.0,9.0,9.0,15.0,13.0,0.0
709,Jacopo Dezi,it ITA,"FW,MF",Parma,Serie A,28.0,1992.0,0.9,4.0,3.0,0.0,2.0,2.0,3.0,6.0,50.0,3.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0
710,Samuel Di Carmine,it ITA,FW,Hellas Verona,Serie A,31.0,1988.0,5.6,1.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0
711,Samuel Di Carmine,it ITA,FW,Crotone,Serie A,31.0,1988.0,5.3,2.0,2.0,1.0,0.0,1.0,1.0,3.0,33.3,2.0,2.0,0.0,2.0,0.0,2.0,5.0,0.0
712,Giovanni Di Lorenzo,it ITA,DF,Napoli,Serie A,26.0,1993.0,36.0,79.0,50.0,54.0,21.0,4.0,43.0,75.0,57.3,32.0,37.0,13.0,24.0,35.0,114.0,64.0,1.0
713,Ángel Di María,ar ARG,"FW,MF",Paris S-G,Ligue 1,32.0,1988.0,20.6,26.0,17.0,6.0,8.0,12.0,11.0,45.0,24.4,34.0,14.0,1.0,13.0,6.0,32.0,7.0,0.0
714,Alessandro Di Pardo,it ITA,"FW,DF",Juventus,Serie A,21.0,1999.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
715,Giuseppe Di Serio,it ITA,"FW,MF",Benevento,Serie A,19.0,2001.0,3.2,2.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0,4.0,5.0,0.0,5.0,0.0,2.0,4.0,0.0
716,Boulaye Dia,sn SEN,"FW,MF",Reims,Ligue 1,23.0,1996.0,32.6,23.0,12.0,3.0,11.0,9.0,4.0,22.0,18.2,18.0,19.0,5.0,14.0,12.0,35.0,37.0,1.0
717,Abdoulay Diaby,ml MLI,DF,Getafe,La Liga,29.0,1991.0,0.2,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0
718,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,Bundesliga,21.0,1999.0,26.5,10.0,6.0,4.0,5.0,1.0,6.0,20.0,30.0,14.0,11.0,0.0,11.0,12.0,22.0,5.0,0.0
719,Mbaye Diagne,sn SEN,FW,West Brom,Premier League,28.0,1991.0,13.2,4.0,3.0,3.0,0.0,1.0,1.0,4.0,25.0,3.0,2.0,1.0,1.0,1.0,5.0,16.0,0.0
720,Mouctar Diakhaby,gn GUI,DF,Valencia,La Liga,23.0,1996.0,23.1,16.0,8.0,10.0,6.0,0.0,8.0,12.0,66.7,4.0,28.0,21.0,7.0,27.0,43.0,102.0,1.0
721,Abdou Diallo,sn SEN,DF,Paris S-G,Ligue 1,24.0,1996.0,16.6,16.0,11.0,9.0,5.0,2.0,8.0,13.0,61.5,5.0,15.0,8.0,7.0,25.0,41.0,36.0,0.0
722,Amad Diallo,ci CIV,FW,Manchester Utd,Premier League,18.0,2002.0,1.8,3.0,3.0,1.0,2.0,0.0,0.0,0.0,,0.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0
723,Amad Diallo,ci CIV,MF,Atalanta,Serie A,18.0,2002.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724,Habib Diallo,sn SEN,FW,Strasbourg,Ligue 1,25.0,1995.0,25.8,11.0,6.0,3.0,6.0,2.0,7.0,18.0,38.9,11.0,12.0,2.0,10.0,13.0,24.0,12.0,0.0
725,Habib Diallo,sn SEN,"FW,MF",Metz,Ligue 1,25.0,1995.0,1.6,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
726,Ibrahima Diallo,fr FRA,MF,Southampton,Premier League,21.0,1999.0,11.3,29.0,16.0,11.0,17.0,1.0,9.0,16.0,56.3,7.0,10.0,1.0,9.0,10.0,39.0,12.0,2.0
728,Ibrahima Diallo,fr FRA,MF,Brest,Ligue 1,21.0,1999.0,4.9,14.0,9.0,2.0,9.0,3.0,4.0,8.0,50.0,4.0,4.0,0.0,4.0,3.0,17.0,3.0,0.0
729,Amadou Diambo,gh GHA,FW,Benevento,Serie A,19.0,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,Grady Diangana,eng ENG,"MF,FW",West Brom,Premier League,22.0,1998.0,13.7,35.0,19.0,19.0,9.0,7.0,19.0,43.0,44.2,24.0,16.0,2.0,14.0,16.0,51.0,9.0,0.0
731,Stéphane Diarra,fr FRA,"MF,FW",Lorient,Ligue 1,21.0,1998.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,6.0,1.0,5.0,4.0,4.0,1.0,0.0
732,Rúben Dias,pt POR,DF,Manchester City,Premier League,23.0,1997.0,31.6,24.0,13.0,13.0,8.0,3.0,4.0,16.0,25.0,12.0,31.0,23.0,8.0,35.0,59.0,92.0,0.0
733,Krépin Diatta,sn SEN,"MF,DF",Monaco,Ligue 1,21.0,1999.0,4.3,4.0,3.0,1.0,1.0,2.0,1.0,3.0,33.3,2.0,5.0,1.0,4.0,4.0,8.0,1.0,0.0
734,Amadou Diawara,gn GUI,MF,Roma,Serie A,23.0,1997.0,7.3,10.0,8.0,4.0,6.0,0.0,2.0,8.0,25.0,6.0,11.0,2.0,9.0,12.0,22.0,4.0,0.0
735,Brahim Díaz,es ESP,"MF,FW",Milan,Serie A,20.0,1999.0,13.6,18.0,10.0,7.0,7.0,4.0,10.0,23.0,43.5,13.0,10.0,0.0,10.0,2.0,20.0,2.0,0.0
736,Víctor Díaz,es ESP,DF,Granada,La Liga,32.0,1988.0,9.2,21.0,10.0,13.0,6.0,2.0,10.0,19.0,52.6,9.0,14.0,8.0,6.0,16.0,37.0,39.0,0.0
737,Daniel Didavi,de GER,"MF,FW",Stuttgart,Bundesliga,30.0,1990.0,10.8,16.0,6.0,2.0,9.0,5.0,7.0,12.0,58.3,5.0,10.0,0.0,10.0,3.0,19.0,8.0,0.0
738,Bamba Dieng,sn SEN,"FW,DF",Marseille,Ligue 1,20.0,2000.0,1.4,5.0,3.0,3.0,2.0,0.0,2.0,4.0,50.0,2.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0
739,Eric Dier,eng ENG,DF,Tottenham,Premier League,26.0,1994.0,28.0,23.0,14.0,13.0,10.0,0.0,11.0,18.0,61.1,7.0,37.0,31.0,6.0,23.0,46.0,123.0,3.0
740,Daan Dierckx,be BEL,DF,Parma,Serie A,17.0,2003.0,5.2,5.0,4.0,5.0,0.0,0.0,3.0,5.0,60.0,2.0,10.0,6.0,4.0,13.0,18.0,21.0,0.0
741,Lucas Digne,fr FRA,"DF,MF",Everton,Premier League,27.0,1993.0,29.8,63.0,38.0,40.0,16.0,7.0,29.0,54.0,53.7,25.0,42.0,4.0,38.0,31.0,94.0,87.0,0.0
742,Mitchell Dijks,nl NED,DF,Bologna,Serie A,27.0,1993.0,16.5,21.0,14.0,15.0,5.0,1.0,12.0,21.0,57.1,9.0,17.0,2.0,15.0,17.0,38.0,35.0,0.0
743,Javairô Dilrosun,nl NED,"FW,MF",Hertha BSC,Bundesliga,22.0,1998.0,5.9,5.0,3.0,2.0,2.0,1.0,1.0,6.0,16.7,5.0,5.0,0.0,5.0,4.0,9.0,3.0,0.0
744,Federico Dimarco,it ITA,DF,Hellas Verona,Serie A,22.0,1997.0,29.0,32.0,19.0,23.0,7.0,2.0,13.0,28.0,46.4,15.0,18.0,9.0,9.0,47.0,79.0,50.0,1.0
745,Junior Dina Ebimbe,fr FRA,"FW,MF",Dijon,Ligue 1,19.0,2000.0,23.8,38.0,25.0,14.0,19.0,5.0,15.0,45.0,33.3,30.0,17.0,1.0,16.0,14.0,52.0,9.0,0.0
746,Tristan Dingomé,cm CMR,MF,Reims,Ligue 1,29.0,1991.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747,Eren Dinkçi,de GER,"MF,FW",Werder Bremen,Bundesliga,18.0,2001.0,1.2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,2.0,3.0,1.0,0.0
748,Sinaly Diomande,ci CIV,DF,Lyon,Ligue 1,19.0,2001.0,12.6,10.0,7.0,8.0,1.0,1.0,5.0,14.0,35.7,9.0,19.0,15.0,4.0,33.0,43.0,53.0,1.0
749,Lois Diony,fr FRA,FW,Angers,Ligue 1,27.0,1992.0,19.4,15.0,10.0,3.0,9.0,3.0,4.0,18.0,22.2,14.0,6.0,3.0,3.0,5.0,20.0,16.0,0.0
750,Issa Diop,fr FRA,DF,West Ham,Premier League,23.0,1997.0,15.3,20.0,14.0,12.0,8.0,0.0,7.0,18.0,38.9,11.0,32.0,22.0,10.0,22.0,42.0,59.0,0.0
751,Papakouli Diop,sn SEN,MF,Eibar,La Liga,34.0,1986.0,25.8,43.0,29.0,15.0,22.0,6.0,12.0,41.0,29.3,29.0,23.0,5.0,18.0,39.0,82.0,34.0,1.0
752,Sofiane Diop,fr FRA,"MF,FW",Monaco,Ligue 1,20.0,2000.0,22.5,49.0,34.0,17.0,25.0,7.0,18.0,53.0,34.0,35.0,25.0,1.0,24.0,31.0,80.0,15.0,0.0
754,Andy Diouf,fr FRA,FW,Rennes,Ligue 1,17.0,2003.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,Yehvann Diouf,fr FRA,GK,Reims,Ligue 1,20.0,1999.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
756,Assane Dioussé,sn SEN,DF,Saint-Étienne,Ligue 1,22.0,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
757,Axel Disasi,fr FRA,DF,Monaco,Ligue 1,22.0,1998.0,22.3,29.0,20.0,17.0,12.0,0.0,20.0,35.0,57.1,15.0,18.0,11.0,7.0,26.0,55.0,66.0,1.0
758,Tiago Djaló,pt POR,DF,Lille,Ligue 1,20.0,2000.0,9.7,22.0,13.0,14.0,5.0,3.0,15.0,23.0,65.2,8.0,10.0,4.0,6.0,9.0,31.0,23.0,0.0
759,Djené,tg TOG,DF,Getafe,La Liga,28.0,1991.0,32.7,61.0,39.0,31.0,26.0,4.0,26.0,34.0,76.5,8.0,24.0,11.0,13.0,42.0,103.0,96.0,0.0
760,Moussa Djenepo,ml MLI,MF,Southampton,Premier League,22.0,1998.0,13.8,52.0,27.0,27.0,17.0,8.0,28.0,63.0,44.4,35.0,24.0,2.0,22.0,10.0,62.0,14.0,0.0
761,Koffi Djidji,ci CIV,DF,Crotone,Serie A,27.0,1992.0,16.9,39.0,28.0,30.0,8.0,1.0,10.0,20.0,50.0,10.0,35.0,20.0,15.0,28.0,67.0,73.0,0.0
762,Alexander Djiku,gh GHA,"DF,MF",Strasbourg,Ligue 1,25.0,1994.0,28.4,60.0,41.0,45.0,13.0,2.0,32.0,52.0,61.5,20.0,28.0,10.0,18.0,91.0,151.0,104.0,0.0
763,Berat Djimsiti,al ALB,DF,Atalanta,Serie A,27.0,1993.0,29.2,41.0,29.0,27.0,12.0,2.0,17.0,34.0,50.0,17.0,34.0,20.0,14.0,62.0,103.0,89.0,1.0
764,Marko Dmitrović,rs SRB,GK,Eibar,La Liga,28.0,1992.0,34.7,4.0,3.0,4.0,0.0,0.0,2.0,4.0,50.0,2.0,0.0,0.0,0.0,0.0,4.0,16.0,2.0
765,Ritsu Doan,jp JPN,"MF,FW",Arminia,Bundesliga,22.0,1998.0,30.8,53.0,31.0,22.0,19.0,12.0,19.0,52.0,36.5,33.0,42.0,1.0,41.0,31.0,84.0,11.0,0.0
766,Mihai Dobre,ro ROU,FW,Dijon,Ligue 1,21.0,1998.0,5.9,12.0,5.0,6.0,2.0,4.0,7.0,14.0,50.0,7.0,5.0,0.0,5.0,10.0,22.0,3.0,0.0
767,Matt Doherty,ie IRL,DF,Tottenham,Premier League,28.0,1992.0,13.8,29.0,15.0,15.0,10.0,4.0,13.0,33.0,39.4,20.0,20.0,5.0,15.0,23.0,52.0,46.0,0.0
768,Jeremy Doku,be BEL,"MF,FW",Rennes,Ligue 1,18.0,2002.0,25.7,44.0,25.0,9.0,24.0,11.0,11.0,26.0,42.3,15.0,18.0,1.0,17.0,11.0,55.0,1.0,0.0
769,Kasper Dolberg,dk DEN,FW,Nice,Ligue 1,22.0,1997.0,21.4,6.0,2.0,1.0,3.0,2.0,2.0,11.0,18.2,9.0,11.0,2.0,9.0,6.0,12.0,19.0,1.0
770,Keagan Dolly,za RSA,MF,Montpellier,Ligue 1,27.0,1993.0,5.0,7.0,2.0,6.0,0.0,1.0,4.0,8.0,50.0,4.0,3.0,0.0,3.0,5.0,12.0,2.0,0.0
771,Jaume Doménech,es ESP,GK,Valencia,La Liga,29.0,1990.0,28.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0.0,1.0,16.0,2.0
772,Carlos Dominguez,es ESP,DF,Celta Vigo,La Liga,19.0,2001.0,4.0,5.0,4.0,4.0,1.0,0.0,3.0,6.0,50.0,3.0,5.0,3.0,2.0,6.0,11.0,24.0,0.0
