,# Pl,Poss,90s,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR
30,22,46.9,7.0,4115,541,1553,1830,758,125,4114,95,40,42.1,41,43.2,2326,11934,5625,96,63,25,91,43,2487,211
31,26,49.6,8.0,4560,697,1809,1931,866,127,4558,148,66,44.6,70,47.3,2442,11821,5317,91,67,23,127,71,2884,246
32,23,52.0,8.0,5134,501,1698,2298,1180,153,5134,98,47,48.0,44,44.9,3099,17145,8909,142,102,34,103,91,3521,308
33,24,36.0,8.0,3623,585,1505,1505,653,82,3623,110,51,46.4,45,40.9,1859,10195,4430,68,66,14,104,55,2023,182
34,23,39.8,9.0,4071,511,1341,1683,1091,153,4069,109,38,34.9,56,51.4,2045,10117,5226,93,89,20,114,58,2118,237
35,22,54.9,9.0,5655,647,1874,2371,1454,213,5654,163,75,46.0,60,36.8,3442,20012,9992,191,139,46,148,93,3901,322
36,26,43.4,9.0,4425,554,1679,1884,916,152,4422,186,83,44.6,87,46.8,2461,14061,6879,125,111,33,124,67,2563,211
37,20,42.7,7.0,3770,518,1516,1499,801,133,3767,112,49,43.8,56,50.0,1837,10592,5482,107,80,22,102,62,2141,202
38,24,45.5,8.0,4019,480,1463,1810,782,113,4019,95,38,40.0,43,45.3,2133,11175,4664,90,71,18,125,59,2253,217
39,23,49.1,7.0,4138,530,1318,1876,969,147,4135,118,42,35.6,64,54.2,2276,11305,5595,110,70,34,96,55,2462,265
40,23,55.8,8.0,5308,449,1570,2404,1370,264,5305,102,47,46.1,41,40.2,3216,15517,7850,166,117,45,92,43,3767,346
41,22,50.0,8.0,4862,521,1632,2154,1103,205,4860,144,64,44.4,58,40.3,2731,14812,7659,147,107,43,116,49,3262,266
42,21,43.4,7.0,4000,454,1480,1675,894,143,3999,117,56,47.9,47,40.2,2272,11118,5345,126,84,31,95,54,2367,251
43,23,58.2,9.0,6281,575,1958,3104,1272,146,6278,180,83,46.1,78,43.3,3704,17554,8610,149,107,30,159,80,4388,345
44,20,52.4,8.0,5335,503,1557,2567,1269,152,5334,120,53,44.2,52,43.3,3044,17680,9679,183,127,27,105,59,3779,358
45,22,41.1,8.0,4324,500,1564,1976,836,124,4324,138,63,45.7,62,44.9,3023,16191,7505,92,102,23,98,64,2693,250
46,23,45.9,8.0,4307,478,1356,1978,1021,133,4305,150,62,41.3,70,46.7,2534,14767,7843,163,101,34,139,88,2652,276
47,25,52.3,8.0,5057,349,1095,2455,1550,212,5057,115,57,49.6,48,41.7,3740,21021,10055,144,162,27,115,75,3395,435
48,21,59.3,7.0,5686,346,1264,3006,1469,218,5684,163,88,54.0,63,38.7,3345,17347,9452,181,133,43,126,62,4276,358
49,22,60.6,8.0,5760,450,1524,2880,1396,194,5760,186,95,51.1,74,39.8,4467,23674,11081,167,155,44,115,58,4165,365
50,21,52.6,8.0,5516,569,1764,2532,1274,232,5513,159,70,44.0,80,50.3,3402,15665,8378,162,105,49,110,71,3854,349
51,27,44.1,8.0,4773,641,1810,2096,921,122,4773,154,87,56.5,58,37.7,3554,19522,9425,137,110,28,112,69,3230,293
52,20,37.3,8.0,3821,485,1303,1440,1122,200,3819,130,51,39.2,66,50.8,1774,10375,5067,112,83,42,119,68,1919,240
53,27,50.1,8.0,4816,499,1463,2252,1146,188,4814,187,89,47.6,84,44.9,3525,20141,9086,143,140,56,117,75,3175,335
54,23,47.0,7.0,4217,518,1414,1846,1002,160,4215,120,42,35.0,64,53.3,2151,11550,5992,135,100,37,82,51,2598,262
55,22,47.4,7.0,4090,401,1374,1807,947,156,4088,110,54,49.1,50,45.5,1993,10243,5053,94,61,19,90,54,2417,260
56,21,39.6,9.0,4224,563,1546,1863,870,139,4221,103,48,46.6,39,37.9,2113,11686,5583,118,94,21,139,56,2320,200
57,24,64.4,8.0,6250,454,1499,3095,1691,232,6248,136,73,53.7,50,36.8,4188,22247,12761,216,171,54,91,58,4833,381
58,25,53.9,8.0,5389,510,1515,2305,1624,235,5388,159,77,48.4,62,39.0,3342,17032,9441,182,129,62,104,82,3695,414
59,22,51.1,8.0,5026,455,1388,2257,1421,216,5026,122,61,50.0,55,45.1,3657,21099,10195,171,156,43,115,80,3313,389
60,28,35.3,8.0,3790,485,1362,1725,759,93,3790,148,65,43.9,81,54.7,2447,15352,6450,105,97,25,133,53,2165,219
61,23,56.4,8.0,5209,525,1685,2520,1042,171,5206,143,66,46.2,58,40.6,3445,18907,9801,176,130,52,121,61,3754,298
62,19,53.0,8.0,5263,454,1399,2721,1205,186,5261,138,81,58.7,51,37.0,3969,20559,9125,117,125,31,123,68,3559,373
63,22,47.3,7.9,3929,434,1354,1758,866,152,3928,138,69,50.0,60,43.5,2738,15419,7061,121,101,42,124,57,2392,248
64,24,54.8,8.0,5310,596,1803,2289,1255,201,5309,108,46,42.6,52,48.1,3281,17773,9288,170,133,45,115,58,3790,307
65,26,42.9,8.0,4335,626,1621,1884,875,140,4332,93,51,54.8,38,40.9,3023,17285,7380,131,97,35,123,62,2713,243
66,21,59.3,8.0,5552,376,1490,2658,1451,252,5546,159,75,47.2,70,44.0,3547,18464,9061,176,138,47,112,56,4057,373
67,20,53.4,8.0,5291,459,1751,2408,1177,219,5289,140,74,52.9,42,30.0,3178,16143,7677,164,107,55,106,75,3724,309
68,21,52.1,8.0,5325,514,1703,2699,994,167,5325,205,103,50.2,92,44.9,4120,23511,10515,165,141,48,140,85,3740,288
69,25,38.6,8.0,4119,563,1555,1646,962,153,4119,135,60,44.4,62,45.9,2103,11161,5950,115,108,34,105,57,2399,213
70,22,46.6,9.0,4912,515,1471,2136,1348,183,4910,137,53,38.7,67,48.9,2613,13695,6695,141,104,32,125,67,2910,314
71,21,69.9,8.0,7181,508,1591,3679,1978,275,7179,195,96,49.2,78,40.0,5998,30734,14315,227,206,77,134,76,5636,514
72,22,47.8,9.0,4777,545,1545,2142,1150,183,4773,151,70,46.4,72,47.7,2697,13524,6247,106,79,26,117,99,2810,308
73,21,56.1,7.0,4847,459,1412,2518,955,124,4845,124,62,50.0,45,36.3,3083,15502,8196,140,115,26,94,77,3400,296
74,21,58.7,9.0,6842,617,1791,3213,1912,324,6840,205,93,45.4,90,43.9,4825,25264,13578,243,205,83,133,67,5080,481
75,24,54.9,9.0,5602,578,1667,2869,1128,133,5601,169,82,48.5,67,39.6,3431,18158,9005,156,112,37,148,71,3702,308
76,21,50.4,8.0,4697,551,1561,2125,1073,148,4695,172,88,51.2,76,44.2,3169,19630,9657,148,113,26,151,55,2826,316
77,24,55.4,8.0,5498,506,1713,2529,1316,197,5495,176,93,52.8,70,39.8,4217,23231,10933,143,149,41,126,89,3860,376
78,23,56.4,8.0,5062,446,1593,2418,1085,177,5061,121,55,45.5,52,43.0,2936,15552,8048,160,116,39,98,51,3538,269
79,23,49.1,8.0,4313,468,1328,1974,1055,132,4313,119,51,42.9,55,46.2,2276,12623,5827,126,97,31,135,71,2635,277
80,26,44.4,8.0,4204,570,1473,1723,1060,150,4202,143,77,53.8,56,39.2,2274,13850,7038,148,105,42,108,69,2675,274
81,27,53.0,8.0,4698,386,1349,2034,1374,199,4698,144,69,47.9,56,38.9,2612,13562,6872,142,107,35,143,62,2757,329
82,25,38.6,8.0,4066,636,1645,1640,813,139,4066,128,49,38.3,68,53.1,1839,8861,4157,58,55,23,105,84,2215,188
83,20,42.5,8.0,4339,531,1543,2064,786,99,4339,153,77,50.3,68,44.4,3068,18602,7832,111,108,20,131,84,2761,264
84,22,55.9,7.0,4936,457,1454,2399,1124,171,4935,138,66,47.8,56,40.6,2699,15195,7602,156,113,37,117,63,3468,303
85,23,50.0,8.0,4531,440,1385,2130,1063,120,4531,129,57,44.2,58,45.0,2718,15549,7732,168,124,27,137,62,2927,263
86,21,60.8,8.0,5919,626,1840,2382,1771,323,5919,211,96,45.5,92,43.6,3875,20980,10617,228,154,86,111,78,4205,457
87,22,45.8,8.0,4602,566,1582,2228,842,125,4601,108,62,57.4,43,39.8,3121,16205,7421,92,93,19,136,54,2920,285
88,25,47.0,8.0,4160,460,1295,1913,1001,148,4160,150,74,49.3,65,43.3,2397,13497,7012,138,92,30,132,74,2517,282
89,24,43.9,7.0,3825,391,1269,1664,926,160,3824,88,35,39.8,47,53.4,1895,9541,5088,73,68,20,102,58,2183,243
90,24,46.4,9.0,4985,473,1654,2321,1074,125,4984,180,93,51.7,71,39.4,2689,15150,7625,149,126,32,152,81,3040,274
91,23,53.1,9.0,5323,632,1750,2256,1371,206,5322,191,85,44.5,90,47.1,3167,16994,8517,144,138,39,137,99,3572,363
92,24,47.9,7.0,4090,485,1421,1896,818,135,4088,108,54,50.0,42,38.9,2120,11287,5777,86,67,17,108,56,2389,244
93,19,37.9,8.0,4108,627,1645,1664,837,176,4107,123,65,52.8,43,35.0,2159,12006,5528,113,82,40,118,66,2366,213
94,21,47.7,7.0,4218,455,1504,1898,851,135,4217,129,52,40.3,64,49.6,2422,12836,6375,106,69,32,128,49,2659,276
95,21,45.4,8.0,4518,648,1785,1903,905,155,4518,194,104,53.6,75,38.7,2740,15941,8230,149,113,41,138,84,2810,226
