,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total - Cmp,Total - Att,Total - Cmp%,Total - TotDist,Total - PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
17,Yacine Adli,fr FRA,MF,Bordeaux,Ligue 1,19.0,2000.0,11.3,448.0,571.0,78.5,7437.0,1845.0,225.0,256.0,87.9,165.0,202.0,81.7,44.0,76.0,57.9,3.0,2.2,1.4,0.8,19.0,51.0,5.0,0.0,65.0
18,Adrián,es ESP,GK,Liverpool,Premier League,32.0,1987.0,9.7,238.0,311.0,76.5,6251.0,4149.0,48.0,48.0,100.0,112.0,113.0,99.1,78.0,148.0,52.7,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
19,Aritz Aduriz,es ESP,"FW,MF",Athletic Club,La Liga,38.0,1981.0,2.3,32.0,57.0,56.1,419.0,68.0,21.0,32.0,65.6,6.0,13.0,46.2,2.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0
20,Lumor Agbenyenu,gh GHA,DF,Mallorca,La Liga,22.0,1996.0,20.1,691.0,972.0,71.1,10575.0,4948.0,376.0,435.0,86.4,251.0,340.0,73.8,38.0,108.0,35.2,0.0,1.6,1.6,-1.6,16.0,44.0,23.0,12.0,69.0
21,Martin Agirregabiria,es ESP,DF,Alavés,La Liga,23.0,1996.0,23.3,714.0,1028.0,69.5,11577.0,5419.0,374.0,449.0,83.3,268.0,375.0,71.5,52.0,128.0,40.6,1.0,0.7,0.8,0.3,10.0,37.0,12.0,5.0,56.0
22,Lucien Agoume,fr FRA,MF,Inter,Serie A,17.0,2002.0,0.8,35.0,38.0,92.1,619.0,208.0,14.0,14.0,100.0,17.0,19.0,89.5,4.0,4.0,100.0,0.0,0.1,0.1,-0.1,1.0,5.0,2.0,1.0,7.0
23,Kevin Agudelo,co COL,"MF,FW",Fiorentina,Serie A,20.0,1998.0,0.7,29.0,37.0,78.4,403.0,135.0,18.0,23.0,78.3,8.0,9.0,88.9,2.0,3.0,66.7,0.0,0.1,0.1,-0.1,2.0,2.0,1.0,0.0,4.0
24,Kevin Agudelo,co COL,"MF,FW",Genoa,Serie A,20.0,1998.0,7.4,239.0,293.0,81.6,3277.0,893.0,143.0,161.0,88.8,70.0,80.0,87.5,12.0,18.0,66.7,1.0,1.6,1.3,-0.6,12.0,21.0,5.0,0.0,41.0
26,Nayef Aguerd,ma MAR,DF,Dijon,Ligue 1,23.0,1996.0,10.6,492.0,597.0,82.4,10780.0,4411.0,160.0,171.0,93.6,239.0,269.0,88.8,90.0,143.0,62.9,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,27.0
27,Sergio Agüero,ar ARG,FW,Manchester City,Premier League,31.0,1988.0,16.1,286.0,365.0,78.4,3050.0,674.0,186.0,218.0,85.3,60.0,76.0,78.9,2.0,5.0,40.0,3.0,2.3,2.5,0.7,18.0,15.0,19.0,0.0,34.0
28,Ruben Aguilar,fr FRA,DF,Monaco,Ligue 1,26.0,1993.0,11.9,662.0,787.0,84.1,9674.0,3464.0,399.0,422.0,94.5,212.0,251.0,84.5,31.0,69.0,44.9,2.0,1.8,1.9,0.2,18.0,40.0,28.0,15.0,52.0
29,Emmanuel Agyemang-Badu,gh GHA,MF,Hellas Verona,Serie A,28.0,1990.0,2.6,90.0,104.0,86.5,1561.0,243.0,41.0,45.0,91.1,40.0,46.0,87.0,8.0,10.0,80.0,0.0,0.0,0.1,0.0,1.0,5.0,1.0,0.0,7.0
30,Jean-Eudes Aholou,ci CIV,MF,Saint-Étienne,Ligue 1,25.0,1994.0,7.0,260.0,310.0,83.9,4185.0,848.0,122.0,142.0,85.9,114.0,122.0,93.4,14.0,29.0,48.3,1.0,0.5,0.1,0.5,5.0,17.0,0.0,0.0,34.0
31,Joseph Aidoo,gh GHA,DF,Celta Vigo,La Liga,23.0,1995.0,27.8,1078.0,1250.0,86.2,21536.0,7006.0,305.0,336.0,90.8,647.0,708.0,91.4,112.0,167.0,67.1,1.0,0.7,0.5,0.3,3.0,57.0,2.0,0.0,89.0
32,Ola Aina,ng NGA,DF,Torino,Serie A,22.0,1996.0,23.1,862.0,1185.0,72.7,13825.0,5497.0,488.0,564.0,86.5,282.0,379.0,74.4,77.0,175.0,44.0,2.0,2.5,1.9,-0.5,22.0,57.0,17.0,13.0,80.0
33,Youssef Aït Bennasser,ma MAR,MF,Bordeaux,Ligue 1,23.0,1996.0,6.0,350.0,406.0,86.2,5419.0,1636.0,190.0,206.0,92.2,130.0,143.0,90.9,19.0,32.0,59.4,1.0,0.1,0.4,0.9,4.0,36.0,3.0,0.0,47.0
34,Rayan Aït Nouri,dz ALG,DF,Angers,Ligue 1,18.0,2001.0,14.2,618.0,808.0,76.5,9226.0,4114.0,321.0,354.0,90.7,220.0,286.0,76.9,43.0,98.0,43.9,2.0,0.7,0.9,1.3,9.0,34.0,17.0,13.0,56.0
35,Albian Ajeti,ch SUI,FW,West Ham,Premier League,22.0,1997.0,1.5,12.0,15.0,80.0,117.0,6.0,9.0,12.0,75.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.1,0.0,-0.1,2.0,1.0,0.0,0.0,0.0
36,Ludovic Ajorque,fr FRA,FW,Strasbourg,Ligue 1,25.0,1994.0,22.9,354.0,516.0,68.6,4923.0,707.0,186.0,263.0,70.7,109.0,151.0,72.2,24.0,38.0,63.2,4.0,2.8,2.2,1.2,16.0,15.0,13.0,3.0,30.0
37,Manuel Akanji,ch SUI,DF,Dortmund,Bundesliga,24.0,1995.0,25.7,1764.0,1948.0,90.6,32633.0,11486.0,656.0,706.0,92.9,938.0,987.0,95.0,151.0,213.0,70.9,1.0,0.4,0.8,0.6,3.0,96.0,2.0,1.0,104.0
38,Marley Aké,fr FRA,"FW,MF",Marseille,Ligue 1,18.0,2001.0,1.1,25.0,28.0,89.3,365.0,49.0,12.0,13.0,92.3,8.0,10.0,80.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
39,Nathan Aké,nl NED,DF,Bournemouth,Premier League,24.0,1995.0,27.8,1079.0,1238.0,87.2,19315.0,6988.0,435.0,472.0,92.2,554.0,608.0,91.1,82.0,132.0,62.1,2.0,2.2,0.3,-0.2,7.0,58.0,7.0,0.0,81.0
40,Chadrac Akolo,cd COD,"FW,MF",Amiens,Ligue 1,24.0,1995.0,6.0,169.0,209.0,80.9,2319.0,664.0,104.0,116.0,89.7,55.0,69.0,79.7,5.0,10.0,50.0,1.0,1.3,0.8,-0.3,6.0,17.0,3.0,0.0,26.0
41,Kevin Akpoguma,ng NGA,DF,Hoffenheim,Bundesliga,24.0,1995.0,12.7,664.0,757.0,87.7,11440.0,3892.0,274.0,293.0,93.5,343.0,371.0,92.5,39.0,77.0,50.6,0.0,0.1,0.1,-0.1,2.0,28.0,1.0,0.0,32.0
42,David Alaba,at AUT,DF,Bayern Munich,Bundesliga,27.0,1992.0,27.8,2263.0,2516.0,89.9,42080.0,14738.0,861.0,908.0,94.8,1128.0,1208.0,93.4,232.0,322.0,72.0,1.0,2.4,2.8,-1.4,19.0,278.0,22.0,5.0,285.0
43,Sofiane Alakouch,ma MAR,DF,Nîmes,Ligue 1,21.0,1998.0,15.6,648.0,798.0,81.2,10366.0,4185.0,342.0,376.0,91.0,260.0,305.0,85.2,40.0,79.0,50.6,0.0,0.4,0.5,-0.4,11.0,46.0,13.0,7.0,78.0
44,Lucas Alario,ar ARG,FW,Leverkusen,Bundesliga,26.0,1992.0,13.0,219.0,310.0,70.6,2800.0,383.0,132.0,177.0,74.6,40.0,53.0,75.5,15.0,20.0,75.0,1.0,1.6,0.9,-0.6,13.0,10.0,7.0,0.0,16.0
45,Jordi Alba,es ESP,DF,Barcelona,La Liga,30.0,1989.0,24.3,1858.0,2149.0,86.5,26342.0,7785.0,1109.0,1203.0,92.2,566.0,652.0,86.8,95.0,137.0,69.3,5.0,4.3,4.2,0.7,30.0,120.0,40.0,11.0,150.0
46,Luis Alberto,es ESP,MF,Lazio,Serie A,26.0,1992.0,34.6,1793.0,2296.0,78.1,30192.0,10809.0,843.0,950.0,88.7,685.0,810.0,84.6,196.0,364.0,53.8,15.0,11.4,8.9,3.6,106.0,303.0,90.0,7.0,371.0
47,Raúl Albiol,es ESP,DF,Villarreal,La Liga,33.0,1985.0,36.0,1635.0,1954.0,83.7,36891.0,12724.0,388.0,448.0,86.6,909.0,990.0,91.8,320.0,476.0,67.2,0.0,0.3,0.6,-0.3,4.0,98.0,5.0,1.0,118.0
48,Marc Albrighton,eng ENG,"MF,DF",Leicester City,Premier League,29.0,1989.0,9.6,339.0,499.0,67.9,5532.0,2035.0,179.0,216.0,82.9,110.0,145.0,75.9,36.0,97.0,37.1,3.0,2.2,1.6,0.8,19.0,39.0,21.0,8.0,45.0
49,Paco Alcácer,es ESP,FW,Villarreal,La Liga,25.0,1993.0,10.3,179.0,227.0,78.9,2197.0,326.0,115.0,132.0,87.1,38.0,54.0,70.4,6.0,8.0,75.0,1.0,1.4,1.3,-0.4,9.0,5.0,5.0,0.0,15.0
50,Paco Alcácer,es ESP,FW,Dortmund,Bundesliga,25.0,1993.0,5.9,81.0,111.0,73.0,994.0,170.0,42.0,56.0,75.0,19.0,27.0,70.4,5.0,9.0,55.6,1.0,0.9,0.5,0.1,5.0,5.0,1.0,0.0,8.0
52,Thiago Alcántara,es ESP,MF,Bayern Munich,Bundesliga,28.0,1991.0,19.7,1632.0,1813.0,90.0,30503.0,8475.0,658.0,707.0,93.1,701.0,752.0,93.2,222.0,274.0,81.0,0.0,0.9,2.2,-0.9,20.0,189.0,14.0,0.0,230.0
53,Rubén Alcaraz,es ESP,MF,Valladolid,La Liga,28.0,1991.0,21.4,830.0,1066.0,77.9,17151.0,5017.0,316.0,366.0,86.3,353.0,406.0,86.9,148.0,248.0,59.7,2.0,1.0,1.2,1.0,16.0,99.0,4.0,1.0,100.0
54,Toby Alderweireld,be BEL,DF,Tottenham,Premier League,30.0,1989.0,32.9,1630.0,2009.0,81.1,33738.0,10390.0,480.0,531.0,90.4,924.0,1021.0,90.5,216.0,414.0,52.2,2.0,1.3,1.4,0.7,11.0,110.0,13.0,2.0,96.0
55,Haitam Aleesami,no NOR,DF,Amiens,Ligue 1,28.0,1991.0,21.3,906.0,1195.0,75.8,13402.0,5815.0,523.0,597.0,87.6,316.0,445.0,71.0,38.0,90.0,42.2,1.0,1.2,1.3,-0.2,14.0,75.0,10.0,4.0,120.0
56,Álex Alegría,es ESP,FW,Mallorca,La Liga,26.0,1992.0,1.2,21.0,34.0,61.8,296.0,29.0,15.0,20.0,75.0,2.0,5.0,40.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
57,Carles Aleñá,es ESP,MF,Barcelona,La Liga,21.0,1998.0,1.9,141.0,157.0,89.8,2257.0,556.0,75.0,78.0,96.2,47.0,50.0,94.0,13.0,19.0,68.4,0.0,0.0,0.2,0.0,0.0,17.0,1.0,0.0,16.0
58,Carles Aleñá,es ESP,"MF,FW",Betis,La Liga,21.0,1998.0,8.2,333.0,393.0,84.7,5830.0,1277.0,146.0,167.0,87.4,144.0,161.0,89.4,31.0,39.0,79.5,0.0,0.1,0.3,-0.1,4.0,34.0,2.0,0.0,50.0
59,Rúnar Alex Rúnarsson,is ISL,GK,Dijon,Ligue 1,24.0,1995.0,10.0,247.0,330.0,74.8,7054.0,5535.0,38.0,39.0,97.4,128.0,131.0,97.7,81.0,159.0,50.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
60,Trent Alexander-Arnold,eng ENG,DF,Liverpool,Premier League,20.0,1998.0,35.3,2278.0,3230.0,70.5,43250.0,16071.0,993.0,1095.0,90.7,912.0,1250.0,73.0,315.0,700.0,45.0,13.0,10.9,9.7,2.1,87.0,190.0,88.0,31.0,247.0
61,Enrico Alfonso,it ITA,GK,Brescia,Serie A,31.0,1988.0,3.1,58.0,80.0,72.5,1478.0,1039.0,11.0,11.0,100.0,31.0,32.0,96.9,16.0,37.0,43.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Rachid Alioui,ma MAR,FW,Angers,Ligue 1,27.0,1992.0,17.4,345.0,476.0,72.5,4559.0,643.0,199.0,254.0,78.3,100.0,134.0,74.6,14.0,25.0,56.0,1.0,1.3,1.5,-0.3,18.0,19.0,9.0,2.0,35.0
63,Alisson,br BRA,GK,Liverpool,Premier League,26.0,1992.0,28.3,820.0,947.0,86.6,19608.0,12630.0,204.0,204.0,100.0,414.0,424.0,97.6,199.0,314.0,63.4,1.0,0.3,0.0,0.7,1.0,7.0,0.0,0.0,1.0
64,Allan,br BRA,MF,Napoli,Serie A,28.0,1991.0,14.2,726.0,842.0,86.2,11883.0,3216.0,367.0,401.0,91.5,272.0,299.0,91.0,65.0,85.0,76.5,1.0,1.1,0.8,-0.1,15.0,74.0,10.0,2.0,82.0
65,Dele Alli,eng ENG,"MF,FW",Tottenham,Premier League,23.0,1996.0,20.5,632.0,841.0,75.1,8846.0,2173.0,345.0,414.0,83.3,212.0,252.0,84.1,28.0,56.0,50.0,4.0,3.5,2.9,0.5,23.0,43.0,22.0,0.0,69.0
66,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,Premier League,25.0,1994.0,33.6,681.0,884.0,77.0,9262.0,2156.0,396.0,457.0,86.7,192.0,248.0,77.4,37.0,65.0,56.9,2.0,3.0,1.9,-1.0,31.0,40.0,21.0,5.0,77.0
67,Marcos Alonso,es ESP,DF,Chelsea,Premier League,28.0,1990.0,15.9,916.0,1136.0,80.6,13962.0,4089.0,496.0,565.0,87.8,347.0,413.0,84.0,47.0,96.0,49.0,2.0,2.6,2.4,-0.6,25.0,39.0,29.0,14.0,69.0
68,Mickaël Alphonse,gp GLP,DF,Dijon,Ligue 1,30.0,1989.0,15.3,491.0,736.0,66.7,8754.0,3141.0,209.0,251.0,83.3,223.0,307.0,72.6,51.0,131.0,38.9,1.0,0.7,0.8,0.3,8.0,32.0,12.0,6.0,44.0
69,Sergio Álvarez,es ESP,"MF,DF",Eibar,La Liga,27.0,1992.0,12.7,308.0,438.0,70.3,5993.0,1672.0,111.0,145.0,76.6,154.0,189.0,81.5,39.0,86.0,45.3,0.0,0.1,0.2,-0.1,5.0,37.0,2.0,0.0,40.0
70,Sergio Álvarez,es ESP,GK,Celta Vigo,La Liga,32.0,1986.0,2.0,39.0,54.0,72.2,956.0,636.0,12.0,12.0,100.0,15.0,16.0,93.8,12.0,26.0,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Yeray Álvarez,es ESP,DF,Athletic Club,La Liga,24.0,1995.0,31.2,1164.0,1500.0,77.6,23341.0,8808.0,379.0,443.0,85.6,601.0,693.0,86.7,164.0,309.0,53.1,0.0,0.8,0.4,-0.8,5.0,76.0,5.0,2.0,110.0
72,Bruno Alves,pt POR,DF,Parma,Serie A,37.0,1981.0,29.7,1107.0,1347.0,82.2,28167.0,11376.0,181.0,224.0,80.8,602.0,673.0,89.5,314.0,420.0,74.8,0.0,0.5,0.5,-0.5,7.0,74.0,4.0,1.0,99.0
73,Steven Alzate,co COL,"MF,DF",Brighton,Premier League,20.0,1998.0,13.2,556.0,661.0,84.1,8283.0,2031.0,316.0,354.0,89.3,210.0,241.0,87.1,20.0,28.0,71.4,0.0,0.7,0.9,-0.7,14.0,28.0,17.0,3.0,66.0
74,Ibrahim Amadou,fr FRA,"DF,MF",Norwich City,Premier League,26.0,1993.0,8.4,324.0,374.0,86.6,5896.0,1826.0,127.0,143.0,88.8,156.0,174.0,89.7,36.0,47.0,76.6,0.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,13.0
75,Ibrahim Amadou,fr FRA,MF,Leganés,La Liga,26.0,1993.0,8.6,222.0,280.0,79.3,3296.0,743.0,121.0,141.0,85.8,81.0,98.0,82.7,10.0,18.0,55.6,0.0,0.0,0.1,0.0,2.0,19.0,1.0,0.0,20.0
76,Romain Amalfitano,fr FRA,MF,Dijon,Ligue 1,29.0,1989.0,18.8,702.0,898.0,78.2,12960.0,4364.0,304.0,345.0,88.1,304.0,368.0,82.6,84.0,152.0,55.3,1.0,1.2,1.3,-0.2,12.0,73.0,14.0,4.0,94.0
78,Amath,sn SEN,MF,Getafe,La Liga,23.0,1996.0,0.7,11.0,17.0,64.7,166.0,51.0,7.0,8.0,87.5,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
79,Jordan Amavi,fr FRA,DF,Marseille,Ligue 1,25.0,1994.0,24.0,974.0,1236.0,78.8,15492.0,5254.0,495.0,569.0,87.0,361.0,460.0,78.5,80.0,126.0,63.5,1.0,1.0,1.1,0.0,12.0,42.0,11.0,4.0,72.0
80,Thierry Ambrose,gp GLP,FW,Metz,Ligue 1,22.0,1997.0,6.1,136.0,191.0,71.2,2185.0,633.0,69.0,87.0,79.3,51.0,62.0,82.3,11.0,22.0,50.0,0.0,0.5,0.6,-0.5,12.0,16.0,7.0,2.0,23.0
81,Kelvin Amian,fr FRA,DF,Toulouse,Ligue 1,21.0,1998.0,18.1,546.0,676.0,80.8,8695.0,3422.0,273.0,301.0,90.7,210.0,249.0,84.3,43.0,86.0,50.0,2.0,0.6,0.5,1.4,5.0,42.0,8.0,2.0,68.0
82,Nadiem Amiri,de GER,"MF,FW",Leverkusen,Bundesliga,22.0,1996.0,20.6,886.0,1145.0,77.4,13788.0,3822.0,473.0,527.0,89.8,289.0,351.0,82.3,75.0,159.0,47.2,2.0,6.3,4.6,-4.3,54.0,68.0,24.0,5.0,106.0
83,Ethan Ampadu,wls WAL,DF,RB Leipzig,Bundesliga,18.0,2000.0,0.9,75.0,83.0,90.4,1220.0,397.0,22.0,24.0,91.7,40.0,43.0,93.0,3.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
84,Opoku Ampomah,gh GHA,"FW,MF",Düsseldorf,Bundesliga,23.0,1996.0,5.6,60.0,104.0,57.7,1089.0,286.0,34.0,43.0,79.1,14.0,26.0,53.8,11.0,19.0,57.9,0.0,0.3,0.3,-0.3,7.0,8.0,4.0,2.0,12.0
85,Sofyan Amrabat,ma MAR,MF,Hellas Verona,Serie A,22.0,1996.0,32.4,1510.0,1738.0,86.9,28019.0,6557.0,578.0,645.0,89.6,713.0,774.0,92.1,170.0,223.0,76.2,1.0,2.4,2.0,-1.4,29.0,153.0,29.0,9.0,199.0
86,Joachim Andersen,dk DEN,DF,Lyon,Ligue 1,23.0,1996.0,17.0,1195.0,1333.0,89.6,24785.0,7496.0,312.0,345.0,90.4,721.0,756.0,95.4,152.0,209.0,72.7,0.0,0.2,0.2,-0.2,4.0,57.0,2.0,0.0,79.0
87,Djavan Anderson,nl NED,"FW,DF",Lazio,Serie A,24.0,1995.0,1.9,58.0,66.0,87.9,921.0,139.0,25.0,26.0,96.2,26.0,31.0,83.9,4.0,4.0,100.0,0.0,0.0,0.1,0.0,0.0,1.0,1.0,1.0,0.0
88,Felipe Anderson,br BRA,"MF,FW",West Ham,Premier League,26.0,1993.0,16.6,727.0,945.0,76.9,11062.0,3031.0,440.0,527.0,83.5,207.0,257.0,80.5,58.0,89.0,65.2,4.0,3.1,2.8,0.9,25.0,56.0,34.0,4.0,100.0
89,Sebastian Andersson,se SWE,FW,Union Berlin,Bundesliga,28.0,1991.0,29.8,463.0,800.0,57.9,5556.0,1147.0,280.0,424.0,66.0,113.0,209.0,54.1,10.0,27.0,37.0,1.0,1.9,1.5,-0.9,23.0,42.0,9.0,2.0,54.0
90,Florin Andone,ro ROU,FW,Brighton,Premier League,26.0,1993.0,0.8,7.0,12.0,58.3,71.0,22.0,7.0,8.0,87.5,0.0,2.0,0.0,0.0,0.0,,0.0,0.1,0.0,-0.1,1.0,0.0,0.0,0.0,0.0
91,Benjamin André,fr FRA,MF,Lille,Ligue 1,28.0,1990.0,22.8,965.0,1236.0,78.1,15142.0,4227.0,469.0,544.0,86.2,344.0,429.0,80.2,70.0,119.0,58.8,1.0,0.9,0.7,0.1,15.0,104.0,5.0,3.0,130.0
92,Lorenzo Andrenacci,it ITA,GK,Brescia,Serie A,24.0,1995.0,5.9,124.0,162.0,76.5,3635.0,2659.0,18.0,18.0,100.0,61.0,61.0,100.0,45.0,83.0,54.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Robert Andrich,de GER,MF,Union Berlin,Bundesliga,24.0,1994.0,28.6,857.0,1214.0,70.6,13887.0,5187.0,389.0,492.0,79.1,339.0,452.0,75.0,71.0,157.0,45.2,2.0,2.1,2.7,-0.1,32.0,109.0,30.0,9.0,151.0
94,Victorien Angban,ci CIV,MF,Metz,Ligue 1,22.0,1996.0,11.4,542.0,620.0,87.4,9082.0,2298.0,259.0,286.0,90.6,224.0,244.0,91.8,42.0,58.0,72.4,0.0,0.1,0.3,-0.1,3.0,51.0,3.0,0.0,70.0
95,Miguel Ángel Guerrero,es ESP,FW,Leganés,La Liga,29.0,1990.0,8.8,145.0,194.0,74.7,1846.0,330.0,96.0,116.0,82.8,35.0,50.0,70.0,4.0,10.0,40.0,0.0,0.6,0.3,-0.6,8.0,8.0,4.0,0.0,17.0
96,José Ángel,es ESP,DF,Eibar,La Liga,29.0,1989.0,26.2,990.0,1498.0,66.1,19813.0,9093.0,406.0,479.0,84.8,395.0,552.0,71.6,167.0,388.0,43.0,1.0,2.8,3.5,-1.8,27.0,105.0,36.0,24.0,154.0
97,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,La Liga,35.0,1984.0,13.0,367.0,462.0,79.4,10505.0,7373.0,53.0,54.0,98.1,175.0,178.0,98.3,137.0,227.0,60.4,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
98,Angeliño,es ESP,DF,Manchester City,Premier League,22.0,1997.0,4.7,333.0,429.0,77.6,5053.0,1272.0,178.0,201.0,88.6,131.0,169.0,77.5,16.0,36.0,44.4,0.0,1.5,1.1,-1.5,9.0,30.0,16.0,9.0,41.0
99,Angeliño,es ESP,"DF,FW",RB Leipzig,Bundesliga,22.0,1997.0,12.2,574.0,767.0,74.8,9428.0,3269.0,282.0,324.0,87.0,208.0,262.0,79.4,56.0,117.0,47.9,2.0,2.0,2.8,0.0,19.0,42.0,22.0,7.0,56.0
