,Player,Squad,90s,Tackles - Tkl,Tackles - TklW,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Challenges - Tkl,Challenges - Att,Challenges - Tkl%,Challenges - Lost,Blocks - Blocks,Blocks - Sh,Blocks - Pass,Int,Tkl+Int,Clr,Err
43,Maghnes Akliouche,Monaco,5.0,8,5,3,4,1,3,10,30.0,7,5,0,5,3,11,0,0
44,Paul Akouokou,Betis,0.3,5,3,0,2,3,3,3,100.0,0,3,1,2,1,6,1,0
45,Paul Akouokou,Lyon,3.3,14,9,2,10,2,6,7,85.7,1,5,1,4,6,20,9,0
46,Jean-Daniel Akpa-Akpro,Monza,0.4,2,0,2,0,0,0,0,0.0,0,0,0,0,1,3,1,0
47,Kevin Akpoguma,Hoffenheim,6.3,21,10,15,5,1,15,19,78.9,4,14,5,9,9,30,16,0
48,David Alaba,Real Madrid,12.4,12,9,7,4,1,4,7,57.1,3,9,6,3,15,27,34,0
49,Luis Alberto,Lazio,12.8,21,12,11,6,4,9,29,31.0,20,24,2,22,3,24,4,0
50,Raul Albiol,Villarreal,12.8,14,9,6,7,1,10,17,58.8,7,17,14,3,10,24,67,0
52,Ruben Alcaraz,Cádiz,14.0,42,23,16,23,3,16,47,34.0,31,26,7,19,12,54,28,0
53,Omar Alderete,Getafe,6.8,7,6,5,2,0,4,10,40.0,6,14,8,6,3,10,42,0
54,Ivan Alejo,Cádiz,10.8,20,9,12,5,3,6,28,21.4,22,6,0,6,2,22,15,0
55,Carles Alena,Getafe,6.5,13,5,4,7,2,4,11,36.4,7,10,2,8,3,16,7,0
56,Trent Alexander-Arnold,Liverpool,12.6,17,12,11,5,1,12,42,28.6,30,8,1,7,15,32,29,3
57,Mohamed Ali Cho,Real Sociedad,2.8,4,3,3,1,0,2,7,28.6,5,6,0,6,1,5,1,0
58,Yanis Ali Issoufou,Montpellier,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
59,Faride Alidou,Köln,3.0,5,1,2,2,1,2,7,28.6,5,7,1,6,3,8,1,1
60,Nabil Alioui,Le Havre,10.4,3,2,2,1,0,2,4,50.0,2,6,1,5,3,6,4,0
61,Alisson,Liverpool,14.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,2
62,Jim Allevinah,Clermont Foot,11.3,19,10,6,9,4,9,23,39.1,14,14,3,11,9,28,13,0
63,Domingos Andre Ribeiro Almeida,Valencia,5.3,11,6,3,6,2,5,10,50.0,5,4,0,4,2,13,2,0
64,Miguel Almiron,Newcastle Utd,12.0,18,14,7,8,3,8,16,50.0,8,18,1,17,7,25,8,0
65,Pontus Almqvist,Lecce,10.3,18,12,6,10,2,9,24,37.5,15,12,0,12,6,24,5,0
66,Marcos Alonso,Barcelona,1.8,5,3,2,3,0,3,4,75.0,1,2,0,2,4,9,3,0
67,Adria Altimira,Villarreal,5.1,7,3,4,3,0,5,12,41.7,7,8,1,7,3,10,11,0
68,Sergi Altimira,Betis,1.8,7,4,5,2,0,6,10,60.0,4,3,0,3,2,9,3,0
69,Edson Alvarez,West Ham,11.1,27,14,16,9,2,9,22,40.9,13,21,7,14,16,43,40,0
70,Gaston Alvarez,Getafe,13.0,32,19,21,9,2,16,25,64.0,9,19,7,12,23,55,44,0
71,Julian Alvarez,Manchester City,14.6,11,5,2,3,6,4,15,26.7,11,16,0,16,1,12,8,0
72,Yeray Alvarez,Athletic Club,2.1,5,5,4,1,0,1,2,50.0,1,2,2,0,3,8,11,0
73,Skelly Alvero,Lyon,4.7,8,7,5,2,1,2,9,22.2,7,5,1,4,2,10,5,0
74,Papa Amadou Diallo,Metz,2.2,1,1,0,1,0,0,1,0.0,1,1,0,1,3,4,1,0
75,Selim Amallah,Valencia,4.2,14,9,6,5,3,3,7,42.9,4,10,0,10,9,23,4,0
76,Amath,Mallorca,4.1,9,6,7,2,0,2,10,20.0,8,1,0,1,3,12,5,0
78,Lorenzo Amatucci,Fiorentina,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
79,Zeki Amdouni,Burnley,11.7,17,10,1,7,9,6,15,40.0,9,13,5,8,3,20,6,0
80,Bruno Amione,Hellas Verona,5.9,11,3,9,2,0,4,5,80.0,1,3,2,1,8,19,17,2
81,Michael Amir Murillo,Marseille,4.1,8,3,5,2,1,5,7,71.4,2,3,0,3,4,12,10,0
82,Nadiem Amiri,Leverkusen,0.1,2,0,0,2,0,0,2,0.0,2,0,0,0,0,2,0,0
83,Sofyan Amrabat,Manchester Utd,5.8,21,13,12,7,2,14,20,70.0,6,10,2,8,4,25,6,1
84,Joachim Andersen,Crystal Palace,16.0,25,16,20,4,1,14,20,70.0,6,19,12,7,15,40,85,1
85,Elliot Anderson,Newcastle Utd,4.6,8,6,3,4,1,3,9,33.3,6,6,3,3,2,10,6,0
86,Felipe Anderson,Lazio,11.8,21,15,7,8,6,10,32,31.3,22,15,0,15,15,36,12,0
87,Benjamin Andre,Lille,13.3,45,26,18,23,4,20,39,51.3,19,12,1,11,17,62,27,0
88,Komnen Andric,Clermont Foot,1.4,2,1,0,1,1,0,1,0.0,1,2,0,2,0,2,1,0
89,Robert Andrich,Leverkusen,2.7,0,0,0,0,0,0,2,0.0,2,4,1,3,5,5,6,0
90,Miguel Angel Rubio,Granada,6.2,8,4,5,3,0,7,8,87.5,1,13,7,6,12,20,23,1
91,Fabrizio Angileri,Getafe,0.9,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,4,0
92,Jaidon Anthony,Bournemouth,1.7,3,1,1,0,2,1,7,14.3,6,3,0,3,1,4,3,0
93,Waldemar Anton,Stuttgart,14.0,17,12,8,8,1,11,18,61.1,7,14,9,5,19,36,67,1
94,Michail Antonio,West Ham,9.0,8,4,3,3,2,3,4,75.0,1,9,3,6,1,9,1,0
95,Antony,Manchester Utd,7.6,12,5,3,7,2,6,16,37.5,10,16,1,15,6,18,2,0
96,Christopher Antwi-Adjei,Bochum,5.6,7,4,4,2,1,4,12,33.3,8,6,2,4,0,7,5,1
97,Houssem Aouar,Roma,4.7,12,9,3,8,1,2,8,25.0,6,4,0,4,4,16,1,0
98,Stredair Appuah,Nantes,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
99,Mauro Arambarri,Getafe,3.8,6,2,3,2,1,1,6,16.7,5,1,0,1,2,8,7,0
100,Julian Araujo,Las Palmas,9.1,21,12,14,4,3,15,23,65.2,8,13,8,5,7,28,31,0
101,Ronald Araujo,Barcelona,8.4,10,7,4,5,1,2,4,50.0,2,9,4,5,4,14,19,0
102,Cameron Archer,Sheffield Utd,11.4,7,4,3,1,3,2,9,22.2,7,12,1,11,1,8,6,0
104,Cameron Archer,Aston Villa,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
105,Alphonse Areola,West Ham,14.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,5,0
106,Adu Ares,Athletic Club,0.3,3,2,2,0,1,1,2,50.0,1,0,0,0,0,3,0,0
107,Jesus Areso,Osasuna,11.1,19,11,11,7,1,14,16,87.5,2,14,5,9,8,27,28,0
108,Yoel Armougom,Clermont Foot,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
109,Jose Arnaiz,Osasuna,3.2,2,0,0,1,1,0,11,0.0,11,4,0,4,1,3,0,0
110,Hakon Arnar Haraldsson,Lille,4.2,3,3,1,2,0,1,9,11.1,8,0,0,0,1,4,3,0
111,Marko Arnautovic,Inter,1.9,2,1,1,1,0,1,1,100.0,0,1,0,1,2,4,1,0
112,Maximilian Arnold,Wolfsburg,9.9,15,10,2,9,4,8,16,50.0,8,7,1,6,11,26,20,0
113,Mohamed El Arouch,Lyon,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
114,Sergio Arribas,Almería,11.4,17,9,7,10,0,6,12,50.0,6,8,0,8,8,25,3,0
115,Kepa Arrizabalaga,Real Madrid,10.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0
116,Arthur,Leverkusen,0.4,2,2,1,0,1,2,2,100.0,0,0,0,0,0,2,1,0
117,Takuma Asano,Bochum,11.6,10,2,2,4,4,4,13,30.8,9,6,1,5,2,12,8,0
118,Marco Asensio,Paris S-G,2.7,1,1,0,1,0,1,2,50.0,1,3,0,3,0,1,1,0
119,Kristjan Asllani,Inter,1.3,0,0,0,0,0,0,2,0.0,2,2,0,2,4,4,2,0
120,Joel Asoro,Metz,6.1,10,7,5,5,0,2,8,25.0,6,4,0,4,2,12,7,0
121,Iago Aspas,Celta Vigo,13.2,2,1,0,2,0,0,5,0.0,5,8,2,6,5,7,5,0
122,Lorenz Assignon,Rennes,10.9,24,12,12,8,4,9,23,39.1,14,9,4,5,8,32,27,1
123,Youcef Atal,Nice,4.0,9,3,6,2,1,6,8,75.0,2,7,1,6,4,13,1,0
124,Valentin Atangana Edoa,Reims,1.7,7,5,1,3,3,2,4,50.0,2,2,0,2,2,9,1,0
125,Arthur Atta,Metz,1.3,3,2,0,1,2,1,4,25.0,3,2,0,2,1,4,4,0
126,Noah Atubolu,Freiburg,14.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0
127,Pierre-Emerick Aubameyang,Marseille,11.6,8,4,2,5,1,2,9,22.2,7,9,2,7,4,12,12,0
128,Tommaso Augello,Cagliari,10.7,10,8,7,2,1,9,14,64.3,5,7,3,4,4,14,24,0
130,Yann Aurel Bisseck,Inter,1.2,3,1,2,0,1,2,4,50.0,2,1,1,0,0,3,0,0
131,Serge Aurier,Nott'ham Forest,9.3,20,14,9,11,0,5,11,45.5,6,10,3,7,9,29,36,1
132,Ezequiel Avila,Osasuna,8.3,2,1,0,1,1,2,10,20.0,8,13,0,13,4,6,6,0
133,Taiwo Awoniyi,Nott'ham Forest,7.4,5,3,1,3,1,0,1,0.0,1,3,0,3,0,5,8,0
134,Andre Ayew,Le Havre,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
135,Jordan Ayew,Crystal Palace,14.6,34,19,14,14,6,8,21,38.1,13,19,1,18,10,44,8,0
136,Neil El Aynaoui,Lens,4.3,6,3,1,4,1,1,9,11.1,8,6,2,4,7,13,2,0
137,Sardar Azmoun,Roma,2.1,5,4,1,3,1,2,5,40.0,3,0,0,0,1,6,3,0
138,Cesar Azpilicueta,Atlético Madrid,8.7,16,10,7,8,1,8,13,61.5,5,13,3,10,10,26,27,0
139,Paulo Azzi,Cagliari,5.2,7,5,4,3,0,3,9,33.3,6,6,1,5,8,15,8,0
140,Oussama El Azzouzi,Bologna,2.2,5,3,1,3,1,3,6,50.0,3,3,2,1,4,9,6,0
141,Abdellah Baallal,Clermont Foot,0.0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0
142,Iddrisu Baba,Almería,9.3,27,17,15,12,0,9,22,40.9,13,7,1,6,10,37,11,1
143,Srdan Babic,Almería,1.0,2,2,0,2,0,1,1,100.0,0,1,1,0,0,2,2,0
144,Aliou Badara Balde,Nice,0.4,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0
145,Loic Bade,Sevilla,9.8,23,14,19,4,0,10,17,58.8,7,12,8,4,16,39,51,0
146,Milan Badelj,Genoa,9.7,18,7,9,9,0,9,26,34.6,17,19,2,17,19,37,13,0
147,Matthias Bader,Darmstadt 98,8.7,19,9,12,3,4,11,20,55.0,9,10,2,8,14,33,9,0
148,Benoit Badiashile,Chelsea,3.0,6,4,4,2,0,2,2,100.0,0,5,2,3,3,9,15,0
149,Alex Baena,Villarreal,11.8,11,8,3,2,6,4,14,28.6,10,7,0,7,5,16,3,1
150,Jaime Baez,Frosinone,5.0,4,1,0,2,2,0,7,0.0,7,5,0,5,4,8,1,0
151,Leon Bailey,Aston Villa,6.6,2,2,0,0,2,0,4,0.0,4,5,0,5,5,7,3,0
152,Nedim Bajrami,Sassuolo,6.5,6,2,2,3,1,1,4,25.0,3,2,1,1,4,10,4,0
153,Tiemoue Bakayoko,Lorient,4.6,11,9,4,6,1,1,4,25.0,3,4,2,2,8,19,2,0
154,Mitchel Bakker,Atalanta,2.5,5,2,5,0,0,1,8,12.5,7,4,0,4,1,6,4,0
156,Ridle Baku,Wolfsburg,8.1,10,6,6,2,2,5,13,38.5,8,12,0,12,10,20,22,1
157,Dilane Bakwa,Strasbourg,8.2,12,10,5,5,2,5,18,27.8,13,5,0,5,7,19,2,0
158,Tommaso Baldanzi,Empoli,6.8,3,2,1,1,1,3,7,42.9,4,6,0,6,2,5,0,0
159,Alejandro Balde,Barcelona,11.3,15,7,11,2,2,5,7,71.4,2,11,1,10,5,20,20,1
160,George Baldock,Sheffield Utd,6.3,12,7,4,7,1,5,10,50.0,5,7,3,4,7,19,13,0
161,Carlos Baleba,Brighton,5.3,21,9,11,8,2,10,19,52.6,9,13,3,10,7,28,12,1
162,Carlos Baleba,Lille,0.7,6,2,1,4,1,3,4,75.0,1,0,0,0,2,8,0,0
163,Leonardo Balerdi,Marseille,8.4,22,14,15,7,0,14,17,82.4,3,16,6,10,20,42,42,0
164,Ivan Balliu,Rayo Vallecano,13.9,15,9,7,8,0,7,14,50.0,7,17,6,11,16,31,33,0
165,Fode Ballo-Toure,Fulham,0.4,2,1,1,1,0,1,1,100.0,0,1,0,1,3,5,1,0
166,Folarin Balogun,Monaco,8.4,5,1,1,4,0,2,8,25.0,6,3,0,3,2,7,2,0
167,Jonathan Bamba,Celta Vigo,14.7,10,6,3,5,2,0,9,0.0,9,15,0,15,9,19,9,0
168,Lameck Banda,Lecce,8.8,16,12,7,6,3,3,14,21.4,11,10,0,10,2,18,4,0
169,Mamady Bangre,Toulouse,1.1,4,2,2,2,0,3,4,75.0,1,0,0,0,4,8,3,0
170,Mattia Bani,Genoa,10.0,9,3,7,2,0,2,4,50.0,2,22,13,9,7,16,49,0
171,Leo Baptistao,Almería,7.6,13,7,5,4,4,5,13,38.5,8,6,1,5,2,15,11,0
172,Shandon Baptiste,Brentford,2.1,4,4,2,2,0,1,5,20.0,4,4,1,3,3,7,5,0
173,Antonin Barak,Fiorentina,1.2,1,1,0,0,1,1,1,100.0,0,2,0,2,0,1,1,0
174,Francisco Barbosa,Betis,2.5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0
175,Bradley Barcola,Lyon,3.0,5,2,0,2,3,1,7,14.3,6,4,0,4,2,7,0,0
176,Bradley Barcola,Paris S-G,5.0,17,6,9,4,4,3,12,25.0,9,8,0,8,4,21,4,1
177,Melvin Bard,Nice,14.1,32,19,10,15,7,14,27,51.9,13,26,5,21,20,52,21,0
178,Nicolo Barella,Inter,12.9,23,12,8,11,4,12,30,40.0,18,9,0,9,4,27,7,0
179,Kike Barja,Osasuna,2.7,4,2,2,1,1,2,5,40.0,3,1,1,0,1,5,2,0
180,Ross Barkley,Luton Town,8.9,12,5,2,7,3,3,14,21.4,11,9,5,4,8,20,18,1
182,Aymen Barkok,Mainz 05,3.5,9,5,2,6,1,3,5,60.0,2,7,0,7,2,11,1,0
183,Harvey Barnes,Newcastle Utd,2.1,1,0,0,1,0,0,1,0.0,1,0,0,0,1,2,0,0
184,Leandro Barreiro Martins,Mainz 05,13.9,29,21,8,17,4,10,22,45.5,12,25,10,15,25,54,21,0
185,Enzo Barrenechea,Frosinone,12.1,31,19,12,16,3,17,34,50.0,17,18,5,13,10,41,25,2
186,Ander Barrenetxea,Real Sociedad,9.1,12,4,3,6,3,3,16,18.8,13,7,0,7,5,17,3,0
187,Pablo Barrios,Atlético Madrid,6.3,15,8,6,8,1,6,15,40.0,9,8,0,8,14,29,7,1
188,Davide Bartesaghi,Milan,0.3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0
189,Marc Bartra,Betis,2.5,4,3,3,1,0,4,5,80.0,1,3,1,2,3,7,10,0
190,Federico Baschirotto,Lecce,13.6,8,5,6,2,0,3,5,60.0,2,18,11,7,8,16,52,0
191,Chris Basham,Sheffield Utd,3.6,7,2,4,3,0,2,9,22.2,7,9,4,5,5,12,17,0
192,Calvin Bassey,Fulham,9.4,17,11,10,6,1,5,6,83.3,1,12,5,7,18,35,24,3
193,Alessandro Bastoni,Inter,8.9,15,12,13,0,2,8,14,57.1,6,6,4,2,7,22,9,0
194,Simone Bastoni,Empoli,2.8,11,7,7,3,1,5,9,55.6,4,4,0,4,7,18,9,0
195,Daniel Batz,Mainz 05,2.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0
196,Maximilian Bauer,Augsburg,5.5,9,5,5,4,0,3,9,33.3,6,8,7,1,8,17,24,1
197,Elias Baum,Eint Frankfurt,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
198,Oliver Baumann,Hoffenheim,14.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,5,0
199,Christoph Baumgartner,RB Leipzig,5.9,8,6,2,4,2,5,12,41.7,7,9,0,9,3,11,5,0
200,Bebe,Rayo Vallecano,1.0,2,2,1,1,0,1,3,33.3,2,0,0,0,0,2,0,0
201,Ihlas Bebou,Hoffenheim,6.3,10,6,5,3,2,4,10,40.0,6,6,0,6,7,17,7,0
202,Adrian Beck,Heidenheim,5.6,8,5,2,5,1,6,12,50.0,6,5,0,5,2,10,8,0
203,Sheraldo Becker,Union Berlin,6.5,3,3,0,2,1,0,2,0.0,2,2,0,2,0,3,2,0
204,Donny van de Beek,Manchester Utd,0.0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0
205,Yanis Begraoui,Toulouse,3.2,5,3,1,3,1,3,9,33.3,6,4,0,4,5,10,3,0
206,Kevin Behrens,Union Berlin,10.6,12,10,3,6,3,1,4,25.0,3,5,1,4,2,14,13,0
208,Maximilian Beier,Hoffenheim,10.1,5,2,1,2,2,2,6,33.3,4,6,0,6,0,5,6,0
209,Jeremie Bela,Clermont Foot,0.5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
210,Amari'i Bell,Luton Town,10.2,28,18,17,11,0,14,23,60.9,9,19,7,12,11,39,34,0
211,Stefan Bell,Mainz 05,6.4,8,8,7,1,0,4,8,50.0,4,5,4,1,5,13,26,0
212,Raoul Bellanova,Torino,13.1,10,7,4,6,0,4,10,40.0,6,8,2,6,9,19,10,0
213,Jean-Ricner Bellegarde,Wolves,4.1,7,3,4,3,0,3,8,37.5,5,8,1,7,2,9,3,0
214,Jean-Ricner Bellegarde,Strasbourg,3.0,5,3,3,2,0,3,6,50.0,3,4,0,4,4,9,0,0
215,Hector Bellerin,Betis,10.2,12,8,7,4,1,8,23,34.8,15,8,3,5,14,26,19,0
216,Jude Bellingham,Real Madrid,13.3,22,18,7,11,4,6,16,37.5,10,33,3,30,10,32,8,0
217,Jeanoel Belocian,Rennes,9.2,17,11,10,7,0,12,15,80.0,3,7,4,3,11,28,28,0
218,Andrea Belotti,Roma,5.3,7,4,1,3,3,3,5,60.0,2,4,0,4,0,7,3,0
219,Fran Beltran,Celta Vigo,11.3,16,10,7,6,3,6,25,24.0,19,8,0,8,9,25,12,0
220,Lucas Beltran,Fiorentina,5.6,11,7,1,7,3,4,6,66.7,2,12,1,11,0,11,3,0
221,Eliesse Ben Seghir,Monaco,0.4,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0
222,Anis Ben Slimane,Sheffield Utd,1.7,3,2,2,0,1,0,3,0.0,3,1,0,1,1,4,1,0
223,Wissam Ben Yedder,Monaco,10.2,3,3,0,2,1,0,2,0.0,2,7,0,7,3,6,0,0
224,Carlos Benavidez,Alavés,4.0,21,11,8,10,3,7,11,63.6,4,6,4,2,7,28,10,0
225,Ismael Bennacer,Milan,0.5,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
226,Said Benrahma,West Ham,5.4,4,1,1,3,0,2,12,16.7,10,7,0,7,3,7,2,0
227,Ramy Bensebaini,Dortmund,9.1,23,16,14,7,2,17,25,68.0,8,17,7,10,12,35,27,0
228,Nabil Bentaleb,Lille,6.4,16,11,5,9,2,6,15,40.0,9,9,1,8,11,27,8,0
229,Rodrigo Bentancur,Tottenham,1.0,4,3,3,1,0,2,3,66.7,1,3,0,3,1,5,0,0
230,Daniel Bentley,Wolves,1.8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
231,Domenico Berardi,Sassuolo,11.8,14,7,5,8,1,2,15,13.3,13,11,0,11,9,23,9,0
232,Yuri Berchiche,Athletic Club,6.9,10,7,5,4,1,6,11,54.5,5,8,4,4,7,17,17,0
234,Alex Berenguer,Athletic Club,5.0,6,4,3,2,1,1,4,25.0,3,5,0,5,1,7,7,0
235,Bartosz Bereszynski,Empoli,6.4,17,10,11,4,2,10,16,62.5,6,3,2,1,6,23,17,0
236,Johann Berg Gudmundsson,Burnley,7.2,8,2,4,3,1,5,8,62.5,3,5,0,5,10,18,7,0
237,Sander Berge,Burnley,12.8,24,13,16,6,2,14,24,58.3,10,22,9,13,8,32,23,1
238,Etrit Berisha,Empoli,13.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,1
239,Mergim Berisha,Hoffenheim,1.6,0,0,0,0,0,0,0,0.0,0,2,1,1,0,0,0,0
240,Mergim Berisha,Augsburg,1.4,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,3,0
241,Bernardo,Bochum,14.0,40,25,28,9,3,19,31,61.3,12,33,12,21,27,67,53,1
242,Victor Bernth Kristiansen,Bologna,8.3,15,11,10,4,1,5,10,50.0,5,13,2,11,3,18,16,0
243,Matus Bero,Bochum,5.2,11,7,5,4,2,5,10,50.0,5,6,0,6,1,12,5,0
244,Luke Berry,Luton Town,0.3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
245,Jan-Niklas Beste,Heidenheim,12.2,24,13,9,6,9,7,19,36.8,12,22,0,22,8,32,10,0
246,Beto,Everton,4.6,10,5,1,5,4,3,9,33.3,6,6,0,6,0,10,7,0
247,Beto,Udinese,0.8,1,0,0,0,1,0,0,0.0,0,0,0,0,0,1,0,0
248,Sam Beukema,Bologna,13.0,17,9,11,6,0,13,17,76.5,4,14,7,7,7,24,49,0
249,Jordan Beyer,Burnley,10.5,27,16,18,8,1,11,19,57.9,8,13,9,4,13,40,51,1
250,Jaka Bijol,Udinese,13.0,26,16,22,4,0,13,23,56.5,10,17,11,6,14,40,68,1
251,Philip Billing,Bournemouth,11.5,27,13,4,19,4,8,20,40.0,12,25,5,20,13,40,23,1
252,Cristiano Biraghi,Fiorentina,9.5,17,12,6,9,2,10,21,47.6,11,16,4,12,7,24,14,0
253,Davide Biraschi,Genoa,1.0,3,3,1,2,0,1,3,33.3,2,0,0,0,2,5,5,0
254,Samuele Birindelli,Monza,6.3,10,6,6,3,1,5,8,62.5,3,11,4,7,6,16,14,0
